Name,Count (cami2_sample1_abundance),Count (cami2_marine_sample1_abundance_jn05),Count (diff),Proportion_All(%) (cami2_sample1_abundance),Proportion_All(%) (cami2_marine_sample1_abundance_jn05),Proportion_All(%) (diff),Proportion_Classified(%) (cami2_sample1_abundance),Proportion_Classified(%) (cami2_marine_sample1_abundance_jn05),Proportion_Classified(%) (diff)
Nitrosococcus halophilus,12103,12114,+11,0.737273,0.74,+0.002727,6.25708,6.26,+0.00292
Nitrosococcus oceani,2455,2444,-11,0.14955,0.15,+0.00045,1.2692,1.26,-0.0092
Nitrosopumilus adriaticus,119,119,+0,0.00724907,0.01,+0.00275093,0.0615213,0.06,-0.0015213
Nitrosopumilus maritimus,5,5,+0,0.000304583,0,-0.000304583,0.00258493,0,-0.00258493
Nitrosopumilus piranensis,6,4,-2,0.000365499,0,-0.000365499,0.00310191,0,-0.00310191
Nocardia seriolae,10,10,+0,0.000609165,0,-0.000609165,0.00516986,0.01,+0.00483014
Nocardiopsis dassonvillei,122,121,-1,0.00743181,0.01,+0.00256819,0.0630722,0.06,-0.0030722
Nodularia spumigena,2,1,-1,0.000121833,0,-0.000121833,0.00103397,0,-0.00103397
Nonlabens dokdonensis,4,2,-2,0.000243666,0,-0.000243666,0.00206794,0,-0.00206794
Nonlabens marinus,60,58,-2,0.00365499,0,-0.00365499,0.0310191,0.03,-0.0010191
Nonlabens sp. Hel1_33_55,62,61,-1,0.00377682,0,-0.00377682,0.0320531,0.03,-0.0020531
Nonlabens sp. MIC269,54,54,+0,0.00328949,0,-0.00328949,0.0279172,0.03,+0.0020828
Novosphingobium pentaromativorans,319,342,+23,0.0194324,0.02,+0.0005676,0.164918,0.18,+0.015082
Novosphingobium sp. PP1Y,450,424,-26,0.0274124,0.03,+0.0025876,0.232644,0.22,-0.012644
Oceanithermus profundus,4,3,-1,0.000243666,0,-0.000243666,0.00206794,0,-0.00206794
Oceanobacillus iheyensis,3,1,-2,0.00018275,0,-0.00018275,0.00155096,0,-0.00155096
Octadecabacter antarcticus,98,98,+0,0.00596982,0.01,+0.00403018,0.0506646,0.05,-0.0006646
Octadecabacter arcticus,4,2,-2,0.000243666,0,-0.000243666,0.00206794,0,-0.00206794
Octadecabacter temperatus,2,1,-1,0.000121833,0,-0.000121833,0.00103397,0,-0.00103397
Oleispira antarctica,81,78,-3,0.00493424,0,-0.00493424,0.0418758,0.04,-0.0018758
Oscillibacter valericigenes,273,273,+0,0.0166302,0.02,+0.0033698,0.141137,0.14,-0.001137
Owenweeksia hongkongensis,4,3,-1,0.000243666,0,-0.000243666,0.00206794,0,-0.00206794
Paenibacillus crassostreae,78,80,+2,0.00475149,0,-0.00475149,0.0403249,0.04,-0.0003249
Paenibacillus durus,3,2,-1,0.00018275,0,-0.00018275,0.00155096,0,-0.00155096
Palaeococcus pacificus,819,820,+1,0.0498906,0.05,+0.0001094,0.423411,0.42,-0.003411
Paraglaciecola psychrophila,10,8,-2,0.000609165,0,-0.000609165,0.00516986,0,-0.00516986
Paraglaciecola sp. T6c,6,4,-2,0.000365499,0,-0.000365499,0.00310191,0,-0.00310191
Paraoerskovia marina,318,321,+3,0.0193715,0.02,+0.0006285,0.164401,0.17,+0.005599
Parasynechococcus marenigrum,21,19,-2,0.00127925,0,-0.00127925,0.0108567,0.01,-0.0008567
Paraurantiacibacter namhicola,5,7,+2,0.000304583,0,-0.000304583,0.00258493,0,-0.00258493
Parvularcula bermudensis,176,176,+0,0.0107213,0.01,-0.0007213,0.0909895,0.09,-0.0009895
Pelagerythrobacter marensis,9,8,-1,0.000548249,0,-0.000548249,0.00465287,0,-0.00465287
Pelagibacterium halotolerans,140,138,-2,0.00852831,0.01,+0.00147169,0.072378,0.07,-0.002378
Persephonella marina,66,67,+1,0.00402049,0,-0.00402049,0.034121,0.03,-0.004121
Phaeobacter gallaeciensis,421,435,+14,0.0256459,0.03,+0.0043541,0.217651,0.22,+0.002349
Phaeobacter inhibens,95,91,-4,0.00578707,0.01,+0.00421293,0.0491136,0.05,+0.0008864
Photobacterium gaetbulicola,221,207,-14,0.0134625,0.01,-0.0034625,0.114254,0.11,-0.004254
Photobacterium profundum,345,335,-10,0.0210162,0.02,-0.0010162,0.17836,0.17,-0.00836
Picosynechococcus sp. PCC 7002,49,49,+0,0.00298491,0,-0.00298491,0.0253323,0.03,+0.0046677
Piscirickettsia salmonis,5439,5470,+31,0.331325,0.33,-0.001325,2.81188,2.83,+0.01812
Planktomarina temperata,68,68,+0,0.00414232,0,-0.00414232,0.035155,0.04,+0.004845
Planococcus antarcticus,212,207,-5,0.0129143,0.01,-0.0029143,0.109601,0.11,+0.000399
Planococcus donghaensis,188,202,+14,0.0114523,0.01,-0.0014523,0.0971933,0.1,+0.0028067
Planococcus kocurii,29,34,+5,0.00176658,0,-0.00176658,0.0149926,0.02,+0.0050074
Planococcus maritimus,114,106,-8,0.00694448,0.01,+0.00305552,0.0589364,0.05,-0.0089364
Planococcus plakortidis,111,113,+2,0.00676173,0.01,+0.00323827,0.0573854,0.06,+0.0026146
Polaribacter sp. Hel1_33_78,7,6,-1,0.000426416,0,-0.000426416,0.0036189,0,-0.0036189
Polaribacter sp. MED152,6,4,-2,0.000365499,0,-0.000365499,0.00310191,0,-0.00310191
Polaribacter vadi,197,199,+2,0.0120006,0.01,-0.0020006,0.101846,0.1,-0.001846
Prochlorococcus marinus,939,957,+18,0.0572006,0.06,+0.0027994,0.485449,0.49,+0.004551
Prochlorococcus sp. MIT 0604,132,112,-20,0.00804098,0.01,+0.00195902,0.0682421,0.06,-0.0082421
Prochlorococcus sp. MIT 0801,47,52,+5,0.00286308,0,-0.00286308,0.0242983,0.03,+0.0057017
Prosthecochloris sp. CIB 2401,1,1,+0,6.09165e-05,0,-6.09165e-05,0.000516986,0,-0.000516986
Pseudalgibacter alginicilyticus,275,278,+3,0.016752,0.02,+0.003248,0.142171,0.14,-0.002171
Pseudoalteromonas issachenkonii,29,18,-11,0.00176658,0,-0.00176658,0.0149926,0.01,-0.0049926
Pseudoalteromonas luteoviolacea,217,220,+3,0.0132189,0.01,-0.0032189,0.112186,0.11,-0.002186
Pseudoalteromonas phenolica,18,18,+0,0.0010965,0,-0.0010965,0.00930574,0.01,+0.00069426
Pseudoalteromonas piratica,172,161,-11,0.0104776,0.01,-0.0004776,0.0889215,0.08,-0.0089215
Pseudoalteromonas rubra,14,24,+10,0.000852831,0,-0.000852831,0.0072378,0.01,+0.0027622
Pseudoalteromonas sp. SM9913,18,19,+1,0.0010965,0,-0.0010965,0.00930574,0.01,+0.00069426
Pseudoalteromonas translucida,273,285,+12,0.0166302,0.02,+0.0033698,0.141137,0.15,+0.008863
Pseudodesulfovibrio mercurii,6,4,-2,0.000365499,0,-0.000365499,0.00310191,0,-0.00310191
Pseudodesulfovibrio piezophilus,517,515,-2,0.0314938,0.03,-0.0014938,0.267282,0.27,+0.002718
Pseudomonas pohangensis,18,12,-6,0.0010965,0,-0.0010965,0.00930574,0.01,+0.00069426
Pseudomonas sp. MT-1,87,79,-8,0.00529974,0,-0.00529974,0.0449777,0.04,-0.0049777
Pseudovibrio sp. FO-BEG1,11,13,+2,0.000670082,0,-0.000670082,0.00568684,0.01,+0.00431316
Psychrobacter sp. AntiMn-1,110,114,+4,0.00670082,0.01,+0.00329918,0.0568684,0.06,+0.0031316
Psychrobacter sp. G,40,38,-2,0.00243666,0,-0.00243666,0.0206794,0.02,-0.0006794
Psychrobacter sp. P11F6,157,163,+6,0.00956389,0.01,+0.00043611,0.0811667,0.08,-0.0011667
Psychrobacter sp. P11G3,570,557,-13,0.0347224,0.03,-0.0047224,0.294682,0.29,-0.004682
Psychrobacter sp. PRwf-1,57,54,-3,0.00347224,0,-0.00347224,0.0294682,0.03,+0.0005318
Psychroflexus torquis,6,4,-2,0.000365499,0,-0.000365499,0.00310191,0,-0.00310191
Psychromonas ingrahamii,15,14,-1,0.000913748,0,-0.000913748,0.00775478,0.01,+0.00224522
Psychromonas sp. CNPT3,18,14,-4,0.0010965,0,-0.0010965,0.00930574,0.01,+0.00069426
Pusillimonas sp. T7-7,169,169,+0,0.0102949,0.01,-0.0002949,0.0873706,0.09,+0.0026294
Pyrobaculum aerophilum,93,93,+0,0.00566524,0.01,+0.00433476,0.0480797,0.05,+0.0019203
Pyrococcus abyssi,5,3,-2,0.000304583,0,-0.000304583,0.00258493,0,-0.00258493
Pyrococcus furiosus,199,201,+2,0.0121224,0.01,-0.0021224,0.10288,0.1,-0.00288
Pyrococcus horikoshii,38,41,+3,0.00231483,0,-0.00231483,0.0196455,0.02,+0.0003545
Pyrococcus sp. NA2,394,392,-2,0.0240011,0.02,-0.0040011,0.203692,0.2,-0.003692
Pyrococcus sp. ST04,27,27,+0,0.00164475,0,-0.00164475,0.0139586,0.01,-0.0039586
Pyrococcus yayanosii,8,9,+1,0.000487332,0,-0.000487332,0.00413588,0,-0.00413588
Pyrodictium delaneyi,18,22,+4,0.0010965,0,-0.0010965,0.00930574,0.01,+0.00069426
Pyrolobus fumarii,14,11,-3,0.000852831,0,-0.000852831,0.0072378,0.01,+0.0027622
Renibacterium salmoninarum,2,3,+1,0.000121833,0,-0.000121833,0.00103397,0,-0.00103397
Rhodobacter xanthinilyticus,31,31,+0,0.00188841,0,-0.00188841,0.0160266,0.02,+0.0039734
Rhodococcus erythropolis,94,91,-3,0.00572615,0.01,+0.00427385,0.0485966,0.05,+0.0014034
Rhodococcus sp. 008,33,38,+5,0.00201024,0,-0.00201024,0.0170605,0.02,+0.0029395
Rhodococcus sp. B7740,452,452,+0,0.0275343,0.03,+0.0024657,0.233677,0.23,-0.003677
Rhodococcus sp. WMMA185,6,4,-2,0.000365499,0,-0.000365499,0.00310191,0,-0.00310191
Rhodoferax ferrireducens,280,280,+0,0.0170566,0.02,+0.0029434,0.144756,0.14,-0.004756
Rhodothermus marinus,11,11,+0,0.000670082,0,-0.000670082,0.00568684,0.01,+0.00431316
Rhodovulum sulfidophilum,146,148,+2,0.00889381,0.01,+0.00110619,0.0754799,0.08,+0.0045201
Rivularia sp. PCC 7116,3,7,+4,0.00018275,0,-0.00018275,0.00155096,0,-0.00155096
Robiginitalea biformata,2,1,-1,0.000121833,0,-0.000121833,0.00103397,0,-0.00103397
Roseicyclus elongatus,10,8,-2,0.000609165,0,-0.000609165,0.00516986,0,-0.00516986
Roseobacter litoralis,4,6,+2,0.000243666,0,-0.000243666,0.00206794,0,-0.00206794
Ruegeria pomeroyi,6,8,+2,0.000365499,0,-0.000365499,0.00310191,0,-0.00310191
Ruegeria sp. TM1040,14,13,-1,0.000852831,0,-0.000852831,0.0072378,0.01,+0.0027622
Saccharophagus degradans,97,98,+1,0.0059089,0.01,+0.0040911,0.0501476,0.05,-0.0001476
Salegentibacter sp. T436,66,64,-2,0.00402049,0,-0.00402049,0.034121,0.03,-0.004121
Salinibacter ruber,97,98,+1,0.0059089,0.01,+0.0040911,0.0501476,0.05,-0.0001476
Salinispira pacifica,724,725,+1,0.0441036,0.04,-0.0041036,0.374298,0.37,-0.004298
Salinispora arenicola,32,30,-2,0.00194933,0,-0.00194933,0.0165435,0.02,+0.0034565
Salinispora tropica,338,345,+7,0.0205898,0.02,-0.0005898,0.174741,0.18,+0.005259
Salipiger sp. CCB-MM3,331,330,-1,0.0201634,0.02,-0.0001634,0.171122,0.17,-0.001122
Salmonella enterica,3150,3131,-19,0.191887,0.19,-0.001887,1.6285,1.62,-0.0085
Saprospira grandis,100,101,+1,0.00609165,0.01,+0.00390835,0.0516986,0.05,-0.0016986
Sedimenticola thiotaurini,173,171,-2,0.0105386,0.01,-0.0005386,0.0894385,0.09,+0.0005615
Sediminicola sp. YIK13,3,3,+0,0.00018275,0,-0.00018275,0.00155096,0,-0.00155096
Serinicoccus hydrothermalis,62,61,-1,0.00377682,0,-0.00377682,0.0320531,0.03,-0.0020531
Shewanella amazonensis,97,95,-2,0.0059089,0.01,+0.0040911,0.0501476,0.05,-0.0001476
Shewanella baltica,5823,5919,+96,0.354717,0.36,+0.005283,3.01041,3.06,+0.04959
Shewanella denitrificans,86,90,+4,0.00523882,0.01,+0.00476118,0.0444608,0.05,+0.0055392
Shewanella frigidimarina,552,540,-12,0.0336259,0.03,-0.0036259,0.285376,0.28,-0.005376
Shewanella halifaxensis,348,349,+1,0.0211989,0.02,-0.0011989,0.179911,0.18,+8.9e-05
Shewanella loihica,13,11,-2,0.000791915,0,-0.000791915,0.00672081,0.01,+0.00327919
Shewanella pealeana,54,41,-13,0.00328949,0,-0.00328949,0.0279172,0.02,-0.0079172
Shewanella piezotolerans,617,615,-2,0.0375855,0.04,+0.0024145,0.31898,0.32,+0.00102
Shewanella sediminis,34,24,-10,0.00207116,0,-0.00207116,0.0175775,0.01,-0.0075775
Shewanella sp. ANA-3,46,34,-12,0.00280216,0,-0.00280216,0.0237813,0.02,-0.0037813
Shewanella sp. MR-4,28,25,-3,0.00170566,0,-0.00170566,0.0144756,0.01,-0.0044756
Shewanella sp. MR-7,38,34,-4,0.00231483,0,-0.00231483,0.0196455,0.02,+0.0003545
Shewanella sp. W3-18-1,92,63,-29,0.00560432,0,-0.00560432,0.0475627,0.03,-0.0175627
Shewanella violacea,35,20,-15,0.00213208,0,-0.00213208,0.0180945,0.01,-0.0080945
Shewanella woodyi,164,168,+4,0.00999031,0.01,+9.69e-06,0.0847856,0.09,+0.0052144
Siansivirga zeaxanthinifaciens,30,33,+3,0.0018275,0,-0.0018275,0.0155096,0.02,+0.0044904
Simiduia agarivorans,9,6,-3,0.000548249,0,-0.000548249,0.00465287,0,-0.00465287
Sphingopyxis alaskensis,7,7,+0,0.000426416,0,-0.000426416,0.0036189,0,-0.0036189
Sphingorhabdus lutea,3,2,-1,0.00018275,0,-0.00018275,0.00155096,0,-0.00155096
Spiribacter curvatus,5221,5216,-5,0.318045,0.32,+0.001955,2.69918,2.7,+0.00082
Spiribacter salinus,1886,1894,+8,0.114889,0.12,+0.005111,0.975035,0.98,+0.004965
Spongiibacter sp. IMCC21906,267,268,+1,0.0162647,0.02,+0.0037353,0.138035,0.14,+0.001965
Staphylothermus hellenicus,51,53,+2,0.00310674,0,-0.00310674,0.0263663,0.03,+0.0036337
Staphylothermus marinus,73,74,+1,0.00444691,0,-0.00444691,0.0377399,0.04,+0.0022601
Stappia sp. ES.058,130,132,+2,0.00791915,0.01,+0.00208085,0.0672081,0.07,+0.0027919
Streptococcus agalactiae,235,234,-1,0.0143154,0.01,-0.0043154,0.121492,0.12,-0.001492
Streptococcus iniae,593,597,+4,0.0361235,0.04,+0.0038765,0.306572,0.31,+0.003428
Streptococcus parauberis,7,3,-4,0.000426416,0,-0.000426416,0.0036189,0,-0.0036189
Streptomyces olivaceus,825,847,+22,0.0502561,0.05,-0.0002561,0.426513,0.44,+0.013487
Streptomyces sp. CNQ-509,383,381,-2,0.023331,0.02,-0.003331,0.198005,0.2,+0.001995
Streptomyces sp. GBA 94-10 4N24,1622,1461,-161,0.0988066,0.09,-0.0088066,0.838551,0.76,-0.078551
Streptomyces sp. PVA_94-07,1436,1583,+147,0.0874761,0.1,+0.0125239,0.742391,0.82,+0.077609
Stutzerimonas balearica,395,390,-5,0.024062,0.02,-0.004062,0.204209,0.2,-0.004209
Stutzerimonas stutzeri,118,135,+17,0.00718815,0.01,+0.00281185,0.0610043,0.07,+0.0089957
Stutzerimonas xanthomarina,14,11,-3,0.000852831,0,-0.000852831,0.0072378,0.01,+0.0027622
Sulfitobacter alexandrii,9,8,-1,0.000548249,0,-0.000548249,0.00465287,0,-0.00465287
Sulfobacillus acidophilus,3,3,+0,0.00018275,0,-0.00018275,0.00155096,0,-0.00155096
Sulfurimonas autotrophica,6,3,-3,0.000365499,0,-0.000365499,0.00310191,0,-0.00310191
Sulfurimonas denitrificans,96,97,+1,0.00584799,0.01,+0.00415201,0.0496306,0.05,+0.0003694
Sulfurovum sp. NBC37-1,2882,2881,-1,0.175561,0.18,+0.004439,1.48995,1.49,+5e-05
Synechococcus sp. CC9311,480,490,+10,0.0292399,0.03,+0.0007601,0.248153,0.25,+0.001847
Synechococcus sp. CC9605,220,233,+13,0.0134016,0.01,-0.0034016,0.113737,0.12,+0.006263
Synechococcus sp. CC9902,239,241,+2,0.014559,0.01,-0.004559,0.12356,0.12,-0.00356
Synechococcus sp. KORDI-100,4,3,-1,0.000243666,0,-0.000243666,0.00206794,0,-0.00206794
Synechococcus sp. KORDI-49,138,137,-1,0.00840648,0.01,+0.00159352,0.071344,0.07,-0.001344
Synechococcus sp. KORDI-52,78,77,-1,0.00475149,0,-0.00475149,0.0403249,0.04,-0.0003249
Synechococcus sp. RCC307,76,78,+2,0.00462966,0,-0.00462966,0.0392909,0.04,+0.0007091
Synechococcus sp. WH 7803,263,259,-4,0.016021,0.02,+0.003979,0.135967,0.13,-0.005967
Synechococcus sp. WH 8020,65,58,-7,0.00395957,0,-0.00395957,0.0336041,0.03,-0.0036041
Synechococcus sp. WH 8103,17,10,-7,0.00103558,0,-0.00103558,0.00878875,0.01,+0.00121125
Synechococcus sp. WH 8109,121,113,-8,0.0073709,0.01,+0.0026291,0.0625553,0.06,-0.0025553
Syntrophotalea acetylenica,2238,2229,-9,0.136331,0.14,+0.003669,1.15701,1.15,-0.00701
Syntrophotalea carbinolica,188,192,+4,0.0114523,0.01,-0.0014523,0.0971933,0.1,+0.0028067
Tenacibaculum dicentrarchi,426,422,-4,0.0259504,0.03,+0.0040496,0.220236,0.22,-0.000236
Tenacibaculum todarodis,320,325,+5,0.0194933,0.02,+0.0005067,0.165435,0.17,+0.004565
Teredinibacter turnerae,2,2,+0,0.000121833,0,-0.000121833,0.00103397,0,-0.00103397
Thalassolituus oleivorans,3382,3403,+21,0.20602,0.21,+0.00398,1.74845,1.76,+0.01155
Thalassoporum mexicanum,163,164,+1,0.00992939,0.01,+7.061e-05,0.0842686,0.08,-0.0042686
Thalassotalea crassostreae,118,110,-8,0.00718815,0.01,+0.00281185,0.0610043,0.06,-0.0010043
Thermaerobacter marianensis,48,48,+0,0.00292399,0,-0.00292399,0.0248153,0.02,-0.0048153
Thermoanaerobacter siderophilus,52,50,-2,0.00316766,0,-0.00316766,0.0268832,0.03,+0.0031168
Thermoclostridium stercorarium,50,50,+0,0.00304583,0,-0.00304583,0.0258493,0.03,+0.0041507
Thermococcus barophilus,14,11,-3,0.000852831,0,-0.000852831,0.0072378,0.01,+0.0027622
Thermococcus cleftensis,7,7,+0,0.000426416,0,-0.000426416,0.0036189,0,-0.0036189
Thermococcus eurythermalis,12,11,-1,0.000730998,0,-0.000730998,0.00620383,0.01,+0.00379617
Thermococcus gammatolerans,43,43,+0,0.00261941,0,-0.00261941,0.0222304,0.02,-0.0022304
Thermococcus litoralis,7,7,+0,0.000426416,0,-0.000426416,0.0036189,0,-0.0036189
Thermococcus nautili,8,7,-1,0.000487332,0,-0.000487332,0.00413588,0,-0.00413588
Thermococcus onnurineus,2,2,+0,0.000121833,0,-0.000121833,0.00103397,0,-0.00103397
Thermococcus paralvinellae,40,40,+0,0.00243666,0,-0.00243666,0.0206794,0.02,-0.0006794
Thermococcus piezophilus,4,4,+0,0.000243666,0,-0.000243666,0.00206794,0,-0.00206794
Thermococcus sp. 4557,123,124,+1,0.00749273,0.01,+0.00250727,0.0635892,0.06,-0.0035892
Thermococcus sp. AM4,59,61,+2,0.00359407,0,-0.00359407,0.0305021,0.03,-0.0005021
Thermodesulfatator indicus,3,4,+1,0.00018275,0,-0.00018275,0.00155096,0,-0.00155096
Thermoplasma volcanium,108,108,+0,0.00657898,0.01,+0.00342102,0.0558344,0.06,+0.0041656
Thermosediminibacter oceani,2,2,+0,0.000121833,0,-0.000121833,0.00103397,0,-0.00103397
Thermosipho melanesiensis,50,48,-2,0.00304583,0,-0.00304583,0.0258493,0.02,-0.0058493
Thermosipho sp. 1063,34,34,+0,0.00207116,0,-0.00207116,0.0175775,0.02,+0.0024225
Thermotoga maritima,284,309,+25,0.0173003,0.02,+0.0026997,0.146824,0.16,+0.013176
Thermotoga neapolitana,30,28,-2,0.0018275,0,-0.0018275,0.0155096,0.01,-0.0055096
Thermotoga sp. 2812B,64,48,-16,0.00389866,0,-0.00389866,0.0330871,0.02,-0.0130871
Thermotoga sp. Cell2,23,25,+2,0.00140108,0,-0.00140108,0.0118907,0.01,-0.0018907
Thermotoga sp. RQ2,38,29,-9,0.00231483,0,-0.00231483,0.0196455,0.01,-0.0096455
Thermotoga sp. RQ7,22,22,+0,0.00134016,0,-0.00134016,0.0113737,0.01,-0.0013737
Thermovibrio ammonificans,21,20,-1,0.00127925,0,-0.00127925,0.0108567,0.01,-0.0008567
Thermovirga lienii,744,743,-1,0.0453219,0.05,+0.0046781,0.384637,0.38,-0.004637
Thiocystis violascens,1149,1156,+7,0.0699931,0.07,+6.9e-06,0.594016,0.6,+0.005984
Thioflavicoccus mobilis,16,13,-3,0.000974664,0,-0.000974664,0.00827177,0.01,+0.00172823
Thiolapillus brandeum,264,265,+1,0.016082,0.02,+0.003918,0.136484,0.14,+0.003516
Tistrella mobilis,446,447,+1,0.0271688,0.03,+0.0028312,0.230576,0.23,-0.000576
Trichodesmium erythraeum,N/A,1,N/A,N/A,0,N/A,N/A,0,N/A
Tsuneonella dongtanensis,13,13,+0,0.000791915,0,-0.000791915,0.00672081,0.01,+0.00327919
UNKNOWN,1.44816e+06,1.44816e+06,+0,88.217,88.22,+0.003,-,-,N/A
Vibrio alginolyticus,386,303,-83,0.0235138,0.02,-0.0035138,0.199556,0.16,-0.039556
Vibrio anguillarum,4273,4300,+27,0.260296,0.26,-0.000296,2.20908,2.22,+0.01092
Vibrio antiquarius,168,140,-28,0.010234,0.01,-0.000234,0.0868536,0.07,-0.0168536
Vibrio breoganii,46,32,-14,0.00280216,0,-0.00280216,0.0237813,0.02,-0.0037813
Vibrio campbellii,199,166,-33,0.0121224,0.01,-0.0021224,0.10288,0.09,-0.01288
Vibrio cholerae,710,683,-27,0.0432507,0.04,-0.0032507,0.36706,0.35,-0.01706
Vibrio coralliilyticus,5463,5441,-22,0.332787,0.33,-0.002787,2.82429,2.81,-0.01429
Vibrio furnissii,352,358,+6,0.0214426,0.02,-0.0014426,0.181979,0.19,+0.008021
Vibrio harveyi,539,610,+71,0.032834,0.04,+0.007166,0.278655,0.32,+0.041345
Vibrio natriegens,1790,1967,+177,0.109041,0.12,+0.010959,0.925404,1.02,+0.094596
Vibrio nigripulchritudo,516,504,-12,0.0314329,0.03,-0.0014329,0.266765,0.26,-0.006765
Vibrio parahaemolyticus,2109,2204,+95,0.128473,0.13,+0.001527,1.09032,1.14,+0.04968
Vibrio scophthalmi,1178,1138,-40,0.0717597,0.07,-0.0017597,0.609009,0.59,-0.019009
Vibrio sp. EJY3,345,286,-59,0.0210162,0.02,-0.0010162,0.17836,0.15,-0.02836
Vibrio tubiashii,819,828,+9,0.0498906,0.05,+0.0001094,0.423411,0.43,+0.006589
Vibrio vulnificus,418,387,-31,0.0254631,0.02,-0.0054631,0.2161,0.2,-0.0161
Weissella ceti,60,68,+8,0.00365499,0,-0.00365499,0.0310191,0.04,+0.0089809
Wenyingzhuangia fucanilytica,322,327,+5,0.0196151,0.02,+0.0003849,0.166469,0.17,+0.003531
Wenzhouxiangella marina,9,5,-4,0.000548249,0,-0.000548249,0.00465287,0,-0.00465287
Winmispira thermophila,370,372,+2,0.0225391,0.02,-0.0025391,0.191285,0.19,-0.001285
Winogradskyella sp. PG-2,4,2,-2,0.000243666,0,-0.000243666,0.00206794,0,-0.00206794
Woeseia oceani,669,667,-2,0.0407531,0.04,-0.0007531,0.345863,0.34,-0.005863
Yersinia aldovae,16,14,-2,0.000974664,0,-0.000974664,0.00827177,0.01,+0.00172823
Yersinia ruckeri,201,198,-3,0.0122442,0.01,-0.0022442,0.103914,0.1,-0.003914
Zunongwangia profunda,107,105,-2,0.00651807,0.01,+0.00348193,0.0553175,0.05,-0.0053175
alpha proteobacterium HIMB5,24,25,+1,0.001462,0,-0.001462,0.0124077,0.01,-0.0024077
alpha proteobacterium HIMB59,1,1,+0,6.09165e-05,0,-6.09165e-05,0.000516986,0,-0.000516986
bacterium AB1,8,8,+0,0.000487332,0,-0.000487332,0.00413588,0,-0.00413588
endosymbiont of unidentified scaly snail isolate Monju,144,146,+2,0.00877198,0.01,+0.00122802,0.0744459,0.08,+0.0055541
