Name,Count (cami2_sample2_abundance),Count (cami2_marine_sample2_abundance_jn05),Count (diff),Proportion_All(%) (cami2_sample2_abundance),Proportion_All(%) (cami2_marine_sample2_abundance_jn05),Proportion_All(%) (diff),Proportion_Classified(%) (cami2_sample2_abundance),Proportion_Classified(%) (cami2_marine_sample2_abundance_jn05),Proportion_Classified(%) (diff)
Nitrosococcus oceani,3302,3288,-14,0.199364,0.2,+0.000636,1.76375,1.76,-0.00375
Nitrosopumilus adriaticus,2,2,+0,0.000120754,0,-0.000120754,0.00106829,0,-0.00106829
Nitrosopumilus maritimus,1,1,+0,6.03768e-05,0,-6.03768e-05,0.000534145,0,-0.000534145
Nitrosopumilus piranensis,71,71,+0,0.00428675,0,-0.00428675,0.0379243,0.04,+0.0020757
Nocardia seriolae,16,21,+5,0.000966028,0,-0.000966028,0.00854632,0.01,+0.00145368
Nocardiopsis dassonvillei,147,143,-4,0.00887539,0.01,+0.00112461,0.0785193,0.08,+0.0014807
Nodularia spumigena,149,145,-4,0.00899614,0.01,+0.00100386,0.0795876,0.08,+0.0004124
Nonlabens dokdonensis,2,N/A,N/A,0.000120754,N/A,N/A,0.00106829,N/A,N/A
Nonlabens marinus,2,2,+0,0.000120754,0,-0.000120754,0.00106829,0,-0.00106829
Nonlabens sp. Hel1_33_55,87,85,-2,0.00525278,0.01,+0.00474722,0.0464706,0.05,+0.0035294
Nonlabens sp. MIC269,111,111,+0,0.00670182,0.01,+0.00329818,0.0592901,0.06,+0.0007099
Novosphingobium pentaromativorans,413,437,+24,0.0249356,0.03,+0.0050644,0.220602,0.23,+0.009398
Novosphingobium sp. PP1Y,770,743,-27,0.0464901,0.04,-0.0064901,0.411292,0.4,-0.011292
Oceanithermus profundus,1,4,+3,6.03768e-05,0,-6.03768e-05,0.000534145,0,-0.000534145
Oceanobacillus iheyensis,213,213,+0,0.0128603,0.01,-0.0028603,0.113773,0.11,-0.003773
Octadecabacter antarcticus,243,243,+0,0.0146716,0.01,-0.0046716,0.129797,0.13,+0.000203
Octadecabacter arcticus,16,15,-1,0.000966028,0,-0.000966028,0.00854632,0.01,+0.00145368
Octadecabacter temperatus,121,120,-1,0.00730559,0.01,+0.00269441,0.0646316,0.06,-0.0046316
Oleispira antarctica,110,105,-5,0.00664145,0.01,+0.00335855,0.058756,0.06,+0.001244
Oscillibacter valericigenes,408,408,+0,0.0246337,0.02,-0.0046337,0.217931,0.22,+0.002069
Owenweeksia hongkongensis,228,229,+1,0.0137659,0.01,-0.0037659,0.121785,0.12,-0.001785
Paenibacillus crassostreae,7,7,+0,0.000422637,0,-0.000422637,0.00373902,0,-0.00373902
Paenibacillus durus,6,6,+0,0.000362261,0,-0.000362261,0.00320487,0,-0.00320487
Palaeococcus pacificus,1526,1530,+4,0.092135,0.09,-0.002135,0.815106,0.82,+0.004894
Paraglaciecola psychrophila,51,50,-1,0.00307922,0,-0.00307922,0.0272414,0.03,+0.0027586
Paraglaciecola sp. T6c,12,17,+5,0.000724521,0,-0.000724521,0.00640974,0.01,+0.00359026
Paraoerskovia marina,200,197,-3,0.0120754,0.01,-0.0020754,0.106829,0.11,+0.003171
Parasynechococcus marenigrum,44,47,+3,0.00265658,0,-0.00265658,0.0235024,0.03,+0.0064976
Paraurantiacibacter namhicola,59,59,+0,0.00356223,0,-0.00356223,0.0315146,0.03,-0.0015146
Parvularcula bermudensis,116,114,-2,0.00700371,0.01,+0.00299629,0.0619608,0.06,-0.0019608
Pelagerythrobacter marensis,161,159,-2,0.00972066,0.01,+0.00027934,0.0859974,0.08,-0.0059974
Pelagibacterium halotolerans,82,82,+0,0.0049509,0,-0.0049509,0.0437999,0.04,-0.0037999
Persephonella marina,120,119,-1,0.00724521,0.01,+0.00275479,0.0640974,0.06,-0.0040974
Phaeobacter gallaeciensis,653,674,+21,0.039426,0.04,+0.000574,0.348797,0.36,+0.011203
Phaeobacter inhibens,369,368,-1,0.022279,0.02,-0.002279,0.1971,0.2,+0.0029
Photobacterium gaetbulicola,159,148,-11,0.00959991,0.01,+0.00040009,0.0849291,0.08,-0.0049291
Photobacterium profundum,561,547,-14,0.0338714,0.03,-0.0038714,0.299655,0.29,-0.009655
Phycisphaera mikurensis,2,4,+2,0.000120754,0,-0.000120754,0.00106829,0,-0.00106829
Picosynechococcus sp. PCC 7002,1,N/A,N/A,6.03768e-05,N/A,N/A,0.000534145,N/A,N/A
Piscirickettsia salmonis,4820,4858,+38,0.291016,0.29,-0.001016,2.57458,2.59,+0.01542
Planktomarina temperata,84,86,+2,0.00507165,0.01,+0.00492835,0.0448682,0.05,+0.0051318
Planococcus antarcticus,10,8,-2,0.000603768,0,-0.000603768,0.00534145,0,-0.00534145
Planococcus donghaensis,9,23,+14,0.000543391,0,-0.000543391,0.00480731,0.01,+0.00519269
Planococcus kocurii,5,8,+3,0.000301884,0,-0.000301884,0.00267073,0,-0.00267073
Planococcus maritimus,55,50,-5,0.00332072,0,-0.00332072,0.029378,0.03,+0.000622
Planococcus plakortidis,95,101,+6,0.00573579,0.01,+0.00426421,0.0507438,0.05,-0.0007438
Polaribacter sp. Hel1_33_78,10,7,-3,0.000603768,0,-0.000603768,0.00534145,0,-0.00534145
Polaribacter sp. MED152,7,6,-1,0.000422637,0,-0.000422637,0.00373902,0,-0.00373902
Polaribacter vadi,92,94,+2,0.00555466,0.01,+0.00444534,0.0491414,0.05,+0.0008586
Prochlorococcus marinus,1095,1099,+4,0.0661126,0.07,+0.0038874,0.584889,0.59,+0.005111
Prochlorococcus sp. MIT 0604,177,168,-9,0.0106867,0.01,-0.0006867,0.0945437,0.09,-0.0045437
Prochlorococcus sp. MIT 0801,8,11,+3,0.000483014,0,-0.000483014,0.00427316,0.01,+0.00572684
Prosthecochloris sp. CIB 2401,1,N/A,N/A,6.03768e-05,N/A,N/A,0.000534145,N/A,N/A
Pseudalgibacter alginicilyticus,658,663,+5,0.0397279,0.04,+0.0002721,0.351468,0.35,-0.001468
Pseudoalteromonas issachenkonii,18,12,-6,0.00108678,0,-0.00108678,0.00961461,0.01,+0.00038539
Pseudoalteromonas luteoviolacea,656,654,-2,0.0396072,0.04,+0.0003928,0.350399,0.35,-0.000399
Pseudoalteromonas phenolica,120,115,-5,0.00724521,0.01,+0.00275479,0.0640974,0.06,-0.0040974
Pseudoalteromonas piratica,15,10,-5,0.000905652,0,-0.000905652,0.00801218,0.01,+0.00198782
Pseudoalteromonas rubra,133,140,+7,0.00803011,0.01,+0.00196989,0.0710413,0.07,-0.0010413
Pseudoalteromonas sp. SM9913,17,17,+0,0.00102641,0,-0.00102641,0.00908047,0.01,+0.00091953
Pseudoalteromonas translucida,340,350,+10,0.0205281,0.02,-0.0005281,0.181609,0.19,+0.008391
Pseudodesulfovibrio mercurii,392,390,-2,0.0236677,0.02,-0.0036677,0.209385,0.21,+0.000615
Pseudodesulfovibrio piezophilus,206,204,-2,0.0124376,0.01,-0.0024376,0.110034,0.11,-3.4e-05
Pseudomonas pohangensis,13,10,-3,0.000784898,0,-0.000784898,0.00694389,0.01,+0.00305611
Pseudomonas sp. MT-1,129,124,-5,0.0077886,0.01,+0.0022114,0.0689047,0.07,+0.0010953
Pseudovibrio sp. FO-BEG1,6,11,+5,0.000362261,0,-0.000362261,0.00320487,0.01,+0.00679513
Psychrobacter sp. AntiMn-1,543,545,+2,0.0327846,0.03,-0.0027846,0.290041,0.29,-4.1e-05
Psychrobacter sp. G,91,91,+0,0.00549429,0.01,+0.00450571,0.0486072,0.05,+0.0013928
Psychrobacter sp. P11F6,133,144,+11,0.00803011,0.01,+0.00196989,0.0710413,0.08,+0.0089587
Psychrobacter sp. P11G3,606,586,-20,0.0365883,0.04,+0.0034117,0.323692,0.31,-0.013692
Psychrobacter sp. PRwf-1,20,18,-2,0.00120754,0,-0.00120754,0.0106829,0.01,-0.0006829
Psychroflexus torquis,4,2,-2,0.000241507,0,-0.000241507,0.00213658,0,-0.00213658
Psychromonas ingrahamii,10,8,-2,0.000603768,0,-0.000603768,0.00534145,0,-0.00534145
Psychromonas sp. CNPT3,80,80,+0,0.00483014,0,-0.00483014,0.0427316,0.04,-0.0027316
Pusillimonas sp. T7-7,77,77,+0,0.00464901,0,-0.00464901,0.0411292,0.04,-0.0011292
Pyrobaculum aerophilum,157,157,+0,0.00947915,0.01,+0.00052085,0.0838608,0.08,-0.0038608
Pyrococcus abyssi,39,35,-4,0.00235469,0,-0.00235469,0.0208317,0.02,-0.0008317
Pyrococcus furiosus,72,72,+0,0.00434713,0,-0.00434713,0.0384585,0.04,+0.0015415
Pyrococcus horikoshii,38,40,+2,0.00229432,0,-0.00229432,0.0202975,0.02,-0.0002975
Pyrococcus sp. NA2,255,255,+0,0.0153961,0.02,+0.0046039,0.136207,0.14,+0.003793
Pyrococcus sp. ST04,1,1,+0,6.03768e-05,0,-6.03768e-05,0.000534145,0,-0.000534145
Pyrococcus yayanosii,62,63,+1,0.00374336,0,-0.00374336,0.033117,0.03,-0.003117
Pyrodictium delaneyi,56,61,+5,0.0033811,0,-0.0033811,0.0299121,0.03,+8.79e-05
Pyrolobus fumarii,9,8,-1,0.000543391,0,-0.000543391,0.00480731,0,-0.00480731
Renibacterium salmoninarum,4,6,+2,0.000241507,0,-0.000241507,0.00213658,0,-0.00213658
Rhodobacter xanthinilyticus,36,40,+4,0.00217356,0,-0.00217356,0.0192292,0.02,+0.0007708
Rhodococcus erythropolis,309,295,-14,0.0186564,0.02,+0.0013436,0.165051,0.16,-0.005051
Rhodococcus sp. 008,112,125,+13,0.0067622,0.01,+0.0032378,0.0598243,0.07,+0.0101757
Rhodococcus sp. B7740,287,287,+0,0.0173281,0.02,+0.0026719,0.1533,0.15,-0.0033
Rhodococcus sp. WMMA185,7,6,-1,0.000422637,0,-0.000422637,0.00373902,0,-0.00373902
Rhodoferax ferrireducens,565,561,-4,0.0341129,0.03,-0.0041129,0.301792,0.3,-0.001792
Rhodothermus marinus,244,245,+1,0.0147319,0.01,-0.0047319,0.130331,0.13,-0.000331
Rhodovulum sulfidophilum,11,17,+6,0.000664145,0,-0.000664145,0.0058756,0.01,+0.0041244
Rivularia sp. PCC 7116,3,3,+0,0.00018113,0,-0.00018113,0.00160244,0,-0.00160244
Roseicyclus elongatus,304,301,-3,0.0183545,0.02,+0.0016455,0.16238,0.16,-0.00238
Roseobacter denitrificans,422,419,-3,0.025479,0.03,+0.004521,0.225409,0.22,-0.005409
Roseobacter litoralis,57,61,+4,0.00344148,0,-0.00344148,0.0304463,0.03,-0.0004463
Ruegeria pomeroyi,23,25,+2,0.00138867,0,-0.00138867,0.0122853,0.01,-0.0022853
Ruegeria sp. TM1040,12,13,+1,0.000724521,0,-0.000724521,0.00640974,0.01,+0.00359026
Saccharophagus degradans,208,206,-2,0.0125584,0.01,-0.0025584,0.111102,0.11,-0.001102
Salegentibacter sp. T436,101,98,-3,0.00609805,0.01,+0.00390195,0.0539487,0.05,-0.0039487
Salinibacter ruber,125,125,+0,0.0075471,0.01,+0.0024529,0.0667682,0.07,+0.0032318
Salinispira pacifica,149,149,+0,0.00899614,0.01,+0.00100386,0.0795876,0.08,+0.0004124
Salinispora arenicola,613,609,-4,0.037011,0.04,+0.002989,0.327431,0.33,+0.002569
Salinispora tropica,519,529,+10,0.0313355,0.03,-0.0013355,0.277221,0.28,+0.002779
Salipiger sp. CCB-MM3,129,124,-5,0.0077886,0.01,+0.0022114,0.0689047,0.07,+0.0010953
Salmonella enterica,29,23,-6,0.00175093,0,-0.00175093,0.0154902,0.01,-0.0054902
Saprospira grandis,1,1,+0,6.03768e-05,0,-6.03768e-05,0.000534145,0,-0.000534145
Sedimenticola thiotaurini,84,84,+0,0.00507165,0.01,+0.00492835,0.0448682,0.04,-0.0048682
Sediminicola sp. YIK13,213,213,+0,0.0128603,0.01,-0.0028603,0.113773,0.11,-0.003773
Serinicoccus hydrothermalis,1,1,+0,6.03768e-05,0,-6.03768e-05,0.000534145,0,-0.000534145
Shewanella amazonensis,115,115,+0,0.00694333,0.01,+0.00305667,0.0614267,0.06,-0.0014267
Shewanella baltica,4660,4758,+98,0.281356,0.29,+0.008644,2.48912,2.54,+0.05088
Shewanella denitrificans,11,11,+0,0.000664145,0,-0.000664145,0.0058756,0.01,+0.0041244
Shewanella frigidimarina,119,111,-8,0.00718484,0.01,+0.00281516,0.0635633,0.06,-0.0035633
Shewanella halifaxensis,718,721,+3,0.0433505,0.04,-0.0033505,0.383516,0.39,+0.006484
Shewanella loihica,90,85,-5,0.00543391,0.01,+0.00456609,0.0480731,0.05,+0.0019269
Shewanella pealeana,176,157,-19,0.0106263,0.01,-0.0006263,0.0940096,0.08,-0.0140096
Shewanella piezotolerans,228,228,+0,0.0137659,0.01,-0.0037659,0.121785,0.12,-0.001785
Shewanella sediminis,38,26,-12,0.00229432,0,-0.00229432,0.0202975,0.01,-0.0102975
Shewanella sp. ANA-3,47,36,-11,0.00283771,0,-0.00283771,0.0251048,0.02,-0.0051048
Shewanella sp. MR-4,68,61,-7,0.00410562,0,-0.00410562,0.0363219,0.03,-0.0063219
Shewanella sp. MR-7,106,107,+1,0.00639994,0.01,+0.00360006,0.0566194,0.06,+0.0033806
Shewanella sp. W3-18-1,79,66,-13,0.00476977,0,-0.00476977,0.0421975,0.04,-0.0021975
Shewanella violacea,25,16,-9,0.00150942,0,-0.00150942,0.0133536,0.01,-0.0033536
Shewanella woodyi,328,332,+4,0.0198036,0.02,+0.0001964,0.1752,0.18,+0.0048
Siansivirga zeaxanthinifaciens,11,10,-1,0.000664145,0,-0.000664145,0.0058756,0.01,+0.0041244
Simiduia agarivorans,8,4,-4,0.000483014,0,-0.000483014,0.00427316,0,-0.00427316
Sphingopyxis alaskensis,20,19,-1,0.00120754,0,-0.00120754,0.0106829,0.01,-0.0006829
Spiribacter curvatus,8399,8385,-14,0.507105,0.51,+0.002895,4.48629,4.48,-0.00629
Spiribacter salinus,2548,2553,+5,0.15384,0.15,-0.00384,1.361,1.36,-0.001
Spongiibacter sp. IMCC21906,60,60,+0,0.00362261,0,-0.00362261,0.0320487,0.03,-0.0020487
Staphylothermus hellenicus,6,9,+3,0.000362261,0,-0.000362261,0.00320487,0,-0.00320487
Staphylothermus marinus,5,5,+0,0.000301884,0,-0.000301884,0.00267073,0,-0.00267073
Stappia sp. ES.058,7,8,+1,0.000422637,0,-0.000422637,0.00373902,0,-0.00373902
Streptococcus agalactiae,8,5,-3,0.000483014,0,-0.000483014,0.00427316,0,-0.00427316
Streptococcus iniae,14,13,-1,0.000845275,0,-0.000845275,0.00747803,0.01,+0.00252197
Streptococcus parauberis,43,42,-1,0.0025962,0,-0.0025962,0.0229682,0.02,-0.0029682
Streptomyces olivaceus,1885,1913,+28,0.11381,0.12,+0.00619,1.00686,1.02,+0.01314
Streptomyces sp. CNQ-509,40,34,-6,0.00241507,0,-0.00241507,0.0213658,0.02,-0.0013658
Streptomyces sp. GBA 94-10 4N24,1754,1587,-167,0.105901,0.1,-0.005901,0.936891,0.85,-0.086891
Streptomyces sp. PVA_94-07,1620,1775,+155,0.0978104,0.11,+0.0121896,0.865315,0.95,+0.084685
Stutzerimonas balearica,167,164,-3,0.0100829,0.01,-8.29e-05,0.0892023,0.09,+0.0007977
Stutzerimonas stutzeri,197,213,+16,0.0118942,0.01,-0.0018942,0.105227,0.11,+0.004773
Stutzerimonas xanthomarina,32,24,-8,0.00193206,0,-0.00193206,0.0170926,0.01,-0.0070926
Sulfitobacter alexandrii,97,99,+2,0.00585655,0.01,+0.00414345,0.0518121,0.05,-0.0018121
Sulfobacillus acidophilus,2,1,-1,0.000120754,0,-0.000120754,0.00106829,0,-0.00106829
Sulfurimonas autotrophica,61,59,-2,0.00368298,0,-0.00368298,0.0325829,0.03,-0.0025829
Sulfurimonas denitrificans,8,12,+4,0.000483014,0,-0.000483014,0.00427316,0.01,+0.00572684
Sulfurovum sp. NBC37-1,3412,3405,-7,0.206006,0.21,+0.003994,1.8225,1.82,-0.0025
Synechococcus sp. CC9311,97,100,+3,0.00585655,0.01,+0.00414345,0.0518121,0.05,-0.0018121
Synechococcus sp. CC9605,9,10,+1,0.000543391,0,-0.000543391,0.00480731,0.01,+0.00519269
Synechococcus sp. CC9902,224,229,+5,0.0135244,0.01,-0.0035244,0.119649,0.12,+0.000351
Synechococcus sp. KORDI-100,57,56,-1,0.00344148,0,-0.00344148,0.0304463,0.03,-0.0004463
Synechococcus sp. KORDI-49,4,3,-1,0.000241507,0,-0.000241507,0.00213658,0,-0.00213658
Synechococcus sp. KORDI-52,10,9,-1,0.000603768,0,-0.000603768,0.00534145,0,-0.00534145
Synechococcus sp. RCC307,171,171,+0,0.0103244,0.01,-0.0003244,0.0913388,0.09,-0.0013388
Synechococcus sp. WH 7803,96,95,-1,0.00579617,0.01,+0.00420383,0.0512779,0.05,-0.0012779
Synechococcus sp. WH 8020,15,15,+0,0.000905652,0,-0.000905652,0.00801218,0.01,+0.00198782
Synechococcus sp. WH 8103,43,37,-6,0.0025962,0,-0.0025962,0.0229682,0.02,-0.0029682
Synechococcus sp. WH 8109,39,36,-3,0.00235469,0,-0.00235469,0.0208317,0.02,-0.0008317
Syntrophotalea acetylenica,1486,1486,+0,0.0897199,0.09,+0.0002801,0.79374,0.79,-0.00374
Syntrophotalea carbinolica,114,116,+2,0.00688295,0.01,+0.00311705,0.0608926,0.06,-0.0008926
Tenacibaculum dicentrarchi,217,214,-3,0.0131018,0.01,-0.0031018,0.11591,0.11,-0.00591
Tenacibaculum todarodis,68,70,+2,0.00410562,0,-0.00410562,0.0363219,0.04,+0.0036781
Teredinibacter turnerae,4,2,-2,0.000241507,0,-0.000241507,0.00213658,0,-0.00213658
Thalassolituus oleivorans,3436,3460,+24,0.207455,0.21,+0.002545,1.83532,1.85,+0.01468
Thalassoporum mexicanum,3,3,+0,0.00018113,0,-0.00018113,0.00160244,0,-0.00160244
Thalassotalea crassostreae,10,5,-5,0.000603768,0,-0.000603768,0.00534145,0,-0.00534145
Thermaerobacter marianensis,121,120,-1,0.00730559,0.01,+0.00269441,0.0646316,0.06,-0.0046316
Thermoanaerobacter siderophilus,2,1,-1,0.000120754,0,-0.000120754,0.00106829,0,-0.00106829
Thermoclostridium stercorarium,65,63,-2,0.00392449,0,-0.00392449,0.0347194,0.03,-0.0047194
Thermococcus barophilus,92,89,-3,0.00555466,0.01,+0.00444534,0.0491414,0.05,+0.0008586
Thermococcus cleftensis,13,17,+4,0.000784898,0,-0.000784898,0.00694389,0.01,+0.00305611
Thermococcus eurythermalis,9,8,-1,0.000543391,0,-0.000543391,0.00480731,0,-0.00480731
Thermococcus gammatolerans,4,4,+0,0.000241507,0,-0.000241507,0.00213658,0,-0.00213658
Thermococcus litoralis,11,9,-2,0.000664145,0,-0.000664145,0.0058756,0,-0.0058756
Thermococcus nautili,11,9,-2,0.000664145,0,-0.000664145,0.0058756,0,-0.0058756
Thermococcus onnurineus,5,2,-3,0.000301884,0,-0.000301884,0.00267073,0,-0.00267073
Thermococcus paralvinellae,11,12,+1,0.000664145,0,-0.000664145,0.0058756,0.01,+0.0041244
Thermococcus piezophilus,7,7,+0,0.000422637,0,-0.000422637,0.00373902,0,-0.00373902
Thermococcus sp. 4557,211,212,+1,0.0127395,0.01,-0.0027395,0.112705,0.11,-0.002705
Thermococcus sp. AM4,7,8,+1,0.000422637,0,-0.000422637,0.00373902,0,-0.00373902
Thermodesulfatator indicus,49,51,+2,0.00295846,0,-0.00295846,0.0261731,0.03,+0.0038269
Thermoplasma volcanium,431,431,+0,0.0260224,0.03,+0.0039776,0.230217,0.23,-0.000217
Thermosediminibacter oceani,63,66,+3,0.00380374,0,-0.00380374,0.0336511,0.04,+0.0063489
Thermosipho melanesiensis,8,8,+0,0.000483014,0,-0.000483014,0.00427316,0,-0.00427316
Thermosipho sp. 1063,87,87,+0,0.00525278,0.01,+0.00474722,0.0464706,0.05,+0.0035294
Thermotoga maritima,904,982,+78,0.0545806,0.06,+0.0054194,0.482867,0.52,+0.037133
Thermotoga neapolitana,45,38,-7,0.00271695,0,-0.00271695,0.0240365,0.02,-0.0040365
Thermotoga sp. 2812B,202,153,-49,0.0121961,0.01,-0.0021961,0.107897,0.08,-0.027897
Thermotoga sp. Cell2,184,185,+1,0.0111093,0.01,-0.0011093,0.0982827,0.1,+0.0017173
Thermotoga sp. RQ2,217,193,-24,0.0131018,0.01,-0.0031018,0.11591,0.1,-0.01591
Thermotoga sp. RQ7,54,53,-1,0.00326035,0,-0.00326035,0.0288438,0.03,+0.0011562
Thermovibrio ammonificans,32,33,+1,0.00193206,0,-0.00193206,0.0170926,0.02,+0.0029074
Thermovirga lienii,94,92,-2,0.00567542,0.01,+0.00432458,0.0502097,0.05,-0.0002097
Thiocystis violascens,884,894,+10,0.0533731,0.05,-0.0033731,0.472184,0.48,+0.007816
Thioflavicoccus mobilis,1456,1454,-2,0.0879086,0.09,+0.0020914,0.777715,0.78,+0.002285
Thiolapillus brandeum,238,238,+0,0.0143697,0.01,-0.0043697,0.127127,0.13,+0.002873
Tistrella mobilis,724,728,+4,0.0437128,0.04,-0.0037128,0.386721,0.39,+0.003279
Trichodesmium erythraeum,2,2,+0,0.000120754,0,-0.000120754,0.00106829,0,-0.00106829
Tsuneonella dongtanensis,13,14,+1,0.000784898,0,-0.000784898,0.00694389,0.01,+0.00305611
UNKNOWN,1.46905e+06,1.46905e+06,+0,88.6966,88.7,+0.0034,-,-,N/A
Vibrio alginolyticus,465,377,-88,0.0280752,0.02,-0.0080752,0.248378,0.2,-0.048378
Vibrio anguillarum,1675,1682,+7,0.101131,0.1,-0.001131,0.894693,0.9,+0.005307
Vibrio antiquarius,167,136,-31,0.0100829,0.01,-8.29e-05,0.0892023,0.07,-0.0192023
Vibrio breoganii,58,50,-8,0.00350185,0,-0.00350185,0.0309804,0.03,-0.0009804
Vibrio campbellii,548,515,-33,0.0330865,0.03,-0.0030865,0.292712,0.28,-0.012712
Vibrio cholerae,368,345,-23,0.0222187,0.02,-0.0022187,0.196565,0.18,-0.016565
Vibrio coralliilyticus,4405,4372,-33,0.26596,0.26,-0.00596,2.35291,2.34,-0.01291
Vibrio furnissii,311,314,+3,0.0187772,0.02,+0.0012228,0.166119,0.17,+0.003881
Vibrio harveyi,460,533,+73,0.0277733,0.03,+0.0022267,0.245707,0.28,+0.034293
Vibrio natriegens,2317,2528,+211,0.139893,0.15,+0.010107,1.23761,1.35,+0.11239
Vibrio nigripulchritudo,324,312,-12,0.0195621,0.02,+0.0004379,0.173063,0.17,-0.003063
Vibrio parahaemolyticus,2019,2106,+87,0.121901,0.13,+0.008099,1.07844,1.12,+0.04156
Vibrio scophthalmi,1622,1571,-51,0.0979311,0.09,-0.0079311,0.866384,0.84,-0.026384
Vibrio sp. EJY3,442,360,-82,0.0266865,0.02,-0.0066865,0.236092,0.19,-0.046092
Vibrio tubiashii,1029,1042,+13,0.0621277,0.06,-0.0021277,0.549635,0.56,+0.010365
Vibrio vulnificus,85,62,-23,0.00513203,0,-0.00513203,0.0454023,0.03,-0.0154023
Weissella ceti,363,364,+1,0.0219168,0.02,-0.0019168,0.193895,0.19,-0.003895
Wenyingzhuangia fucanilytica,226,226,+0,0.0136452,0.01,-0.0036452,0.120717,0.12,-0.000717
Wenzhouxiangella marina,9,9,+0,0.000543391,0,-0.000543391,0.00480731,0,-0.00480731
Winmispira thermophila,60,60,+0,0.00362261,0,-0.00362261,0.0320487,0.03,-0.0020487
Winogradskyella sp. PG-2,4,4,+0,0.000241507,0,-0.000241507,0.00213658,0,-0.00213658
Woeseia oceani,1912,1909,-3,0.11544,0.12,+0.00456,1.02129,1.02,-0.00129
Yersinia aldovae,12,7,-5,0.000724521,0,-0.000724521,0.00640974,0,-0.00640974
Yersinia ruckeri,110,108,-2,0.00664145,0.01,+0.00335855,0.058756,0.06,+0.001244
Zunongwangia profunda,196,201,+5,0.0118338,0.01,-0.0018338,0.104692,0.11,+0.005308
alpha proteobacterium HIMB5,58,58,+0,0.00350185,0,-0.00350185,0.0309804,0.03,-0.0009804
alpha proteobacterium HIMB59,2,2,+0,0.000120754,0,-0.000120754,0.00106829,0,-0.00106829
endosymbiont of unidentified scaly snail isolate Monju,144,147,+3,0.00869426,0.01,+0.00130574,0.0769169,0.08,+0.0030831
