Name,Count (cami2_sample6_abundance),Count (cami2_marine_sample6_abundance_jn05),Count (diff),Proportion_All(%) (cami2_sample6_abundance),Proportion_All(%) (cami2_marine_sample6_abundance_jn05),Proportion_All(%) (diff),Proportion_Classified(%) (cami2_sample6_abundance),Proportion_Classified(%) (cami2_marine_sample6_abundance_jn05),Proportion_Classified(%) (diff)
Nitratifractor salsuginis,59,59,+0,0.00360916,0,-0.00360916,0.0287705,0.03,+0.0012295
Nitratiruptor sp. SB155-2,4,2,-2,0.000244689,0,-0.000244689,0.00195054,0,-0.00195054
Nitrosococcus halophilus,5589,5590,+1,0.341891,0.34,-0.001891,2.7254,2.73,+0.0046
Nitrosococcus oceani,220,219,-1,0.0134579,0.01,-0.0034579,0.10728,0.11,+0.00272
Nitrosopumilus adriaticus,20,18,-2,0.00122344,0,-0.00122344,0.00975272,0.01,+0.00024728
Nitrosopumilus maritimus,24,26,+2,0.00146813,0,-0.00146813,0.0117033,0.01,-0.0017033
Nitrosopumilus piranensis,52,51,-1,0.00318095,0,-0.00318095,0.0253571,0.02,-0.0053571
Nocardia seriolae,4,7,+3,0.000244689,0,-0.000244689,0.00195054,0,-0.00195054
Nocardiopsis dassonvillei,12,13,+1,0.000734066,0,-0.000734066,0.00585163,0.01,+0.00414837
Nodularia spumigena,8,3,-5,0.000489377,0,-0.000489377,0.00390109,0,-0.00390109
Nonlabens dokdonensis,1192,1191,-1,0.0729172,0.07,-0.0029172,0.581262,0.58,-0.001262
Nonlabens marinus,39,35,-4,0.00238571,0,-0.00238571,0.0190178,0.02,+0.0009822
Nonlabens sp. Hel1_33_55,46,46,+0,0.00281392,0,-0.00281392,0.0224313,0.02,-0.0024313
Nonlabens sp. MIC269,1078,1078,+0,0.0659436,0.07,+0.0040564,0.525672,0.53,+0.004328
Novosphingobium pentaromativorans,263,283,+20,0.0160883,0.02,+0.0039117,0.128248,0.14,+0.011752
Novosphingobium sp. PP1Y,698,682,-16,0.0426982,0.04,-0.0026982,0.34037,0.33,-0.01037
Oceanithermus profundus,1,2,+1,6.11721e-05,0,-6.11721e-05,0.000487636,0,-0.000487636
Oceanobacillus iheyensis,8,3,-5,0.000489377,0,-0.000489377,0.00390109,0,-0.00390109
Octadecabacter antarcticus,1243,1250,+7,0.076037,0.08,+0.003963,0.606132,0.61,+0.003868
Octadecabacter arcticus,311,302,-9,0.0190245,0.02,+0.0009755,0.151655,0.15,-0.001655
Octadecabacter temperatus,86,86,+0,0.0052608,0.01,+0.0047392,0.0419367,0.04,-0.0019367
Oleispira antarctica,459,456,-3,0.028078,0.03,+0.001922,0.223825,0.22,-0.003825
Oscillibacter valericigenes,196,197,+1,0.0119897,0.01,-0.0019897,0.0955767,0.1,+0.0044233
Owenweeksia hongkongensis,675,675,+0,0.0412912,0.04,-0.0012912,0.329154,0.33,+0.000846
Paenibacillus crassostreae,200,198,-2,0.0122344,0.01,-0.0022344,0.0975272,0.1,+0.0024728
Paenibacillus durus,8,6,-2,0.000489377,0,-0.000489377,0.00390109,0,-0.00390109
Palaeococcus pacificus,519,521,+2,0.0317483,0.03,-0.0017483,0.253083,0.25,-0.003083
Paraglaciecola psychrophila,415,411,-4,0.0253864,0.03,+0.0046136,0.202369,0.2,-0.002369
Paraglaciecola sp. T6c,23,24,+1,0.00140696,0,-0.00140696,0.0112156,0.01,-0.0012156
Paraoerskovia marina,126,128,+2,0.00770769,0.01,+0.00229231,0.0614421,0.06,-0.0014421
Parasynechococcus marenigrum,567,616,+49,0.0346846,0.04,+0.0053154,0.27649,0.3,+0.02351
Paraurantiacibacter namhicola,149,149,+0,0.00911465,0.01,+0.00088535,0.0726578,0.07,-0.0026578
Parvularcula bermudensis,32,31,-1,0.00195751,0,-0.00195751,0.0156044,0.02,+0.0043956
Pelagerythrobacter marensis,10,9,-1,0.000611721,0,-0.000611721,0.00487636,0,-0.00487636
Pelagibacterium halotolerans,48,47,-1,0.00293626,0,-0.00293626,0.0234065,0.02,-0.0034065
Persephonella marina,33,33,+0,0.00201868,0,-0.00201868,0.016092,0.02,+0.003908
Phaeobacter gallaeciensis,389,402,+13,0.023796,0.02,-0.003796,0.18969,0.2,+0.01031
Phaeobacter inhibens,117,114,-3,0.00715714,0.01,+0.00284286,0.0570534,0.06,+0.0029466
Photobacterium gaetbulicola,129,121,-8,0.00789121,0.01,+0.00210879,0.062905,0.06,-0.002905
Photobacterium profundum,117,111,-6,0.00715714,0.01,+0.00284286,0.0570534,0.05,-0.0070534
Phycisphaera mikurensis,1,N/A,N/A,6.11721e-05,N/A,N/A,0.000487636,N/A,N/A
Picosynechococcus sp. PCC 7002,1,N/A,N/A,6.11721e-05,N/A,N/A,0.000487636,N/A,N/A
Piscirickettsia salmonis,7091,7131,+40,0.433772,0.44,+0.006228,3.45783,3.48,+0.02217
Planktomarina temperata,53,56,+3,0.00324212,0,-0.00324212,0.0258447,0.03,+0.0041553
Planococcus antarcticus,192,186,-6,0.0117451,0.01,-0.0017451,0.0936261,0.09,-0.0036261
Planococcus donghaensis,429,450,+21,0.0262428,0.03,+0.0037572,0.209196,0.22,+0.010804
Planococcus kocurii,169,178,+9,0.0103381,0.01,-0.0003381,0.0824105,0.09,+0.0075895
Planococcus maritimus,246,239,-7,0.0150483,0.01,-0.0050483,0.119958,0.12,+4.2e-05
Planococcus plakortidis,303,303,+0,0.0185352,0.02,+0.0014648,0.147754,0.15,+0.002246
Polaribacter sp. Hel1_33_78,13,6,-7,0.000795238,0,-0.000795238,0.00633927,0,-0.00633927
Polaribacter sp. MED152,17,11,-6,0.00103993,0,-0.00103993,0.00828981,0.01,+0.00171019
Polaribacter vadi,7,8,+1,0.000428205,0,-0.000428205,0.00341345,0,-0.00341345
Prochlorococcus marinus,703,704,+1,0.043004,0.04,-0.003004,0.342808,0.34,-0.002808
Prochlorococcus sp. MIT 0604,37,34,-3,0.00226337,0,-0.00226337,0.0180425,0.02,+0.0019575
Prochlorococcus sp. MIT 0801,35,36,+1,0.00214103,0,-0.00214103,0.0170673,0.02,+0.0029327
Prosthecochloris sp. CIB 2401,1,1,+0,6.11721e-05,0,-6.11721e-05,0.000487636,0,-0.000487636
Pseudalgibacter alginicilyticus,648,654,+6,0.0396395,0.04,+0.0003605,0.315988,0.32,+0.004012
Pseudoalteromonas issachenkonii,51,46,-5,0.00311978,0,-0.00311978,0.0248694,0.02,-0.0048694
Pseudoalteromonas luteoviolacea,13,11,-2,0.000795238,0,-0.000795238,0.00633927,0.01,+0.00366073
Pseudoalteromonas phenolica,126,122,-4,0.00770769,0.01,+0.00229231,0.0614421,0.06,-0.0014421
Pseudoalteromonas piratica,76,73,-3,0.00464908,0,-0.00464908,0.0370603,0.04,+0.0029397
Pseudoalteromonas rubra,10,11,+1,0.000611721,0,-0.000611721,0.00487636,0.01,+0.00512364
Pseudoalteromonas sp. SM9913,49,50,+1,0.00299744,0,-0.00299744,0.0238942,0.02,-0.0038942
Pseudoalteromonas translucida,169,183,+14,0.0103381,0.01,-0.0003381,0.0824105,0.09,+0.0075895
Pseudodesulfovibrio mercurii,142,141,-1,0.00868644,0.01,+0.00131356,0.0692443,0.07,+0.0007557
Pseudodesulfovibrio piezophilus,861,857,-4,0.0526692,0.05,-0.0026692,0.419855,0.42,+0.000145
Pseudomonas pohangensis,51,48,-3,0.00311978,0,-0.00311978,0.0248694,0.02,-0.0048694
Pseudomonas sp. MT-1,13,11,-2,0.000795238,0,-0.000795238,0.00633927,0.01,+0.00366073
Pseudovibrio sp. FO-BEG1,97,97,+0,0.0059337,0.01,+0.0040663,0.0473007,0.05,+0.0026993
Psychrobacter sp. AntiMn-1,310,316,+6,0.0189634,0.02,+0.0010366,0.151167,0.15,-0.001167
Psychrobacter sp. G,99,104,+5,0.00605604,0.01,+0.00394396,0.048276,0.05,+0.001724
Psychrobacter sp. P11F6,544,566,+22,0.0332776,0.03,-0.0032776,0.265274,0.28,+0.014726
Psychrobacter sp. P11G3,1381,1345,-36,0.0844787,0.08,-0.0044787,0.673425,0.66,-0.013425
Psychrobacter sp. PRwf-1,66,60,-6,0.00403736,0,-0.00403736,0.032184,0.03,-0.002184
Psychroflexus torquis,66,64,-2,0.00403736,0,-0.00403736,0.032184,0.03,-0.002184
Psychromonas ingrahamii,265,256,-9,0.0162106,0.02,+0.0037894,0.129224,0.12,-0.009224
Psychromonas sp. CNPT3,703,694,-9,0.043004,0.04,-0.003004,0.342808,0.34,-0.002808
Pusillimonas sp. T7-7,72,73,+1,0.00440439,0,-0.00440439,0.0351098,0.04,+0.0048902
Pyrococcus abyssi,21,21,+0,0.00128462,0,-0.00128462,0.0102404,0.01,-0.0002404
Pyrococcus furiosus,131,131,+0,0.00801355,0.01,+0.00198645,0.0638803,0.06,-0.0038803
Pyrococcus horikoshii,28,28,+0,0.00171282,0,-0.00171282,0.0136538,0.01,-0.0036538
Pyrococcus sp. NA2,289,288,-1,0.0176787,0.02,+0.0023213,0.140927,0.14,-0.000927
Pyrococcus sp. ST04,63,62,-1,0.00385385,0,-0.00385385,0.0307211,0.03,-0.0007211
Pyrococcus yayanosii,5,5,+0,0.000305861,0,-0.000305861,0.00243818,0,-0.00243818
Pyrodictium delaneyi,67,67,+0,0.00409853,0,-0.00409853,0.0326716,0.03,-0.0026716
Pyrolobus fumarii,70,66,-4,0.00428205,0,-0.00428205,0.0341345,0.03,-0.0041345
Renibacterium salmoninarum,46,47,+1,0.00281392,0,-0.00281392,0.0224313,0.02,-0.0024313
Rhodobacter xanthinilyticus,25,25,+0,0.0015293,0,-0.0015293,0.0121909,0.01,-0.0021909
Rhodococcus erythropolis,73,68,-5,0.00446557,0,-0.00446557,0.0355974,0.03,-0.0055974
Rhodococcus sp. 008,99,108,+9,0.00605604,0.01,+0.00394396,0.048276,0.05,+0.001724
Rhodococcus sp. B7740,109,106,-3,0.00666776,0.01,+0.00333224,0.0531523,0.05,-0.0031523
Rhodococcus sp. WMMA185,4,3,-1,0.000244689,0,-0.000244689,0.00195054,0,-0.00195054
Rhodoferax ferrireducens,41,42,+1,0.00250806,0,-0.00250806,0.0199931,0.02,+6.9e-06
Rhodothermus marinus,278,279,+1,0.0170059,0.02,+0.0029941,0.135563,0.14,+0.004437
Rhodovulum sulfidophilum,67,68,+1,0.00409853,0,-0.00409853,0.0326716,0.03,-0.0026716
Rivularia sp. PCC 7116,7,9,+2,0.000428205,0,-0.000428205,0.00341345,0,-0.00341345
Robiginitalea biformata,91,90,-1,0.00556667,0.01,+0.00443333,0.0443749,0.04,-0.0043749
Roseicyclus elongatus,109,109,+0,0.00666776,0.01,+0.00333224,0.0531523,0.05,-0.0031523
Roseobacter denitrificans,280,275,-5,0.0171282,0.02,+0.0028718,0.136538,0.13,-0.006538
Roseobacter litoralis,76,81,+5,0.00464908,0,-0.00464908,0.0370603,0.04,+0.0029397
Ruegeria pomeroyi,14,14,+0,0.00085641,0,-0.00085641,0.0068269,0.01,+0.0031731
Ruegeria sp. TM1040,27,31,+4,0.00165165,0,-0.00165165,0.0131662,0.02,+0.0068338
Saccharophagus degradans,134,136,+2,0.00819707,0.01,+0.00180293,0.0653432,0.07,+0.0046568
Salegentibacter sp. T436,17,18,+1,0.00103993,0,-0.00103993,0.00828981,0.01,+0.00171019
Salinibacter ruber,195,195,+0,0.0119286,0.01,-0.0019286,0.095089,0.1,+0.004911
Salinispira pacifica,230,229,-1,0.0140696,0.01,-0.0040696,0.112156,0.11,-0.002156
Salinispora arenicola,173,167,-6,0.0105828,0.01,-0.0005828,0.084361,0.08,-0.004361
Salinispora tropica,73,72,-1,0.00446557,0,-0.00446557,0.0355974,0.04,+0.0044026
Salipiger sp. CCB-MM3,14,11,-3,0.00085641,0,-0.00085641,0.0068269,0.01,+0.0031731
Salmonella enterica,108,102,-6,0.00660659,0.01,+0.00339341,0.0526647,0.05,-0.0026647
Saprospira grandis,352,352,+0,0.0215326,0.02,-0.0015326,0.171648,0.17,-0.001648
Sedimenticola thiotaurini,6,4,-2,0.000367033,0,-0.000367033,0.00292582,0,-0.00292582
Sediminicola sp. YIK13,99,97,-2,0.00605604,0.01,+0.00394396,0.048276,0.05,+0.001724
Serinicoccus hydrothermalis,4,3,-1,0.000244689,0,-0.000244689,0.00195054,0,-0.00195054
Shewanella amazonensis,62,60,-2,0.00379267,0,-0.00379267,0.0302334,0.03,-0.0002334
Shewanella baltica,10002,10142,+140,0.611844,0.62,+0.008156,4.87734,4.95,+0.07266
Shewanella denitrificans,22,19,-3,0.00134579,0,-0.00134579,0.010728,0.01,-0.000728
Shewanella frigidimarina,16,8,-8,0.000978754,0,-0.000978754,0.00780218,0,-0.00780218
Shewanella halifaxensis,683,681,-2,0.0417806,0.04,-0.0017806,0.333055,0.33,-0.003055
Shewanella loihica,28,16,-12,0.00171282,0,-0.00171282,0.0136538,0.01,-0.0036538
Shewanella pealeana,109,94,-15,0.00666776,0.01,+0.00333224,0.0531523,0.05,-0.0031523
Shewanella piezotolerans,39,40,+1,0.00238571,0,-0.00238571,0.0190178,0.02,+0.0009822
Shewanella sediminis,31,23,-8,0.00189634,0,-0.00189634,0.0151167,0.01,-0.0051167
Shewanella sp. ANA-3,82,67,-15,0.00501612,0,-0.00501612,0.0399862,0.03,-0.0099862
Shewanella sp. MR-4,122,110,-12,0.007463,0.01,+0.002537,0.0594916,0.05,-0.0094916
Shewanella sp. MR-7,181,181,+0,0.0110722,0.01,-0.0010722,0.0882621,0.09,+0.0017379
Shewanella sp. W3-18-1,219,188,-31,0.0133967,0.01,-0.0033967,0.106792,0.09,-0.016792
Shewanella violacea,642,632,-10,0.0392725,0.04,+0.0007275,0.313062,0.31,-0.003062
Shewanella woodyi,197,204,+7,0.0120509,0.01,-0.0020509,0.0960643,0.1,+0.0039357
Siansivirga zeaxanthinifaciens,44,46,+2,0.00269157,0,-0.00269157,0.021456,0.02,-0.001456
Simiduia agarivorans,164,159,-5,0.0100322,0.01,-3.22e-05,0.0799723,0.08,+2.77e-05
Sphingopyxis alaskensis,209,208,-1,0.012785,0.01,-0.002785,0.101916,0.1,-0.001916
Sphingorhabdus lutea,4,4,+0,0.000244689,0,-0.000244689,0.00195054,0,-0.00195054
Spiribacter curvatus,6677,6665,-12,0.408446,0.41,+0.001554,3.25595,3.25,-0.00595
Spiribacter salinus,3412,3421,+9,0.208719,0.21,+0.001281,1.66381,1.67,+0.00619
Spongiibacter sp. IMCC21906,12,12,+0,0.000734066,0,-0.000734066,0.00585163,0.01,+0.00414837
Staphylothermus hellenicus,2,3,+1,0.000122344,0,-0.000122344,0.000975272,0,-0.000975272
Staphylothermus marinus,16,17,+1,0.000978754,0,-0.000978754,0.00780218,0.01,+0.00219782
Stappia sp. ES.058,125,127,+2,0.00764652,0.01,+0.00235348,0.0609545,0.06,-0.0009545
Streptococcus agalactiae,155,152,-3,0.00948168,0.01,+0.00051832,0.0755836,0.07,-0.0055836
Streptococcus iniae,373,375,+2,0.0228172,0.02,-0.0028172,0.181888,0.18,-0.001888
Streptococcus parauberis,2,N/A,N/A,0.000122344,N/A,N/A,0.000975272,N/A,N/A
Streptomyces olivaceus,409,424,+15,0.0250194,0.03,+0.0049806,0.199443,0.21,+0.010557
Streptomyces sp. CNQ-509,39,38,-1,0.00238571,0,-0.00238571,0.0190178,0.02,+0.0009822
Streptomyces sp. GBA 94-10 4N24,3384,3084,-300,0.207007,0.19,-0.017007,1.65016,1.5,-0.15016
Streptomyces sp. PVA_94-07,2964,3258,+294,0.181314,0.2,+0.018686,1.44535,1.59,+0.14465
Stutzerimonas balearica,23,21,-2,0.00140696,0,-0.00140696,0.0112156,0.01,-0.0012156
Stutzerimonas stutzeri,232,239,+7,0.0141919,0.01,-0.0041919,0.113132,0.12,+0.006868
Stutzerimonas xanthomarina,10,10,+0,0.000611721,0,-0.000611721,0.00487636,0,-0.00487636
Sulfitobacter alexandrii,13,14,+1,0.000795238,0,-0.000795238,0.00633927,0.01,+0.00366073
Sulfurimonas autotrophica,12,5,-7,0.000734066,0,-0.000734066,0.00585163,0,-0.00585163
Sulfurimonas denitrificans,24,29,+5,0.00146813,0,-0.00146813,0.0117033,0.01,-0.0017033
Sulfurovum sp. NBC37-1,1977,1975,-2,0.120937,0.12,-0.000937,0.964056,0.96,-0.004056
Synechococcus sp. CC9311,2,3,+1,0.000122344,0,-0.000122344,0.000975272,0,-0.000975272
Synechococcus sp. CC9605,17,18,+1,0.00103993,0,-0.00103993,0.00828981,0.01,+0.00171019
Synechococcus sp. CC9902,184,186,+2,0.0112557,0.01,-0.0012557,0.089725,0.09,+0.000275
Synechococcus sp. KORDI-100,33,33,+0,0.00201868,0,-0.00201868,0.016092,0.02,+0.003908
Synechococcus sp. KORDI-49,103,101,-2,0.00630073,0.01,+0.00369927,0.0502265,0.05,-0.0002265
Synechococcus sp. KORDI-52,42,41,-1,0.00256923,0,-0.00256923,0.0204807,0.02,-0.0004807
Synechococcus sp. RCC307,213,213,+0,0.0130297,0.01,-0.0030297,0.103866,0.1,-0.003866
Synechococcus sp. WH 7803,9,10,+1,0.000550549,0,-0.000550549,0.00438872,0,-0.00438872
Synechococcus sp. WH 8020,3,3,+0,0.000183516,0,-0.000183516,0.00146291,0,-0.00146291
Synechococcus sp. WH 8103,745,692,-53,0.0455732,0.04,-0.0055732,0.363289,0.34,-0.023289
Synechococcus sp. WH 8109,23,21,-2,0.00140696,0,-0.00140696,0.0112156,0.01,-0.0012156
Syntrophotalea acetylenica,7801,7793,-8,0.477204,0.48,+0.002796,3.80405,3.8,-0.00405
Syntrophotalea carbinolica,568,572,+4,0.0347458,0.03,-0.0047458,0.276977,0.28,+0.003023
Tenacibaculum dicentrarchi,866,856,-10,0.0529751,0.05,-0.0029751,0.422293,0.42,-0.002293
Tenacibaculum todarodis,117,121,+4,0.00715714,0.01,+0.00284286,0.0570534,0.06,+0.0029466
Teredinibacter turnerae,8,3,-5,0.000489377,0,-0.000489377,0.00390109,0,-0.00390109
Thalassolituus oleivorans,2962,2984,+22,0.181192,0.18,-0.001192,1.44438,1.46,+0.01562
Thalassoporum mexicanum,46,46,+0,0.00281392,0,-0.00281392,0.0224313,0.02,-0.0024313
Thalassotalea crassostreae,12,9,-3,0.000734066,0,-0.000734066,0.00585163,0,-0.00585163
Thermaerobacter marianensis,31,31,+0,0.00189634,0,-0.00189634,0.0151167,0.02,+0.0048833
Thermoanaerobacter siderophilus,99,100,+1,0.00605604,0.01,+0.00394396,0.048276,0.05,+0.001724
Thermoclostridium stercorarium,115,110,-5,0.0070348,0.01,+0.0029652,0.0560781,0.05,-0.0060781
Thermococcus barophilus,212,210,-2,0.0129685,0.01,-0.0029685,0.103379,0.1,-0.003379
Thermococcus cleftensis,8,9,+1,0.000489377,0,-0.000489377,0.00390109,0,-0.00390109
Thermococcus eurythermalis,33,31,-2,0.00201868,0,-0.00201868,0.016092,0.02,+0.003908
Thermococcus gammatolerans,146,145,-1,0.00893113,0.01,+0.00106887,0.0711949,0.07,-0.0011949
Thermococcus litoralis,3,3,+0,0.000183516,0,-0.000183516,0.00146291,0,-0.00146291
Thermococcus nautili,14,15,+1,0.00085641,0,-0.00085641,0.0068269,0.01,+0.0031731
Thermococcus onnurineus,1,N/A,N/A,6.11721e-05,N/A,N/A,0.000487636,N/A,N/A
Thermococcus paralvinellae,10,12,+2,0.000611721,0,-0.000611721,0.00487636,0.01,+0.00512364
Thermococcus piezophilus,3,3,+0,0.000183516,0,-0.000183516,0.00146291,0,-0.00146291
Thermococcus sp. 4557,68,68,+0,0.00415971,0,-0.00415971,0.0331592,0.03,-0.0031592
Thermococcus sp. AM4,26,28,+2,0.00159048,0,-0.00159048,0.0126785,0.01,-0.0026785
Thermodesulfatator indicus,4,1,-3,0.000244689,0,-0.000244689,0.00195054,0,-0.00195054
Thermoplasma volcanium,73,73,+0,0.00446557,0,-0.00446557,0.0355974,0.04,+0.0044026
Thermosediminibacter oceani,2,3,+1,0.000122344,0,-0.000122344,0.000975272,0,-0.000975272
Thermosipho melanesiensis,23,24,+1,0.00140696,0,-0.00140696,0.0112156,0.01,-0.0012156
Thermosipho sp. 1063,58,58,+0,0.00354798,0,-0.00354798,0.0282829,0.03,+0.0017171
Thermotoga maritima,487,537,+50,0.0297908,0.03,+0.0002092,0.237479,0.26,+0.022521
Thermotoga neapolitana,34,28,-6,0.00207985,0,-0.00207985,0.0165796,0.01,-0.0065796
Thermotoga sp. 2812B,125,86,-39,0.00764652,0.01,+0.00235348,0.0609545,0.04,-0.0209545
Thermotoga sp. Cell2,123,129,+6,0.00752417,0.01,+0.00247583,0.0599792,0.06,+2.08e-05
Thermotoga sp. RQ2,185,174,-11,0.0113168,0.01,-0.0013168,0.0902127,0.08,-0.0102127
Thermotoga sp. RQ7,32,33,+1,0.00195751,0,-0.00195751,0.0156044,0.02,+0.0043956
Thermovibrio ammonificans,18,19,+1,0.0011011,0,-0.0011011,0.00877745,0.01,+0.00122255
Thermovirga lienii,265,264,-1,0.0162106,0.02,+0.0037894,0.129224,0.13,+0.000776
Thiocystis violascens,586,591,+5,0.0358469,0.04,+0.0041531,0.285755,0.29,+0.004245
Thioflavicoccus mobilis,10,8,-2,0.000611721,0,-0.000611721,0.00487636,0,-0.00487636
Thiolapillus brandeum,565,565,+0,0.0345623,0.03,-0.0045623,0.275514,0.28,+0.004486
Tistrella mobilis,158,162,+4,0.0096652,0.01,+0.0003348,0.0770465,0.08,+0.0029535
Trichodesmium erythraeum,5,4,-1,0.000305861,0,-0.000305861,0.00243818,0,-0.00243818
Tsuneonella dongtanensis,72,73,+1,0.00440439,0,-0.00440439,0.0351098,0.04,+0.0048902
UNKNOWN,1.42966e+06,1.42966e+06,+0,87.4554,87.46,+0.0046,-,-,N/A
Vibrio alginolyticus,746,686,-60,0.0456344,0.04,-0.0056344,0.363776,0.33,-0.033776
Vibrio anguillarum,2470,2486,+16,0.151095,0.15,-0.001095,1.20446,1.21,+0.00554
Vibrio antiquarius,133,126,-7,0.0081359,0.01,+0.0018641,0.0648556,0.06,-0.0048556
Vibrio breoganii,50,42,-8,0.00305861,0,-0.00305861,0.0243818,0.02,-0.0043818
Vibrio campbellii,295,285,-10,0.0180458,0.02,+0.0019542,0.143853,0.14,-0.003853
Vibrio cholerae,357,341,-16,0.0218385,0.02,-0.0018385,0.174086,0.17,-0.004086
Vibrio coralliilyticus,2667,2654,-13,0.163146,0.16,-0.003146,1.30053,1.29,-0.01053
Vibrio furnissii,33,29,-4,0.00201868,0,-0.00201868,0.016092,0.01,-0.006092
Vibrio harveyi,90,127,+37,0.00550549,0.01,+0.00449451,0.0438872,0.06,+0.0161128
Vibrio natriegens,1252,1393,+141,0.0765875,0.09,+0.0134125,0.61052,0.68,+0.06948
Vibrio nigripulchritudo,120,109,-11,0.00734066,0.01,+0.00265934,0.0585163,0.05,-0.0085163
Vibrio parahaemolyticus,877,920,+43,0.053648,0.06,+0.006352,0.427657,0.45,+0.022343
Vibrio scophthalmi,1454,1414,-40,0.0889443,0.09,+0.0010557,0.709023,0.69,-0.019023
Vibrio sp. EJY3,297,249,-48,0.0181681,0.02,+0.0018319,0.144828,0.12,-0.024828
Vibrio tubiashii,971,983,+12,0.0593982,0.06,+0.0006018,0.473495,0.48,+0.006505
Vibrio vulnificus,39,27,-12,0.00238571,0,-0.00238571,0.0190178,0.01,-0.0090178
Weissella ceti,278,279,+1,0.0170059,0.02,+0.0029941,0.135563,0.14,+0.004437
Wenyingzhuangia fucanilytica,423,423,+0,0.0258758,0.03,+0.0041242,0.20627,0.21,+0.00373
Wenzhouxiangella marina,85,84,-1,0.00519963,0.01,+0.00480037,0.0414491,0.04,-0.0014491
Winmispira thermophila,118,118,+0,0.00721831,0.01,+0.00278169,0.057541,0.06,+0.002459
Winogradskyella sp. PG-2,371,369,-2,0.0226949,0.02,-0.0026949,0.180913,0.18,-0.000913
Woeseia oceani,654,655,+1,0.0400066,0.04,-6.6e-06,0.318914,0.32,+0.001086
Yersinia aldovae,15,11,-4,0.000917582,0,-0.000917582,0.00731454,0.01,+0.00268546
Yersinia ruckeri,32,21,-11,0.00195751,0,-0.00195751,0.0156044,0.01,-0.0056044
Zunongwangia profunda,393,393,+0,0.0240407,0.02,-0.0040407,0.191641,0.19,-0.001641
alpha proteobacterium HIMB5,43,43,+0,0.0026304,0,-0.0026304,0.0209683,0.02,-0.0009683
alpha proteobacterium HIMB59,38,38,+0,0.00232454,0,-0.00232454,0.0185302,0.02,+0.0014698
bacterium AB1,1,1,+0,6.11721e-05,0,-6.11721e-05,0.000487636,0,-0.000487636
endosymbiont of unidentified scaly snail isolate Monju,37,41,+4,0.00226337,0,-0.00226337,0.0180425,0.02,+0.0019575
