Name,Count (cami2_sample7_abundance),Count (cami2_marine_sample7_abundance_jn05),Count (diff),Proportion_All(%) (cami2_sample7_abundance),Proportion_All(%) (cami2_marine_sample7_abundance_jn05),Proportion_All(%) (diff),Proportion_Classified(%) (cami2_sample7_abundance),Proportion_Classified(%) (cami2_marine_sample7_abundance_jn05),Proportion_Classified(%) (diff)
Nonlabens dokdonensis,143,145,+2,0.00886976,0.01,+0.00113024,0.0717756,0.07,-0.0017756
Nonlabens marinus,43,42,-1,0.00266713,0,-0.00266713,0.0215829,0.02,-0.0015829
Nonlabens sp. Hel1_33_55,104,102,-2,0.00645073,0.01,+0.00354927,0.0522004,0.05,-0.0022004
Nonlabens sp. MIC269,505,503,-2,0.0313233,0.03,-0.0013233,0.253473,0.25,-0.003473
Novosphingobium pentaromativorans,120,134,+14,0.00744315,0.01,+0.00255685,0.0602313,0.07,+0.0097687
Novosphingobium sp. PP1Y,406,392,-14,0.0251827,0.02,-0.0051827,0.203783,0.2,-0.003783
Oceanithermus profundus,35,36,+1,0.00217092,0,-0.00217092,0.0175675,0.02,+0.0024325
Oceanobacillus iheyensis,3,3,+0,0.000186079,0,-0.000186079,0.00150578,0,-0.00150578
Octadecabacter antarcticus,270,276,+6,0.0167471,0.02,+0.0032529,0.13552,0.14,+0.00448
Octadecabacter arcticus,482,477,-5,0.0298967,0.03,+0.0001033,0.241929,0.24,-0.001929
Octadecabacter temperatus,58,58,+0,0.00359752,0,-0.00359752,0.0291118,0.03,+0.0008882
Oleispira antarctica,64,64,+0,0.00396968,0,-0.00396968,0.0321234,0.03,-0.0021234
Oscillibacter valericigenes,320,319,-1,0.0198484,0.02,+0.0001516,0.160617,0.16,-0.000617
Owenweeksia hongkongensis,220,221,+1,0.0136458,0.01,-0.0036458,0.110424,0.11,-0.000424
Paenibacillus crassostreae,142,140,-2,0.00880773,0.01,+0.00119227,0.0712737,0.07,-0.0012737
Paenibacillus durus,4,1,-3,0.000248105,0,-0.000248105,0.00200771,0,-0.00200771
Palaeococcus pacificus,669,671,+2,0.0414956,0.04,-0.0014956,0.335789,0.34,+0.004211
Paraglaciecola psychrophila,83,84,+1,0.00514818,0.01,+0.00485182,0.04166,0.04,-0.00166
Paraglaciecola sp. T6c,14,14,+0,0.000868368,0,-0.000868368,0.00702698,0.01,+0.00297302
Paraoerskovia marina,332,333,+1,0.0205927,0.02,-0.0005927,0.16664,0.17,+0.00336
Parasynechococcus marenigrum,263,294,+31,0.0163129,0.02,+0.0036871,0.132007,0.15,+0.017993
Paraurantiacibacter namhicola,73,72,-1,0.00452792,0,-0.00452792,0.0366407,0.04,+0.0033593
Parvularcula bermudensis,84,84,+0,0.00521021,0.01,+0.00478979,0.0421619,0.04,-0.0021619
Pelagerythrobacter marensis,45,45,+0,0.00279118,0,-0.00279118,0.0225867,0.02,-0.0025867
Pelagibacterium halotolerans,9,8,-1,0.000558236,0,-0.000558236,0.00451735,0,-0.00451735
Persephonella marina,141,141,+0,0.0087457,0.01,+0.0012543,0.0707718,0.07,-0.0007718
Phaeobacter gallaeciensis,590,603,+13,0.0365955,0.04,+0.0034045,0.296137,0.3,+0.003863
Phaeobacter inhibens,141,142,+1,0.0087457,0.01,+0.0012543,0.0707718,0.07,-0.0007718
Photobacterium gaetbulicola,24,17,-7,0.00148863,0,-0.00148863,0.0120463,0.01,-0.0020463
Photobacterium profundum,45,32,-13,0.00279118,0,-0.00279118,0.0225867,0.02,-0.0025867
Phycisphaera mikurensis,1,1,+0,6.20263e-05,0,-6.20263e-05,0.000501927,0,-0.000501927
Picosynechococcus sp. PCC 7002,2,N/A,N/A,0.000124053,N/A,N/A,0.00100385,N/A,N/A
Piscirickettsia salmonis,4532,4566,+34,0.281103,0.28,-0.001103,2.27473,2.29,+0.01527
Planktomarina temperata,17,21,+4,0.00105445,0,-0.00105445,0.00853277,0.01,+0.00146723
Planococcus antarcticus,81,76,-5,0.00502413,0,-0.00502413,0.0406561,0.04,-0.0006561
Planococcus donghaensis,412,421,+9,0.0255548,0.03,+0.0044452,0.206794,0.21,+0.003206
Planococcus kocurii,131,137,+6,0.00812544,0.01,+0.00187456,0.0657525,0.07,+0.0042475
Planococcus maritimus,154,149,-5,0.00955205,0.01,+0.00044795,0.0772968,0.07,-0.0072968
Planococcus plakortidis,147,148,+1,0.00911786,0.01,+0.00088214,0.0737833,0.07,-0.0037833
Polaribacter sp. Hel1_33_78,24,17,-7,0.00148863,0,-0.00148863,0.0120463,0.01,-0.0020463
Polaribacter sp. MED152,12,11,-1,0.000744315,0,-0.000744315,0.00602313,0.01,+0.00397687
Polaribacter vadi,74,75,+1,0.00458994,0,-0.00458994,0.0371426,0.04,+0.0028574
Prochlorococcus marinus,448,452,+4,0.0277878,0.03,+0.0022122,0.224863,0.23,+0.005137
Prochlorococcus sp. MIT 0604,19,15,-4,0.0011785,0,-0.0011785,0.00953662,0.01,+0.00046338
Prochlorococcus sp. MIT 0801,29,30,+1,0.00179876,0,-0.00179876,0.0145559,0.02,+0.0054441
Prosthecochloris sp. CIB 2401,1,1,+0,6.20263e-05,0,-6.20263e-05,0.000501927,0,-0.000501927
Pseudalgibacter alginicilyticus,510,518,+8,0.0316334,0.03,-0.0016334,0.255983,0.26,+0.004017
Pseudoalteromonas issachenkonii,18,15,-3,0.00111647,0,-0.00111647,0.00903469,0.01,+0.00096531
Pseudoalteromonas luteoviolacea,8,11,+3,0.00049621,0,-0.00049621,0.00401542,0.01,+0.00598458
Pseudoalteromonas phenolica,17,13,-4,0.00105445,0,-0.00105445,0.00853277,0.01,+0.00146723
Pseudoalteromonas piratica,10,8,-2,0.000620263,0,-0.000620263,0.00501927,0,-0.00501927
Pseudoalteromonas rubra,7,9,+2,0.000434184,0,-0.000434184,0.00351349,0,-0.00351349
Pseudoalteromonas sp. SM9913,11,11,+0,0.000682289,0,-0.000682289,0.0055212,0.01,+0.0044788
Pseudoalteromonas translucida,164,177,+13,0.0101723,0.01,-0.0001723,0.0823161,0.09,+0.0076839
Pseudodesulfovibrio mercurii,74,74,+0,0.00458994,0,-0.00458994,0.0371426,0.04,+0.0028574
Pseudodesulfovibrio piezophilus,919,917,-2,0.0570021,0.06,+0.0029979,0.461271,0.46,-0.001271
Pseudomonas pohangensis,12,10,-2,0.000744315,0,-0.000744315,0.00602313,0.01,+0.00397687
Pseudomonas sp. MT-1,150,135,-15,0.00930394,0.01,+0.00069606,0.0752891,0.07,-0.0052891
Pseudovibrio sp. FO-BEG1,64,65,+1,0.00396968,0,-0.00396968,0.0321234,0.03,-0.0021234
Psychrobacter sp. AntiMn-1,139,142,+3,0.00862165,0.01,+0.00137835,0.0697679,0.07,+0.0002321
Psychrobacter sp. G,46,49,+3,0.00285321,0,-0.00285321,0.0230887,0.02,-0.0030887
Psychrobacter sp. P11F6,126,131,+5,0.00781531,0.01,+0.00218469,0.0632429,0.07,+0.0067571
Psychrobacter sp. P11G3,771,758,-13,0.0478223,0.05,+0.0021777,0.386986,0.38,-0.006986
Psychrobacter sp. PRwf-1,16,12,-4,0.00099242,0,-0.00099242,0.00803084,0.01,+0.00196916
Psychroflexus torquis,143,142,-1,0.00886976,0.01,+0.00113024,0.0717756,0.07,-0.0017756
Psychromonas ingrahamii,281,279,-2,0.0174294,0.02,+0.0025706,0.141042,0.14,-0.001042
Psychromonas sp. CNPT3,27,15,-12,0.00167471,0,-0.00167471,0.013552,0.01,-0.003552
Pusillimonas sp. T7-7,143,142,-1,0.00886976,0.01,+0.00113024,0.0717756,0.07,-0.0017756
Pyrobaculum aerophilum,2,2,+0,0.000124053,0,-0.000124053,0.00100385,0,-0.00100385
Pyrococcus abyssi,2,1,-1,0.000124053,0,-0.000124053,0.00100385,0,-0.00100385
Pyrococcus furiosus,8,11,+3,0.00049621,0,-0.00049621,0.00401542,0.01,+0.00598458
Pyrococcus horikoshii,4,7,+3,0.000248105,0,-0.000248105,0.00200771,0,-0.00200771
Pyrococcus sp. NA2,428,428,+0,0.0265472,0.03,+0.0034528,0.214825,0.21,-0.004825
Pyrococcus sp. ST04,23,23,+0,0.0014266,0,-0.0014266,0.0115443,0.01,-0.0015443
Pyrococcus yayanosii,5,4,-1,0.000310131,0,-0.000310131,0.00250964,0,-0.00250964
Pyrodictium delaneyi,92,93,+1,0.00570642,0.01,+0.00429358,0.0461773,0.05,+0.0038227
Pyrolobus fumarii,7,5,-2,0.000434184,0,-0.000434184,0.00351349,0,-0.00351349
Renibacterium salmoninarum,4,6,+2,0.000248105,0,-0.000248105,0.00200771,0,-0.00200771
Rhodobacter xanthinilyticus,64,64,+0,0.00396968,0,-0.00396968,0.0321234,0.03,-0.0021234
Rhodococcus erythropolis,198,189,-9,0.0122812,0.01,-0.0022812,0.0993816,0.09,-0.0093816
Rhodococcus sp. 008,103,114,+11,0.00638871,0.01,+0.00361129,0.0516985,0.06,+0.0083015
Rhodococcus sp. B7740,352,351,-1,0.0218332,0.02,-0.0018332,0.176678,0.18,+0.003322
Rhodococcus sp. WMMA185,9,6,-3,0.000558236,0,-0.000558236,0.00451735,0,-0.00451735
Rhodoferax ferrireducens,447,448,+1,0.0277257,0.03,+0.0022743,0.224362,0.22,-0.004362
Rhodothermus marinus,3,5,+2,0.000186079,0,-0.000186079,0.00150578,0,-0.00150578
Rhodovulum sulfidophilum,207,208,+1,0.0128394,0.01,-0.0028394,0.103899,0.1,-0.003899
Rivularia sp. PCC 7116,2,2,+0,0.000124053,0,-0.000124053,0.00100385,0,-0.00100385
Robiginitalea biformata,2,2,+0,0.000124053,0,-0.000124053,0.00100385,0,-0.00100385
Roseicyclus elongatus,337,335,-2,0.0209029,0.02,-0.0009029,0.16915,0.17,+0.00085
Roseobacter denitrificans,646,636,-10,0.040069,0.04,-6.9e-05,0.324245,0.32,-0.004245
Roseobacter litoralis,237,243,+6,0.0147002,0.02,+0.0052998,0.118957,0.12,+0.001043
Ruegeria pomeroyi,438,444,+6,0.0271675,0.03,+0.0028325,0.219844,0.22,+0.000156
Ruegeria sp. TM1040,33,31,-2,0.00204687,0,-0.00204687,0.0165636,0.02,+0.0034364
Saccharophagus degradans,231,229,-2,0.0143281,0.01,-0.0043281,0.115945,0.11,-0.005945
Salegentibacter sp. T436,5,5,+0,0.000310131,0,-0.000310131,0.00250964,0,-0.00250964
Salinibacter ruber,4,3,-1,0.000248105,0,-0.000248105,0.00200771,0,-0.00200771
Salinispira pacifica,50,51,+1,0.00310131,0,-0.00310131,0.0250964,0.03,+0.0049036
Salinispora arenicola,186,188,+2,0.0115369,0.01,-0.0015369,0.0933585,0.09,-0.0033585
Salinispora tropica,165,167,+2,0.0102343,0.01,-0.0002343,0.082818,0.08,-0.002818
Salipiger sp. CCB-MM3,176,172,-4,0.0109166,0.01,-0.0009166,0.0883392,0.09,+0.0016608
Salmonella enterica,23,13,-10,0.0014266,0,-0.0014266,0.0115443,0.01,-0.0015443
Saprospira grandis,152,152,+0,0.00942799,0.01,+0.00057201,0.076293,0.08,+0.003707
Sedimenticola thiotaurini,292,291,-1,0.0181117,0.02,+0.0018883,0.146563,0.15,+0.003437
Sediminicola sp. YIK13,65,64,-1,0.00403171,0,-0.00403171,0.0326253,0.03,-0.0026253
Serinicoccus hydrothermalis,64,61,-3,0.00396968,0,-0.00396968,0.0321234,0.03,-0.0021234
Shewanella amazonensis,134,131,-3,0.00831152,0.01,+0.00168848,0.0672583,0.07,+0.0027417
Shewanella baltica,6863,6977,+114,0.425686,0.43,+0.004314,3.44473,3.5,+0.05527
Shewanella denitrificans,11,14,+3,0.000682289,0,-0.000682289,0.0055212,0.01,+0.0044788
Shewanella frigidimarina,15,10,-5,0.000930394,0,-0.000930394,0.00752891,0.01,+0.00247109
Shewanella halifaxensis,162,157,-5,0.0100483,0.01,-4.83e-05,0.0813122,0.08,-0.0013122
Shewanella loihica,18,13,-5,0.00111647,0,-0.00111647,0.00903469,0.01,+0.00096531
Shewanella pealeana,107,106,-1,0.00663681,0.01,+0.00336319,0.0537062,0.05,-0.0037062
Shewanella piezotolerans,246,238,-8,0.0152585,0.01,-0.0052585,0.123474,0.12,-0.003474
Shewanella sediminis,34,28,-6,0.00210889,0,-0.00210889,0.0170655,0.01,-0.0070655
Shewanella sp. ANA-3,47,33,-14,0.00291523,0,-0.00291523,0.0235906,0.02,-0.0035906
Shewanella sp. MR-4,82,75,-7,0.00508615,0,-0.00508615,0.041158,0.04,-0.001158
Shewanella sp. MR-7,62,56,-6,0.00384563,0,-0.00384563,0.0311195,0.03,-0.0011195
Shewanella sp. W3-18-1,93,67,-26,0.00576844,0,-0.00576844,0.0466792,0.03,-0.0166792
Shewanella violacea,21,13,-8,0.00130255,0,-0.00130255,0.0105405,0.01,-0.0005405
Shewanella woodyi,292,295,+3,0.0181117,0.02,+0.0018883,0.146563,0.15,+0.003437
Siansivirga zeaxanthinifaciens,21,27,+6,0.00130255,0,-0.00130255,0.0105405,0.01,-0.0005405
Simiduia agarivorans,12,8,-4,0.000744315,0,-0.000744315,0.00602313,0,-0.00602313
Sphingopyxis alaskensis,10,9,-1,0.000620263,0,-0.000620263,0.00501927,0,-0.00501927
Sphingorhabdus lutea,2,2,+0,0.000124053,0,-0.000124053,0.00100385,0,-0.00100385
Spiribacter curvatus,7797,7790,-7,0.483619,0.48,-0.003619,3.91353,3.91,-0.00353
Spiribacter salinus,2619,2628,+9,0.162447,0.16,-0.002447,1.31455,1.32,+0.00545
Spongiibacter sp. IMCC21906,12,12,+0,0.000744315,0,-0.000744315,0.00602313,0.01,+0.00397687
Staphylothermus hellenicus,5,6,+1,0.000310131,0,-0.000310131,0.00250964,0,-0.00250964
Staphylothermus marinus,79,80,+1,0.00490008,0,-0.00490008,0.0396523,0.04,+0.0003477
Stappia sp. ES.058,133,136,+3,0.00824949,0.01,+0.00175051,0.0667563,0.07,+0.0032437
Streptococcus agalactiae,259,254,-5,0.0160648,0.02,+0.0039352,0.129999,0.13,+1e-06
Streptococcus iniae,727,730,+3,0.0450931,0.05,+0.0049069,0.364901,0.37,+0.005099
Streptococcus parauberis,4,4,+0,0.000248105,0,-0.000248105,0.00200771,0,-0.00200771
Streptomyces olivaceus,518,542,+24,0.0321296,0.03,-0.0021296,0.259998,0.27,+0.010002
Streptomyces sp. CNQ-509,45,46,+1,0.00279118,0,-0.00279118,0.0225867,0.02,-0.0025867
Streptomyces sp. GBA 94-10 4N24,3440,3134,-306,0.21337,0.19,-0.02337,1.72663,1.57,-0.15663
Streptomyces sp. PVA_94-07,2871,3159,+288,0.178077,0.2,+0.021923,1.44103,1.59,+0.14897
Stutzerimonas balearica,254,248,-6,0.0157547,0.02,+0.0042453,0.12749,0.12,-0.00749
Stutzerimonas stutzeri,251,272,+21,0.0155686,0.02,+0.0044314,0.125984,0.14,+0.014016
Stutzerimonas xanthomarina,15,13,-2,0.000930394,0,-0.000930394,0.00752891,0.01,+0.00247109
Sulfitobacter alexandrii,76,74,-2,0.004714,0,-0.004714,0.0381465,0.04,+0.0018535
Sulfobacillus acidophilus,1,1,+0,6.20263e-05,0,-6.20263e-05,0.000501927,0,-0.000501927
Sulfurimonas autotrophica,4,2,-2,0.000248105,0,-0.000248105,0.00200771,0,-0.00200771
Sulfurimonas denitrificans,4,6,+2,0.000248105,0,-0.000248105,0.00200771,0,-0.00200771
Sulfurovum sp. NBC37-1,1714,1713,-1,0.106313,0.11,+0.003687,0.860304,0.86,-0.000304
Synechococcus sp. CC9311,70,71,+1,0.00434184,0,-0.00434184,0.0351349,0.04,+0.0048651
Synechococcus sp. CC9605,12,12,+0,0.000744315,0,-0.000744315,0.00602313,0.01,+0.00397687
Synechococcus sp. CC9902,133,135,+2,0.00824949,0.01,+0.00175051,0.0667563,0.07,+0.0032437
Synechococcus sp. KORDI-100,5,4,-1,0.000310131,0,-0.000310131,0.00250964,0,-0.00250964
Synechococcus sp. KORDI-49,76,76,+0,0.004714,0,-0.004714,0.0381465,0.04,+0.0018535
Synechococcus sp. KORDI-52,39,39,+0,0.00241902,0,-0.00241902,0.0195752,0.02,+0.0004248
Synechococcus sp. RCC307,88,88,+0,0.00545831,0.01,+0.00454169,0.0441696,0.04,-0.0041696
Synechococcus sp. WH 7803,54,52,-2,0.00334942,0,-0.00334942,0.0271041,0.03,+0.0028959
Synechococcus sp. WH 8020,8,8,+0,0.00049621,0,-0.00049621,0.00401542,0,-0.00401542
Synechococcus sp. WH 8103,347,316,-31,0.0215231,0.02,-0.0015231,0.174169,0.16,-0.014169
Synechococcus sp. WH 8109,8,5,-3,0.00049621,0,-0.00049621,0.00401542,0,-0.00401542
Syntrophotalea acetylenica,4581,4575,-6,0.284142,0.28,-0.004142,2.29933,2.3,+0.00067
Syntrophotalea carbinolica,313,319,+6,0.0194142,0.02,+0.0005858,0.157103,0.16,+0.002897
Tenacibaculum dicentrarchi,979,971,-8,0.0607237,0.06,-0.0007237,0.491387,0.49,-0.001387
Tenacibaculum todarodis,60,63,+3,0.00372158,0,-0.00372158,0.0301156,0.03,-0.0001156
Teredinibacter turnerae,5,3,-2,0.000310131,0,-0.000310131,0.00250964,0,-0.00250964
Thalassolituus oleivorans,1504,1525,+21,0.0932875,0.09,-0.0032875,0.754899,0.77,+0.015101
Thalassoporum mexicanum,71,72,+1,0.00440387,0,-0.00440387,0.0356368,0.04,+0.0043632
Thalassotalea crassostreae,72,72,+0,0.00446589,0,-0.00446589,0.0361388,0.04,+0.0038612
Thermaerobacter marianensis,121,121,+0,0.00750518,0.01,+0.00249482,0.0607332,0.06,-0.0007332
Thermoanaerobacter siderophilus,34,34,+0,0.00210889,0,-0.00210889,0.0170655,0.02,+0.0029345
Thermoclostridium stercorarium,3,3,+0,0.000186079,0,-0.000186079,0.00150578,0,-0.00150578
Thermococcus barophilus,195,192,-3,0.0120951,0.01,-0.0020951,0.0978758,0.1,+0.0021242
Thermococcus cleftensis,15,18,+3,0.000930394,0,-0.000930394,0.00752891,0.01,+0.00247109
Thermococcus eurythermalis,11,9,-2,0.000682289,0,-0.000682289,0.0055212,0,-0.0055212
Thermococcus gammatolerans,65,64,-1,0.00403171,0,-0.00403171,0.0326253,0.03,-0.0026253
Thermococcus litoralis,4,2,-2,0.000248105,0,-0.000248105,0.00200771,0,-0.00200771
Thermococcus nautili,12,14,+2,0.000744315,0,-0.000744315,0.00602313,0.01,+0.00397687
Thermococcus onnurineus,2,2,+0,0.000124053,0,-0.000124053,0.00100385,0,-0.00100385
Thermococcus paralvinellae,4,5,+1,0.000248105,0,-0.000248105,0.00200771,0,-0.00200771
Thermococcus piezophilus,3,6,+3,0.000186079,0,-0.000186079,0.00150578,0,-0.00150578
Thermococcus sp. 4557,195,196,+1,0.0120951,0.01,-0.0020951,0.0978758,0.1,+0.0021242
Thermococcus sp. AM4,98,97,-1,0.00607857,0.01,+0.00392143,0.0491889,0.05,+0.0008111
Thermodesulfatator indicus,2,3,+1,0.000124053,0,-0.000124053,0.00100385,0,-0.00100385
Thermosediminibacter oceani,2,2,+0,0.000124053,0,-0.000124053,0.00100385,0,-0.00100385
Thermosipho melanesiensis,7,8,+1,0.000434184,0,-0.000434184,0.00351349,0,-0.00351349
Thermosipho sp. 1063,167,167,+0,0.0103584,0.01,-0.0003584,0.0838219,0.08,-0.0038219
Thermotoga maritima,242,278,+36,0.0150104,0.02,+0.0049896,0.121466,0.14,+0.018534
Thermotoga neapolitana,27,22,-5,0.00167471,0,-0.00167471,0.013552,0.01,-0.003552
Thermotoga sp. 2812B,54,35,-19,0.00334942,0,-0.00334942,0.0271041,0.02,-0.0071041
Thermotoga sp. Cell2,69,68,-1,0.00427981,0,-0.00427981,0.034633,0.03,-0.004633
Thermotoga sp. RQ2,110,95,-15,0.00682289,0.01,+0.00317711,0.055212,0.05,-0.005212
Thermotoga sp. RQ7,22,25,+3,0.00136458,0,-0.00136458,0.0110424,0.01,-0.0010424
Thermovibrio ammonificans,4,3,-1,0.000248105,0,-0.000248105,0.00200771,0,-0.00200771
Thermovirga lienii,32,31,-1,0.00198484,0,-0.00198484,0.0160617,0.02,+0.0039383
Thiocystis violascens,175,179,+4,0.0108546,0.01,-0.0008546,0.0878373,0.09,+0.0021627
Thioflavicoccus mobilis,9,7,-2,0.000558236,0,-0.000558236,0.00451735,0,-0.00451735
Thiolapillus brandeum,576,574,-2,0.0357271,0.04,+0.0042729,0.28911,0.29,+0.00089
Tistrella mobilis,616,613,-3,0.0382082,0.04,+0.0017918,0.309187,0.31,+0.000813
Trichodesmium erythraeum,6,4,-2,0.000372158,0,-0.000372158,0.00301156,0,-0.00301156
Tsuneonella dongtanensis,78,77,-1,0.00483805,0,-0.00483805,0.0391503,0.04,+0.0008497
UNKNOWN,1.41299e+06,1.41299e+06,+0,87.6424,87.64,-0.0024,-,-,N/A
Vibrio alginolyticus,397,332,-65,0.0246244,0.02,-0.0046244,0.199265,0.17,-0.029265
Vibrio anguillarum,2100,2128,+28,0.130255,0.13,-0.000255,1.05405,1.07,+0.01595
Vibrio antiquarius,122,107,-15,0.00756721,0.01,+0.00243279,0.0612351,0.05,-0.0112351
Vibrio breoganii,54,46,-8,0.00334942,0,-0.00334942,0.0271041,0.02,-0.0071041
Vibrio campbellii,232,214,-18,0.0143901,0.01,-0.0043901,0.116447,0.11,-0.006447
Vibrio cholerae,94,78,-16,0.00583047,0,-0.00583047,0.0471812,0.04,-0.0071812
Vibrio coralliilyticus,5815,5794,-21,0.360683,0.36,-0.000683,2.91871,2.91,-0.00871
Vibrio furnissii,48,46,-2,0.00297726,0,-0.00297726,0.0240925,0.02,-0.0040925
Vibrio harveyi,97,133,+36,0.00601655,0.01,+0.00398345,0.048687,0.07,+0.021313
Vibrio natriegens,1368,1514,+146,0.0848519,0.09,+0.0051481,0.686637,0.76,+0.073363
Vibrio nigripulchritudo,57,50,-7,0.0035355,0,-0.0035355,0.0286099,0.03,+0.0013901
Vibrio parahaemolyticus,579,620,+41,0.0359132,0.04,+0.0040868,0.290616,0.31,+0.019384
Vibrio scophthalmi,2100,2048,-52,0.130255,0.13,-0.000255,1.05405,1.03,-0.02405
Vibrio sp. EJY3,264,224,-40,0.0163749,0.01,-0.0063749,0.132509,0.11,-0.022509
Vibrio tubiashii,1519,1538,+19,0.0942179,0.1,+0.0057821,0.762428,0.77,+0.007572
Vibrio vulnificus,222,194,-28,0.0137698,0.01,-0.0037698,0.111428,0.1,-0.011428
Weissella ceti,59,62,+3,0.00365955,0,-0.00365955,0.0296137,0.03,+0.0003863
Wenyingzhuangia fucanilytica,794,793,-1,0.0492489,0.05,+0.0007511,0.39853,0.4,+0.00147
Wenzhouxiangella marina,7,6,-1,0.000434184,0,-0.000434184,0.00351349,0,-0.00351349
Winmispira thermophila,73,73,+0,0.00452792,0,-0.00452792,0.0366407,0.04,+0.0033593
Winogradskyella sp. PG-2,69,68,-1,0.00427981,0,-0.00427981,0.034633,0.03,-0.004633
Woeseia oceani,398,395,-3,0.0246865,0.02,-0.0046865,0.199767,0.2,+0.000233
Yersinia aldovae,18,13,-5,0.00111647,0,-0.00111647,0.00903469,0.01,+0.00096531
Yersinia ruckeri,85,83,-2,0.00527223,0.01,+0.00472777,0.0426638,0.04,-0.0026638
Zunongwangia profunda,230,228,-2,0.014266,0.01,-0.004266,0.115443,0.11,-0.005443
alpha proteobacterium HIMB5,46,46,+0,0.00285321,0,-0.00285321,0.0230887,0.02,-0.0030887
alpha proteobacterium HIMB59,N/A,1,N/A,N/A,0,N/A,N/A,0,N/A
bacterium AB1,1,1,+0,6.20263e-05,0,-6.20263e-05,0.000501927,0,-0.000501927
endosymbiont of unidentified scaly snail isolate Monju,131,139,+8,0.00812544,0.01,+0.00187456,0.0657525,0.07,+0.0042475
