Name,Count (cami2_sample4_abundance),Count (cami2_marine_sample4_abundance_jn05),Count (diff),Proportion_All(%) (cami2_sample4_abundance),Proportion_All(%) (cami2_marine_sample4_abundance_jn05),Proportion_All(%) (diff),Proportion_Classified(%) (cami2_sample4_abundance),Proportion_Classified(%) (cami2_marine_sample4_abundance_jn05),Proportion_Classified(%) (diff)
Nonlabens marinus,11,7,-4,0.000693778,0,-0.000693778,0.00578181,0,-0.00578181
Nonlabens sp. Hel1_33_55,51,47,-4,0.00321661,0,-0.00321661,0.0268066,0.02,-0.0068066
Nonlabens sp. MIC269,126,125,-1,0.00794691,0.01,+0.00205309,0.066228,0.07,+0.003772
Novosphingobium pentaromativorans,348,363,+15,0.0219486,0.02,-0.0019486,0.182915,0.19,+0.007085
Novosphingobium sp. PP1Y,555,542,-13,0.0350042,0.03,-0.0050042,0.291718,0.28,-0.011718
Oceanithermus profundus,3,4,+1,0.000189212,0,-0.000189212,0.00157686,0,-0.00157686
Oceanobacillus iheyensis,3,4,+1,0.000189212,0,-0.000189212,0.00157686,0,-0.00157686
Octadecabacter antarcticus,308,307,-1,0.0194258,0.02,+0.0005742,0.161891,0.16,-0.001891
Octadecabacter arcticus,15,14,-1,0.000946061,0,-0.000946061,0.00788428,0.01,+0.00211572
Octadecabacter temperatus,58,58,+0,0.0036581,0,-0.0036581,0.0304859,0.03,-0.0004859
Oleispira antarctica,552,547,-5,0.034815,0.03,-0.004815,0.290141,0.29,-0.000141
Oscillibacter valericigenes,472,472,+0,0.0297694,0.03,+0.0002306,0.248092,0.25,+0.001908
Owenweeksia hongkongensis,514,514,+0,0.0324183,0.03,-0.0024183,0.270168,0.27,-0.000168
Paenibacillus crassostreae,51,51,+0,0.00321661,0,-0.00321661,0.0268066,0.03,+0.0031934
Paenibacillus durus,5,3,-2,0.000315354,0,-0.000315354,0.00262809,0,-0.00262809
Palaeococcus pacificus,385,386,+1,0.0242822,0.02,-0.0042822,0.202363,0.2,-0.002363
Paraglaciecola psychrophila,205,203,-2,0.0129295,0.01,-0.0029295,0.107752,0.11,+0.002248
Paraglaciecola sp. T6c,18,22,+4,0.00113527,0,-0.00113527,0.00946114,0.01,+0.00053886
Paraoerskovia marina,81,78,-3,0.00510873,0,-0.00510873,0.0425751,0.04,-0.0025751
Parasynechococcus marenigrum,191,208,+17,0.0120465,0.01,-0.0020465,0.100393,0.11,+0.009607
Paraurantiacibacter namhicola,105,107,+2,0.00662242,0.01,+0.00337758,0.05519,0.06,+0.00481
Parvularcula bermudensis,3,2,-1,0.000189212,0,-0.000189212,0.00157686,0,-0.00157686
Pelagerythrobacter marensis,34,34,+0,0.0021444,0,-0.0021444,0.017871,0.02,+0.002129
Pelagibacterium halotolerans,576,575,-1,0.0363287,0.04,+0.0036713,0.302756,0.3,-0.002756
Persephonella marina,24,24,+0,0.0015137,0,-0.0015137,0.0126148,0.01,-0.0026148
Phaeobacter gallaeciensis,457,473,+16,0.0288233,0.03,+0.0011767,0.240208,0.25,+0.009792
Phaeobacter inhibens,38,34,-4,0.00239669,0,-0.00239669,0.0199735,0.02,+2.65e-05
Photobacterium gaetbulicola,38,32,-6,0.00239669,0,-0.00239669,0.0199735,0.02,+2.65e-05
Photobacterium profundum,368,353,-15,0.02321,0.02,-0.00321,0.193428,0.19,-0.003428
Phycisphaera mikurensis,48,48,+0,0.00302739,0,-0.00302739,0.0252297,0.03,+0.0047703
Picosynechococcus sp. PCC 7002,80,79,-1,0.00504566,0,-0.00504566,0.0420495,0.04,-0.0020495
Piscirickettsia salmonis,4058,4094,+36,0.255941,0.26,+0.004059,2.13296,2.15,+0.01704
Planktomarina temperata,27,29,+2,0.00170291,0,-0.00170291,0.0141917,0.02,+0.0058083
Planococcus antarcticus,19,14,-5,0.00119834,0,-0.00119834,0.00998675,0.01,+1.325e-05
Planococcus donghaensis,58,70,+12,0.0036581,0,-0.0036581,0.0304859,0.04,+0.0095141
Planococcus kocurii,26,31,+5,0.00163984,0,-0.00163984,0.0136661,0.02,+0.0063339
Planococcus maritimus,243,234,-9,0.0153262,0.01,-0.0053262,0.127725,0.12,-0.007725
Planococcus plakortidis,203,208,+5,0.0128034,0.01,-0.0028034,0.106701,0.11,+0.003299
Polaribacter sp. Hel1_33_78,199,195,-4,0.0125511,0.01,-0.0025511,0.104598,0.1,-0.004598
Polaribacter sp. MED152,10,7,-3,0.000630707,0,-0.000630707,0.00525619,0,-0.00525619
Polaribacter vadi,166,165,-1,0.0104697,0.01,-0.0004697,0.0872527,0.09,+0.0027473
Prochlorococcus marinus,464,467,+3,0.0292648,0.03,+0.0007352,0.243887,0.25,+0.006113
Prochlorococcus sp. MIT 0604,48,44,-4,0.00302739,0,-0.00302739,0.0252297,0.02,-0.0052297
Prochlorococcus sp. MIT 0801,43,44,+1,0.00271204,0,-0.00271204,0.0226016,0.02,-0.0026016
Prosthecochloris sp. CIB 2401,121,120,-1,0.00763156,0.01,+0.00236844,0.0635999,0.06,-0.0035999
Pseudalgibacter alginicilyticus,358,362,+4,0.0225793,0.02,-0.0025793,0.188171,0.19,+0.001829
Pseudoalteromonas issachenkonii,63,53,-10,0.00397345,0,-0.00397345,0.033114,0.03,-0.003114
Pseudoalteromonas luteoviolacea,9,7,-2,0.000567636,0,-0.000567636,0.00473057,0,-0.00473057
Pseudoalteromonas phenolica,18,16,-2,0.00113527,0,-0.00113527,0.00946114,0.01,+0.00053886
Pseudoalteromonas piratica,20,16,-4,0.00126141,0,-0.00126141,0.0105124,0.01,-0.0005124
Pseudoalteromonas rubra,68,71,+3,0.00428881,0,-0.00428881,0.0357421,0.04,+0.0042579
Pseudoalteromonas sp. SM9913,47,50,+3,0.00296432,0,-0.00296432,0.0247041,0.03,+0.0052959
Pseudoalteromonas translucida,296,308,+12,0.0186689,0.02,+0.0013311,0.155583,0.16,+0.004417
Pseudodesulfovibrio mercurii,178,179,+1,0.0112266,0.01,-0.0012266,0.0935601,0.09,-0.0035601
Pseudodesulfovibrio piezophilus,57,56,-1,0.00359503,0,-0.00359503,0.0299603,0.03,+3.97e-05
Pseudomonas pohangensis,14,10,-4,0.00088299,0,-0.00088299,0.00735866,0.01,+0.00264134
Pseudomonas sp. MT-1,14,13,-1,0.00088299,0,-0.00088299,0.00735866,0.01,+0.00264134
Pseudovibrio sp. FO-BEG1,59,60,+1,0.00372117,0,-0.00372117,0.0310115,0.03,-0.0010115
Psychrobacter sp. AntiMn-1,107,109,+2,0.00674857,0.01,+0.00325143,0.0562412,0.06,+0.0037588
Psychrobacter sp. G,67,71,+4,0.00422574,0,-0.00422574,0.0352164,0.04,+0.0047836
Psychrobacter sp. P11F6,246,255,+9,0.0155154,0.02,+0.0044846,0.129302,0.13,+0.000698
Psychrobacter sp. P11G3,642,628,-14,0.0404914,0.04,-0.0004914,0.337447,0.33,-0.007447
Psychrobacter sp. PRwf-1,102,94,-8,0.00643321,0.01,+0.00356679,0.0536131,0.05,-0.0036131
Psychroflexus torquis,5,5,+0,0.000315354,0,-0.000315354,0.00262809,0,-0.00262809
Psychromonas ingrahamii,74,66,-8,0.00466723,0,-0.00466723,0.0388958,0.03,-0.0088958
Psychromonas sp. CNPT3,49,50,+1,0.00309046,0,-0.00309046,0.0257553,0.03,+0.0042447
Pusillimonas sp. T7-7,3,3,+0,0.000189212,0,-0.000189212,0.00157686,0,-0.00157686
Pyrobaculum aerophilum,81,80,-1,0.00510873,0.01,+0.00489127,0.0425751,0.04,-0.0025751
Pyrococcus abyssi,6,1,-5,0.000378424,0,-0.000378424,0.00315371,0,-0.00315371
Pyrococcus furiosus,99,99,+0,0.006244,0.01,+0.003756,0.0520362,0.05,-0.0020362
Pyrococcus horikoshii,26,29,+3,0.00163984,0,-0.00163984,0.0136661,0.02,+0.0063339
Pyrococcus sp. NA2,416,418,+2,0.0262374,0.03,+0.0037626,0.218657,0.22,+0.001343
Pyrococcus sp. ST04,3,2,-1,0.000189212,0,-0.000189212,0.00157686,0,-0.00157686
Pyrococcus yayanosii,37,37,+0,0.00233362,0,-0.00233362,0.0194479,0.02,+0.0005521
Pyrodictium delaneyi,5,7,+2,0.000315354,0,-0.000315354,0.00262809,0,-0.00262809
Pyrolobus fumarii,29,26,-3,0.00182905,0,-0.00182905,0.0152429,0.01,-0.0052429
Renibacterium salmoninarum,3,3,+0,0.000189212,0,-0.000189212,0.00157686,0,-0.00157686
Rhodobacter xanthinilyticus,15,18,+3,0.000946061,0,-0.000946061,0.00788428,0.01,+0.00211572
Rhodococcus erythropolis,248,238,-10,0.0156415,0.02,+0.0043585,0.130353,0.13,-0.000353
Rhodococcus sp. 008,215,228,+13,0.0135602,0.01,-0.0035602,0.113008,0.12,+0.006992
Rhodococcus sp. B7740,133,136,+3,0.0083884,0.01,+0.0016116,0.0699073,0.07,+9.27e-05
Rhodococcus sp. WMMA185,64,63,-1,0.00403653,0,-0.00403653,0.0336396,0.03,-0.0036396
Rhodoferax ferrireducens,6,8,+2,0.000378424,0,-0.000378424,0.00315371,0,-0.00315371
Rhodothermus marinus,417,420,+3,0.0263005,0.03,+0.0036995,0.219183,0.22,+0.000817
Rhodovulum sulfidophilum,8,7,-1,0.000504566,0,-0.000504566,0.00420495,0,-0.00420495
Rivularia sp. PCC 7116,2,3,+1,0.000126141,0,-0.000126141,0.00105124,0,-0.00105124
Robiginitalea biformata,1,1,+0,6.30707e-05,0,-6.30707e-05,0.000525619,0,-0.000525619
Roseicyclus elongatus,603,607,+4,0.0380316,0.04,+0.0019684,0.316948,0.32,+0.003052
Roseobacter denitrificans,172,169,-3,0.0108482,0.01,-0.0008482,0.0904064,0.09,-0.0004064
Roseobacter litoralis,182,186,+4,0.0114789,0.01,-0.0014789,0.0956626,0.1,+0.0043374
Ruegeria pomeroyi,214,216,+2,0.0134971,0.01,-0.0034971,0.112482,0.11,-0.002482
Ruegeria sp. TM1040,43,40,-3,0.00271204,0,-0.00271204,0.0226016,0.02,-0.0026016
Saccharophagus degradans,196,197,+1,0.0123619,0.01,-0.0023619,0.103021,0.1,-0.003021
Salegentibacter sp. T436,489,487,-2,0.0308416,0.03,-0.0008416,0.257028,0.26,+0.002972
Salinibacter ruber,3,3,+0,0.000189212,0,-0.000189212,0.00157686,0,-0.00157686
Salinispora arenicola,514,507,-7,0.0324183,0.03,-0.0024183,0.270168,0.27,-0.000168
Salinispora tropica,307,312,+5,0.0193627,0.02,+0.0006373,0.161365,0.16,-0.001365
Salipiger sp. CCB-MM3,25,20,-5,0.00157677,0,-0.00157677,0.0131405,0.01,-0.0031405
Salmonella enterica,28,20,-8,0.00176598,0,-0.00176598,0.0147173,0.01,-0.0047173
Saprospira grandis,69,69,+0,0.00435188,0,-0.00435188,0.0362677,0.04,+0.0037323
Sedimenticola thiotaurini,4,3,-1,0.000252283,0,-0.000252283,0.00210247,0,-0.00210247
Sediminicola sp. YIK13,5,4,-1,0.000315354,0,-0.000315354,0.00262809,0,-0.00262809
Serinicoccus hydrothermalis,8,8,+0,0.000504566,0,-0.000504566,0.00420495,0,-0.00420495
Shewanella amazonensis,76,76,+0,0.00479337,0,-0.00479337,0.039947,0.04,+5.3e-05
Shewanella baltica,3270,3339,+69,0.206241,0.21,+0.003759,1.71877,1.76,+0.04123
Shewanella denitrificans,5,9,+4,0.000315354,0,-0.000315354,0.00262809,0,-0.00262809
Shewanella frigidimarina,13,8,-5,0.000819919,0,-0.000819919,0.00683304,0,-0.00683304
Shewanella halifaxensis,542,543,+1,0.0341843,0.03,-0.0041843,0.284885,0.29,+0.005115
Shewanella loihica,9,7,-2,0.000567636,0,-0.000567636,0.00473057,0,-0.00473057
Shewanella pealeana,45,36,-9,0.00283818,0,-0.00283818,0.0236528,0.02,-0.0036528
Shewanella piezotolerans,159,159,+0,0.0100282,0.01,-2.82e-05,0.0835734,0.08,-0.0035734
Shewanella sediminis,88,77,-11,0.00555022,0,-0.00555022,0.0462544,0.04,-0.0062544
Shewanella sp. ANA-3,39,26,-13,0.00245976,0,-0.00245976,0.0204991,0.01,-0.0104991
Shewanella sp. MR-4,48,43,-5,0.00302739,0,-0.00302739,0.0252297,0.02,-0.0052297
Shewanella sp. MR-7,66,66,+0,0.00416267,0,-0.00416267,0.0346908,0.03,-0.0046908
Shewanella sp. W3-18-1,67,57,-10,0.00422574,0,-0.00422574,0.0352164,0.03,-0.0052164
Shewanella violacea,19,14,-5,0.00119834,0,-0.00119834,0.00998675,0.01,+1.325e-05
Shewanella woodyi,237,240,+3,0.0149478,0.02,+0.0050522,0.124572,0.13,+0.005428
Siansivirga zeaxanthinifaciens,66,69,+3,0.00416267,0,-0.00416267,0.0346908,0.04,+0.0053092
Simiduia agarivorans,10,7,-3,0.000630707,0,-0.000630707,0.00525619,0,-0.00525619
Sphingopyxis alaskensis,42,41,-1,0.00264897,0,-0.00264897,0.022076,0.02,-0.002076
Sphingorhabdus lutea,1,1,+0,6.30707e-05,0,-6.30707e-05,0.000525619,0,-0.000525619
Spiribacter curvatus,4114,4109,-5,0.259473,0.26,+0.000527,2.1624,2.16,-0.0024
Spiribacter salinus,1615,1617,+2,0.101859,0.1,-0.001859,0.848874,0.85,+0.001126
Spongiibacter sp. IMCC21906,43,43,+0,0.00271204,0,-0.00271204,0.0226016,0.02,-0.0026016
Staphylothermus hellenicus,N/A,2,N/A,N/A,0,N/A,N/A,0,N/A
Staphylothermus marinus,25,25,+0,0.00157677,0,-0.00157677,0.0131405,0.01,-0.0031405
Stappia sp. ES.058,59,60,+1,0.00372117,0,-0.00372117,0.0310115,0.03,-0.0010115
Streptococcus agalactiae,122,120,-2,0.00769463,0.01,+0.00230537,0.0641255,0.06,-0.0041255
Streptococcus iniae,395,395,+0,0.0249129,0.02,-0.0049129,0.207619,0.21,+0.002381
Streptococcus parauberis,2,1,-1,0.000126141,0,-0.000126141,0.00105124,0,-0.00105124
Streptomyces olivaceus,467,513,+46,0.029454,0.03,+0.000546,0.245464,0.27,+0.024536
Streptomyces sp. CNQ-509,70,70,+0,0.00441495,0,-0.00441495,0.0367933,0.04,+0.0032067
Streptomyces sp. GBA 94-10 4N24,6003,5447,-556,0.378613,0.34,-0.038613,3.15529,2.86,-0.29529
Streptomyces sp. PVA_94-07,5302,5831,+529,0.334401,0.37,+0.035599,2.78683,3.06,+0.27317
Stutzerimonas balearica,54,51,-3,0.00340582,0,-0.00340582,0.0283834,0.03,+0.0016166
Stutzerimonas stutzeri,41,46,+5,0.0025859,0,-0.0025859,0.0215504,0.02,-0.0015504
Stutzerimonas xanthomarina,8,5,-3,0.000504566,0,-0.000504566,0.00420495,0,-0.00420495
Sulfitobacter alexandrii,16,14,-2,0.00100913,0,-0.00100913,0.0084099,0.01,+0.0015901
Sulfobacillus acidophilus,1,1,+0,6.30707e-05,0,-6.30707e-05,0.000525619,0,-0.000525619
Sulfurimonas autotrophica,7,4,-3,0.000441495,0,-0.000441495,0.00367933,0,-0.00367933
Sulfurimonas denitrificans,39,38,-1,0.00245976,0,-0.00245976,0.0204991,0.02,-0.0004991
Sulfurovum sp. NBC37-1,3467,3461,-6,0.218666,0.22,+0.001334,1.82232,1.82,-0.00232
Synechococcus sp. CC9311,3,4,+1,0.000189212,0,-0.000189212,0.00157686,0,-0.00157686
Synechococcus sp. CC9605,11,16,+5,0.000693778,0,-0.000693778,0.00578181,0.01,+0.00421819
Synechococcus sp. CC9902,86,86,+0,0.00542408,0.01,+0.00457592,0.0452032,0.05,+0.0047968
Synechococcus sp. KORDI-100,2,2,+0,0.000126141,0,-0.000126141,0.00105124,0,-0.00105124
Synechococcus sp. KORDI-49,9,7,-2,0.000567636,0,-0.000567636,0.00473057,0,-0.00473057
Synechococcus sp. KORDI-52,35,37,+2,0.00220747,0,-0.00220747,0.0183967,0.02,+0.0016033
Synechococcus sp. RCC307,218,218,+0,0.0137494,0.01,-0.0037494,0.114585,0.11,-0.004585
Synechococcus sp. WH 7803,51,46,-5,0.00321661,0,-0.00321661,0.0268066,0.02,-0.0068066
Synechococcus sp. WH 8020,1,N/A,N/A,6.30707e-05,N/A,N/A,0.000525619,N/A,N/A
Synechococcus sp. WH 8103,195,181,-14,0.0122988,0.01,-0.0022988,0.102496,0.1,-0.002496
Synechococcus sp. WH 8109,31,29,-2,0.00195519,0,-0.00195519,0.0162942,0.02,+0.0037058
Syntrophotalea acetylenica,10961,10948,-13,0.691318,0.69,-0.001318,5.76131,5.75,-0.01131
Syntrophotalea carbinolica,792,794,+2,0.049952,0.05,+4.8e-05,0.41629,0.42,+0.00371
Tenacibaculum dicentrarchi,2022,2010,-12,0.127529,0.13,+0.002471,1.0628,1.06,-0.0028
Tenacibaculum todarodis,92,103,+11,0.00580251,0.01,+0.00419749,0.0483569,0.05,+0.0016431
Teredinibacter turnerae,127,126,-1,0.00800998,0.01,+0.00199002,0.0667536,0.07,+0.0032464
Thalassolituus oleivorans,3967,3995,+28,0.250202,0.25,-0.000202,2.08513,2.1,+0.01487
Thalassoporum mexicanum,49,49,+0,0.00309046,0,-0.00309046,0.0257553,0.03,+0.0042447
Thalassotalea crassostreae,62,62,+0,0.00391038,0,-0.00391038,0.0325884,0.03,-0.0025884
Thermaerobacter marianensis,99,99,+0,0.006244,0.01,+0.003756,0.0520362,0.05,-0.0020362
Thermoanaerobacter siderophilus,32,32,+0,0.00201826,0,-0.00201826,0.0168198,0.02,+0.0031802
Thermoclostridium stercorarium,39,39,+0,0.00245976,0,-0.00245976,0.0204991,0.02,-0.0004991
Thermococcus barophilus,5,5,+0,0.000315354,0,-0.000315354,0.00262809,0,-0.00262809
Thermococcus cleftensis,4,4,+0,0.000252283,0,-0.000252283,0.00210247,0,-0.00210247
Thermococcus eurythermalis,26,26,+0,0.00163984,0,-0.00163984,0.0136661,0.01,-0.0036661
Thermococcus gammatolerans,2,2,+0,0.000126141,0,-0.000126141,0.00105124,0,-0.00105124
Thermococcus litoralis,5,5,+0,0.000315354,0,-0.000315354,0.00262809,0,-0.00262809
Thermococcus nautili,2,2,+0,0.000126141,0,-0.000126141,0.00105124,0,-0.00105124
Thermococcus onnurineus,5,3,-2,0.000315354,0,-0.000315354,0.00262809,0,-0.00262809
Thermococcus paralvinellae,29,29,+0,0.00182905,0,-0.00182905,0.0152429,0.02,+0.0047571
Thermococcus piezophilus,24,25,+1,0.0015137,0,-0.0015137,0.0126148,0.01,-0.0026148
Thermococcus sp. 4557,71,73,+2,0.00447802,0,-0.00447802,0.0373189,0.04,+0.0026811
Thermococcus sp. AM4,3,4,+1,0.000189212,0,-0.000189212,0.00157686,0,-0.00157686
Thermodesulfatator indicus,26,25,-1,0.00163984,0,-0.00163984,0.0136661,0.01,-0.0036661
Thermosediminibacter oceani,2,2,+0,0.000126141,0,-0.000126141,0.00105124,0,-0.00105124
Thermosipho melanesiensis,33,33,+0,0.00208133,0,-0.00208133,0.0173454,0.02,+0.0026546
Thermosipho sp. 1063,92,90,-2,0.00580251,0.01,+0.00419749,0.0483569,0.05,+0.0016431
Thermotoga maritima,769,866,+97,0.0485014,0.05,+0.0014986,0.404201,0.46,+0.055799
Thermotoga neapolitana,59,44,-15,0.00372117,0,-0.00372117,0.0310115,0.02,-0.0110115
Thermotoga sp. 2812B,194,147,-47,0.0122357,0.01,-0.0022357,0.10197,0.08,-0.02197
Thermotoga sp. Cell2,222,220,-2,0.0140017,0.01,-0.0040017,0.116687,0.12,+0.003313
Thermotoga sp. RQ2,287,254,-33,0.0181013,0.02,+0.0018987,0.150853,0.13,-0.020853
Thermotoga sp. RQ7,27,29,+2,0.00170291,0,-0.00170291,0.0141917,0.02,+0.0058083
Thermovibrio ammonificans,N/A,1,N/A,N/A,0,N/A,N/A,0,N/A
Thermovirga lienii,31,31,+0,0.00195519,0,-0.00195519,0.0162942,0.02,+0.0037058
Thiocystis violascens,394,395,+1,0.0248499,0.02,-0.0048499,0.207094,0.21,+0.002906
Thioflavicoccus mobilis,8,5,-3,0.000504566,0,-0.000504566,0.00420495,0,-0.00420495
Thiolapillus brandeum,648,648,+0,0.0408698,0.04,-0.0008698,0.340601,0.34,-0.000601
Tistrella mobilis,496,499,+3,0.0312831,0.03,-0.0012831,0.260707,0.26,-0.000707
Trichodesmium erythraeum,1,2,+1,6.30707e-05,0,-6.30707e-05,0.000525619,0,-0.000525619
Tsuneonella dongtanensis,10,10,+0,0.000630707,0,-0.000630707,0.00525619,0.01,+0.00474381
UNKNOWN,1.39527e+06,1.39527e+06,+0,88.0007,88,-0.0007,-,-,N/A
Vibrio alginolyticus,354,299,-55,0.022327,0.02,-0.002327,0.186069,0.16,-0.026069
Vibrio anguillarum,2049,2063,+14,0.129232,0.13,+0.000768,1.07699,1.08,+0.00301
Vibrio antiquarius,84,67,-17,0.00529794,0,-0.00529794,0.044152,0.04,-0.004152
Vibrio breoganii,45,42,-3,0.00283818,0,-0.00283818,0.0236528,0.02,-0.0036528
Vibrio campbellii,221,202,-19,0.0139386,0.01,-0.0039386,0.116162,0.11,-0.006162
Vibrio cholerae,795,780,-15,0.0501412,0.05,-0.0001412,0.417867,0.41,-0.007867
Vibrio coralliilyticus,3726,3722,-4,0.235001,0.23,-0.005001,1.95846,1.96,+0.00154
Vibrio furnissii,62,63,+1,0.00391038,0,-0.00391038,0.0325884,0.03,-0.0025884
Vibrio harveyi,64,90,+26,0.00403653,0.01,+0.00596347,0.0336396,0.05,+0.0163604
Vibrio natriegens,651,738,+87,0.041059,0.05,+0.008941,0.342178,0.39,+0.047822
Vibrio nigripulchritudo,123,121,-2,0.0077577,0.01,+0.0022423,0.0646511,0.06,-0.0046511
Vibrio parahaemolyticus,360,392,+32,0.0227055,0.02,-0.0027055,0.189223,0.21,+0.020777
Vibrio scophthalmi,675,649,-26,0.0425727,0.04,-0.0025727,0.354793,0.34,-0.014793
Vibrio sp. EJY3,118,99,-19,0.00744234,0.01,+0.00255766,0.062023,0.05,-0.012023
Vibrio tubiashii,656,673,+17,0.0413744,0.04,-0.0013744,0.344806,0.35,+0.005194
Vibrio vulnificus,63,39,-24,0.00397345,0,-0.00397345,0.033114,0.02,-0.013114
Weissella ceti,98,103,+5,0.00618093,0.01,+0.00381907,0.0515106,0.05,-0.0015106
Wenyingzhuangia fucanilytica,161,164,+3,0.0101544,0.01,-0.0001544,0.0846246,0.09,+0.0053754
Wenzhouxiangella marina,6,5,-1,0.000378424,0,-0.000378424,0.00315371,0,-0.00315371
Winmispira thermophila,4,4,+0,0.000252283,0,-0.000252283,0.00210247,0,-0.00210247
Winogradskyella sp. PG-2,64,60,-4,0.00403653,0,-0.00403653,0.0336396,0.03,-0.0036396
Woeseia oceani,505,503,-2,0.0318507,0.03,-0.0018507,0.265437,0.26,-0.005437
Yersinia aldovae,6,4,-2,0.000378424,0,-0.000378424,0.00315371,0,-0.00315371
Yersinia ruckeri,28,21,-7,0.00176598,0,-0.00176598,0.0147173,0.01,-0.0047173
Zunongwangia profunda,230,232,+2,0.0145063,0.01,-0.0045063,0.120892,0.12,-0.000892
alpha proteobacterium HIMB5,25,25,+0,0.00157677,0,-0.00157677,0.0131405,0.01,-0.0031405
alpha proteobacterium HIMB59,19,20,+1,0.00119834,0,-0.00119834,0.00998675,0.01,+1.325e-05
bacterium AB1,2,1,-1,0.000126141,0,-0.000126141,0.00105124,0,-0.00105124
endosymbiont of unidentified scaly snail isolate Monju,38,42,+4,0.00239669,0,-0.00239669,0.0199735,0.02,+2.65e-05
