Name,Count (cami2_sample8_abundance),Count (cami2_marine_sample8_abundance_jn05),Count (diff),Proportion_All(%) (cami2_sample8_abundance),Proportion_All(%) (cami2_marine_sample8_abundance_jn05),Proportion_All(%) (diff),Proportion_Classified(%) (cami2_sample8_abundance),Proportion_Classified(%) (cami2_marine_sample8_abundance_jn05),Proportion_Classified(%) (diff)
Nitrosopumilus maritimus,27,26,-1,0.00164891,0,-0.00164891,0.0136351,0.01,-0.0036351
Nitrosopumilus piranensis,64,63,-1,0.00390853,0,-0.00390853,0.0323203,0.03,-0.0023203
Nocardia seriolae,4,5,+1,0.000244283,0,-0.000244283,0.00202002,0,-0.00202002
Nocardiopsis dassonvillei,14,14,+0,0.000854992,0,-0.000854992,0.00707006,0.01,+0.00292994
Nodularia spumigena,54,52,-2,0.00329782,0,-0.00329782,0.0272702,0.03,+0.0027298
Nonlabens dokdonensis,321,322,+1,0.0196037,0.02,+0.0003963,0.162106,0.16,-0.002106
Nonlabens marinus,8,7,-1,0.000488567,0,-0.000488567,0.00404004,0,-0.00404004
Nonlabens sp. Hel1_33_55,61,59,-2,0.00372532,0,-0.00372532,0.0308053,0.03,-0.0008053
Nonlabens sp. MIC269,518,518,+0,0.0316347,0.03,-0.0016347,0.261592,0.26,-0.001592
Novosphingobium pentaromativorans,405,431,+26,0.0247337,0.03,+0.0052663,0.204527,0.22,+0.015473
Novosphingobium sp. PP1Y,795,770,-25,0.0485513,0.05,+0.0014487,0.401479,0.39,-0.011479
Oceanithermus profundus,75,74,-1,0.00458031,0,-0.00458031,0.0378753,0.04,+0.0021247
Oceanobacillus iheyensis,6,3,-3,0.000366425,0,-0.000366425,0.00303003,0,-0.00303003
Octadecabacter antarcticus,554,556,+2,0.0338332,0.03,-0.0038332,0.279773,0.28,+0.000227
Octadecabacter arcticus,430,429,-1,0.0262605,0.03,+0.0037395,0.217152,0.22,+0.002848
Octadecabacter temperatus,98,94,-4,0.00598494,0.01,+0.00401506,0.0494905,0.05,+0.0005095
Oleispira antarctica,169,164,-5,0.010321,0.01,-0.000321,0.0853458,0.08,-0.0053458
Oscillibacter valericigenes,426,426,+0,0.0260162,0.03,+0.0039838,0.215132,0.22,+0.004868
Owenweeksia hongkongensis,428,427,-1,0.0261383,0.03,+0.0038617,0.216142,0.22,+0.003858
Paenibacillus crassostreae,156,158,+2,0.00952705,0.01,+0.00047295,0.0787807,0.08,+0.0012193
Paenibacillus durus,12,5,-7,0.00073285,0,-0.00073285,0.00606006,0,-0.00606006
Palaeococcus pacificus,891,894,+3,0.0544141,0.05,-0.0044141,0.449959,0.45,+4.1e-05
Paraglaciecola psychrophila,266,264,-2,0.0162448,0.02,+0.0037552,0.134331,0.13,-0.004331
Paraglaciecola sp. T6c,18,24,+6,0.00109927,0,-0.00109927,0.00909008,0.01,+0.00090992
Paraoerskovia marina,212,212,+0,0.012947,0.01,-0.002947,0.107061,0.11,+0.002939
Parasynechococcus marenigrum,280,298,+18,0.0170998,0.02,+0.0029002,0.141401,0.15,+0.008599
Paraurantiacibacter namhicola,88,88,+0,0.00537423,0.01,+0.00462577,0.0444404,0.04,-0.0044404
Parvularcula bermudensis,211,210,-1,0.0128859,0.01,-0.0028859,0.106556,0.11,+0.003444
Pelagerythrobacter marensis,58,58,+0,0.00354211,0,-0.00354211,0.0292903,0.03,+0.0007097
Pelagibacterium halotolerans,4,4,+0,0.000244283,0,-0.000244283,0.00202002,0,-0.00202002
Persephonella marina,91,90,-1,0.00555745,0.01,+0.00444255,0.0459554,0.05,+0.0040446
Phaeobacter gallaeciensis,316,326,+10,0.0192984,0.02,+0.0007016,0.159581,0.16,+0.000419
Phaeobacter inhibens,64,56,-8,0.00390853,0,-0.00390853,0.0323203,0.03,-0.0023203
Photobacterium gaetbulicola,320,316,-4,0.0195427,0.02,+0.0004573,0.161601,0.16,-0.001601
Photobacterium profundum,343,331,-12,0.0209473,0.02,-0.0009473,0.173217,0.17,-0.003217
Phycisphaera mikurensis,120,120,+0,0.0073285,0.01,+0.0026715,0.0606006,0.06,-0.0006006
Picosynechococcus sp. PCC 7002,2,1,-1,0.000122142,0,-0.000122142,0.00101001,0,-0.00101001
Piscirickettsia salmonis,4219,4258,+39,0.257658,0.26,+0.002342,2.13061,2.15,+0.01939
Planktomarina temperata,5,6,+1,0.000305354,0,-0.000305354,0.00252502,0,-0.00252502
Planococcus antarcticus,83,79,-4,0.00506888,0,-0.00506888,0.0419154,0.04,-0.0019154
Planococcus donghaensis,540,564,+24,0.0329782,0.03,-0.0029782,0.272702,0.28,+0.007298
Planococcus kocurii,65,72,+7,0.0039696,0,-0.0039696,0.0328253,0.04,+0.0071747
Planococcus maritimus,48,37,-11,0.0029314,0,-0.0029314,0.0242402,0.02,-0.0042402
Planococcus plakortidis,64,61,-3,0.00390853,0,-0.00390853,0.0323203,0.03,-0.0023203
Polaribacter sp. Hel1_33_78,46,43,-3,0.00280926,0,-0.00280926,0.0232302,0.02,-0.0032302
Polaribacter sp. MED152,36,34,-2,0.00219855,0,-0.00219855,0.0181802,0.02,+0.0018198
Polaribacter vadi,305,305,+0,0.0186266,0.02,+0.0013734,0.154026,0.15,-0.004026
Prochlorococcus marinus,664,671,+7,0.040551,0.04,-0.000551,0.335323,0.34,+0.004677
Prochlorococcus sp. MIT 0604,16,10,-6,0.000977133,0,-0.000977133,0.00808007,0.01,+0.00191993
Prochlorococcus sp. MIT 0801,11,11,+0,0.000671779,0,-0.000671779,0.00555505,0.01,+0.00444495
Prosthecochloris sp. CIB 2401,19,19,+0,0.00116035,0,-0.00116035,0.00959509,0.01,+0.00040491
Pseudalgibacter alginicilyticus,1103,1115,+12,0.0673611,0.07,+0.0026389,0.55702,0.56,+0.00298
Pseudoalteromonas issachenkonii,51,44,-7,0.00311461,0,-0.00311461,0.0257552,0.02,-0.0057552
Pseudoalteromonas luteoviolacea,16,18,+2,0.000977133,0,-0.000977133,0.00808007,0.01,+0.00191993
Pseudoalteromonas phenolica,94,90,-4,0.00574066,0.01,+0.00425934,0.0474704,0.05,+0.0025296
Pseudoalteromonas piratica,17,13,-4,0.0010382,0,-0.0010382,0.00858508,0.01,+0.00141492
Pseudoalteromonas rubra,9,6,-3,0.000549637,0,-0.000549637,0.00454504,0,-0.00454504
Pseudoalteromonas sp. SM9913,25,28,+3,0.00152677,0,-0.00152677,0.0126251,0.01,-0.0026251
Pseudoalteromonas translucida,86,99,+13,0.00525209,0.01,+0.00474791,0.0434304,0.05,+0.0065696
Pseudodesulfovibrio mercurii,196,195,-1,0.0119699,0.01,-0.0019699,0.0989809,0.1,+0.0010191
Pseudodesulfovibrio piezophilus,187,186,-1,0.0114202,0.01,-0.0014202,0.0944359,0.09,-0.0044359
Pseudomonas pohangensis,69,66,-3,0.00421389,0,-0.00421389,0.0348453,0.03,-0.0048453
Pseudomonas sp. MT-1,20,16,-4,0.00122142,0,-0.00122142,0.0101001,0.01,-0.0001001
Pseudovibrio sp. FO-BEG1,134,139,+5,0.00818349,0.01,+0.00181651,0.0676706,0.07,+0.0023294
Psychrobacter sp. AntiMn-1,173,166,-7,0.0105653,0.01,-0.0005653,0.0873658,0.08,-0.0073658
Psychrobacter sp. G,50,52,+2,0.00305354,0,-0.00305354,0.0252502,0.03,+0.0047498
Psychrobacter sp. P11F6,150,167,+17,0.00916062,0.01,+0.00083938,0.0757507,0.08,+0.0042493
Psychrobacter sp. P11G3,745,728,-17,0.0454978,0.04,-0.0054978,0.376228,0.37,-0.006228
Psychrobacter sp. PRwf-1,34,28,-6,0.00207641,0,-0.00207641,0.0171702,0.01,-0.0071702
Psychroflexus torquis,104,102,-2,0.00635137,0.01,+0.00364863,0.0525205,0.05,-0.0025205
Psychromonas ingrahamii,542,537,-5,0.0331004,0.03,-0.0031004,0.273712,0.27,-0.003712
Psychromonas sp. CNPT3,434,435,+1,0.0265047,0.03,+0.0034953,0.219172,0.22,+0.000828
Pusillimonas sp. T7-7,157,157,+0,0.00958812,0.01,+0.00041188,0.0792857,0.08,+0.0007143
Pyrobaculum aerophilum,104,104,+0,0.00635137,0.01,+0.00364863,0.0525205,0.05,-0.0025205
Pyrococcus abyssi,52,52,+0,0.00317568,0,-0.00317568,0.0262602,0.03,+0.0037398
Pyrococcus furiosus,21,21,+0,0.00128249,0,-0.00128249,0.0106051,0.01,-0.0006051
Pyrococcus horikoshii,5,7,+2,0.000305354,0,-0.000305354,0.00252502,0,-0.00252502
Pyrococcus sp. NA2,68,67,-1,0.00415282,0,-0.00415282,0.0343403,0.03,-0.0043403
Pyrococcus sp. ST04,2,N/A,N/A,0.000122142,N/A,N/A,0.00101001,N/A,N/A
Pyrococcus yayanosii,32,31,-1,0.00195427,0,-0.00195427,0.0161601,0.02,+0.0038399
Pyrodictium delaneyi,23,25,+2,0.00140463,0,-0.00140463,0.0116151,0.01,-0.0016151
Pyrolobus fumarii,15,8,-7,0.000916062,0,-0.000916062,0.00757507,0,-0.00757507
Renibacterium salmoninarum,7,5,-2,0.000427496,0,-0.000427496,0.00353503,0,-0.00353503
Rhodobacter xanthinilyticus,18,17,-1,0.00109927,0,-0.00109927,0.00909008,0.01,+0.00090992
Rhodococcus erythropolis,131,116,-15,0.00800028,0.01,+0.00199972,0.0661556,0.06,-0.0061556
Rhodococcus sp. 008,81,92,+11,0.00494674,0.01,+0.00505326,0.0409054,0.05,+0.0090946
Rhodococcus sp. B7740,327,326,-1,0.0199702,0.02,+2.98e-05,0.165137,0.16,-0.005137
Rhodococcus sp. WMMA185,3,2,-1,0.000183212,0,-0.000183212,0.00151501,0,-0.00151501
Rhodoferax ferrireducens,204,203,-1,0.0124584,0.01,-0.0024584,0.103021,0.1,-0.003021
Rhodothermus marinus,535,536,+1,0.0326729,0.03,-0.0026729,0.270177,0.27,-0.000177
Rhodovulum sulfidophilum,197,195,-2,0.012031,0.01,-0.002031,0.0994859,0.1,+0.0005141
Rivularia sp. PCC 7116,4,7,+3,0.000244283,0,-0.000244283,0.00202002,0,-0.00202002
Robiginitalea biformata,131,131,+0,0.00800028,0.01,+0.00199972,0.0661556,0.07,+0.0038444
Roseicyclus elongatus,101,98,-3,0.00616815,0.01,+0.00383185,0.0510055,0.05,-0.0010055
Roseobacter denitrificans,425,422,-3,0.0259551,0.03,+0.0040449,0.214627,0.21,-0.004627
Roseobacter litoralis,164,169,+5,0.0100156,0.01,-1.56e-05,0.0828208,0.09,+0.0071792
Ruegeria pomeroyi,178,183,+5,0.0108706,0.01,-0.0008706,0.0898908,0.09,+0.0001092
Ruegeria sp. TM1040,12,14,+2,0.00073285,0,-0.00073285,0.00606006,0.01,+0.00393994
Saccharophagus degradans,146,146,+0,0.00891634,0.01,+0.00108366,0.0737307,0.07,-0.0037307
Salegentibacter sp. T436,51,51,+0,0.00311461,0,-0.00311461,0.0257552,0.03,+0.0042448
Salinibacter ruber,161,161,+0,0.0098324,0.01,+0.0001676,0.0813057,0.08,-0.0013057
Salinispira pacifica,35,35,+0,0.00213748,0,-0.00213748,0.0176752,0.02,+0.0023248
Salinispora arenicola,89,89,+0,0.0054353,0.01,+0.0045647,0.0449454,0.04,-0.0049454
Salinispora tropica,38,34,-4,0.00232069,0,-0.00232069,0.0191902,0.02,+0.0008098
Salipiger sp. CCB-MM3,53,52,-1,0.00323675,0,-0.00323675,0.0267652,0.03,+0.0032348
Salmonella enterica,25,15,-10,0.00152677,0,-0.00152677,0.0126251,0.01,-0.0026251
Saprospira grandis,361,362,+1,0.0220466,0.02,-0.0020466,0.182307,0.18,-0.002307
Sedimenticola thiotaurini,179,177,-2,0.0109317,0.01,-0.0009317,0.0903958,0.09,-0.0003958
Sediminicola sp. YIK13,69,69,+0,0.00421389,0,-0.00421389,0.0348453,0.03,-0.0048453
Serinicoccus hydrothermalis,5,3,-2,0.000305354,0,-0.000305354,0.00252502,0,-0.00252502
Shewanella amazonensis,54,58,+4,0.00329782,0,-0.00329782,0.0272702,0.03,+0.0027298
Shewanella baltica,5572,5650,+78,0.340287,0.35,+0.009713,2.81389,2.85,+0.03611
Shewanella denitrificans,21,22,+1,0.00128249,0,-0.00128249,0.0106051,0.01,-0.0006051
Shewanella frigidimarina,13,9,-4,0.000793921,0,-0.000793921,0.00656506,0,-0.00656506
Shewanella halifaxensis,333,340,+7,0.0203366,0.02,-0.0003366,0.168167,0.17,+0.001833
Shewanella loihica,18,12,-6,0.00109927,0,-0.00109927,0.00909008,0.01,+0.00090992
Shewanella pealeana,130,118,-12,0.00793921,0.01,+0.00206079,0.0656506,0.06,-0.0056506
Shewanella piezotolerans,287,286,-1,0.0175273,0.02,+0.0024727,0.144936,0.14,-0.004936
Shewanella sediminis,96,84,-12,0.0058628,0.01,+0.0041372,0.0484804,0.04,-0.0084804
Shewanella sp. ANA-3,102,89,-13,0.00622922,0.01,+0.00377078,0.0515105,0.04,-0.0115105
Shewanella sp. MR-4,233,217,-16,0.0142295,0.01,-0.0042295,0.117666,0.11,-0.007666
Shewanella sp. MR-7,222,228,+6,0.0135577,0.01,-0.0035577,0.112111,0.12,+0.007889
Shewanella sp. W3-18-1,83,67,-16,0.00506888,0,-0.00506888,0.0419154,0.03,-0.0119154
Shewanella violacea,152,145,-7,0.00928277,0.01,+0.00071723,0.0767607,0.07,-0.0067607
Shewanella woodyi,417,423,+6,0.0254665,0.03,+0.0045335,0.210587,0.21,-0.000587
Siansivirga zeaxanthinifaciens,42,45,+3,0.00256497,0,-0.00256497,0.0212102,0.02,-0.0012102
Simiduia agarivorans,372,365,-7,0.0227183,0.02,-0.0027183,0.187862,0.18,-0.007862
Sphingopyxis alaskensis,153,153,+0,0.00934384,0.01,+0.00065616,0.0772657,0.08,+0.0027343
Sphingorhabdus lutea,6,5,-1,0.000366425,0,-0.000366425,0.00303003,0,-0.00303003
Spiribacter curvatus,9508,9495,-13,0.580661,0.58,-0.000661,4.80158,4.8,-0.00158
Spiribacter salinus,3322,3329,+7,0.202877,0.2,-0.002877,1.67763,1.68,+0.00237
Spongiibacter sp. IMCC21906,4,7,+3,0.000244283,0,-0.000244283,0.00202002,0,-0.00202002
Staphylothermus hellenicus,10,13,+3,0.000610708,0,-0.000610708,0.00505005,0.01,+0.00494995
Staphylothermus marinus,48,49,+1,0.0029314,0,-0.0029314,0.0242402,0.02,-0.0042402
Stappia sp. ES.058,172,174,+2,0.0105042,0.01,-0.0005042,0.0868608,0.09,+0.0031392
Streptococcus agalactiae,53,53,+0,0.00323675,0,-0.00323675,0.0267652,0.03,+0.0032348
Streptococcus iniae,252,252,+0,0.0153898,0.02,+0.0046102,0.127261,0.13,+0.002739
Streptococcus parauberis,6,4,-2,0.000366425,0,-0.000366425,0.00303003,0,-0.00303003
Streptomyces olivaceus,993,1007,+14,0.0606433,0.06,-0.0006433,0.50147,0.51,+0.00853
Streptomyces sp. CNQ-509,23,25,+2,0.00140463,0,-0.00140463,0.0116151,0.01,-0.0016151
Streptomyces sp. GBA 94-10 4N24,930,851,-79,0.0567959,0.05,-0.0067959,0.469654,0.43,-0.039654
Streptomyces sp. PVA_94-07,821,896,+75,0.0501391,0.05,-0.0001391,0.414609,0.45,+0.035391
Stutzerimonas balearica,139,132,-7,0.00848885,0.01,+0.00151115,0.0701956,0.07,-0.0001956
Stutzerimonas stutzeri,122,118,-4,0.00745064,0.01,+0.00254936,0.0616106,0.06,-0.0016106
Stutzerimonas xanthomarina,86,85,-1,0.00525209,0.01,+0.00474791,0.0434304,0.04,-0.0034304
Sulfitobacter alexandrii,307,304,-3,0.0187487,0.02,+0.0012513,0.155036,0.15,-0.005036
Sulfobacillus acidophilus,1,1,+0,6.10708e-05,0,-6.10708e-05,0.000505005,0,-0.000505005
Sulfurimonas autotrophica,7,6,-1,0.000427496,0,-0.000427496,0.00353503,0,-0.00353503
Sulfurimonas denitrificans,28,30,+2,0.00170998,0,-0.00170998,0.0141401,0.02,+0.0058599
Sulfurovum sp. NBC37-1,2054,2053,-1,0.125439,0.13,+0.004561,1.03728,1.04,+0.00272
Synechococcus sp. CC9311,57,60,+3,0.00348104,0,-0.00348104,0.0287853,0.03,+0.0012147
Synechococcus sp. CC9605,24,27,+3,0.0014657,0,-0.0014657,0.0121201,0.01,-0.0021201
Synechococcus sp. CC9902,159,164,+5,0.00971026,0.01,+0.00028974,0.0802957,0.08,-0.0002957
Synechococcus sp. KORDI-100,53,53,+0,0.00323675,0,-0.00323675,0.0267652,0.03,+0.0032348
Synechococcus sp. KORDI-49,28,27,-1,0.00170998,0,-0.00170998,0.0141401,0.01,-0.0041401
Synechococcus sp. KORDI-52,68,71,+3,0.00415282,0,-0.00415282,0.0343403,0.04,+0.0056597
Synechococcus sp. RCC307,160,159,-1,0.00977133,0.01,+0.00022867,0.0808007,0.08,-0.0008007
Synechococcus sp. WH 7803,140,137,-3,0.00854992,0.01,+0.00145008,0.0707006,0.07,-0.0007006
Synechococcus sp. WH 8020,12,9,-3,0.00073285,0,-0.00073285,0.00606006,0,-0.00606006
Synechococcus sp. WH 8103,306,285,-21,0.0186877,0.02,+0.0013123,0.154531,0.14,-0.014531
Synechococcus sp. WH 8109,88,84,-4,0.00537423,0.01,+0.00462577,0.0444404,0.04,-0.0044404
Syntrophotalea acetylenica,1853,1853,+0,0.113164,0.11,-0.003164,0.935774,0.94,+0.004226
Syntrophotalea carbinolica,116,117,+1,0.00708422,0.01,+0.00291578,0.0585805,0.06,+0.0014195
Tenacibaculum dicentrarchi,812,803,-9,0.0495895,0.05,+0.0004105,0.410064,0.41,-6.4e-05
Tenacibaculum todarodis,176,183,+7,0.0107485,0.01,-0.0007485,0.0888808,0.09,+0.0011192
Teredinibacter turnerae,87,82,-5,0.00531316,0.01,+0.00468684,0.0439354,0.04,-0.0039354
Thalassolituus oleivorans,2264,2296,+32,0.138264,0.14,+0.001736,1.14333,1.16,+0.01667
Thalassoporum mexicanum,84,84,+0,0.00512995,0.01,+0.00487005,0.0424204,0.04,-0.0024204
Thalassotalea crassostreae,51,51,+0,0.00311461,0,-0.00311461,0.0257552,0.03,+0.0042448
Thermaerobacter marianensis,29,29,+0,0.00177105,0,-0.00177105,0.0146451,0.01,-0.0046451
Thermoanaerobacter siderophilus,195,193,-2,0.0119088,0.01,-0.0019088,0.0984759,0.1,+0.0015241
Thermoclostridium stercorarium,290,290,+0,0.0177105,0.02,+0.0022895,0.146451,0.15,+0.003549
Thermococcus barophilus,146,145,-1,0.00891634,0.01,+0.00108366,0.0737307,0.07,-0.0037307
Thermococcus cleftensis,3,3,+0,0.000183212,0,-0.000183212,0.00151501,0,-0.00151501
Thermococcus eurythermalis,6,4,-2,0.000366425,0,-0.000366425,0.00303003,0,-0.00303003
Thermococcus gammatolerans,74,73,-1,0.00451924,0,-0.00451924,0.0373703,0.04,+0.0026297
Thermococcus litoralis,3,3,+0,0.000183212,0,-0.000183212,0.00151501,0,-0.00151501
Thermococcus nautili,6,7,+1,0.000366425,0,-0.000366425,0.00303003,0,-0.00303003
Thermococcus onnurineus,9,9,+0,0.000549637,0,-0.000549637,0.00454504,0,-0.00454504
Thermococcus paralvinellae,10,10,+0,0.000610708,0,-0.000610708,0.00505005,0.01,+0.00494995
Thermococcus piezophilus,95,98,+3,0.00580173,0.01,+0.00419827,0.0479754,0.05,+0.0020246
Thermococcus sp. 4557,47,47,+0,0.00287033,0,-0.00287033,0.0237352,0.02,-0.0037352
Thermococcus sp. AM4,19,17,-2,0.00116035,0,-0.00116035,0.00959509,0.01,+0.00040491
Thermodesulfatator indicus,1,1,+0,6.10708e-05,0,-6.10708e-05,0.000505005,0,-0.000505005
Thermosediminibacter oceani,48,48,+0,0.0029314,0,-0.0029314,0.0242402,0.02,-0.0042402
Thermosipho melanesiensis,29,29,+0,0.00177105,0,-0.00177105,0.0146451,0.01,-0.0046451
Thermosipho sp. 1063,124,124,+0,0.00757278,0.01,+0.00242722,0.0626206,0.06,-0.0026206
Thermotoga maritima,948,1039,+91,0.0578951,0.06,+0.0021049,0.478744,0.52,+0.041256
Thermotoga neapolitana,43,34,-9,0.00262605,0,-0.00262605,0.0217152,0.02,-0.0017152
Thermotoga sp. 2812B,146,107,-39,0.00891634,0.01,+0.00108366,0.0737307,0.05,-0.0237307
Thermotoga sp. Cell2,239,235,-4,0.0145959,0.01,-0.0045959,0.120696,0.12,-0.000696
Thermotoga sp. RQ2,305,264,-41,0.0186266,0.02,+0.0013734,0.154026,0.13,-0.024026
Thermotoga sp. RQ7,30,32,+2,0.00183212,0,-0.00183212,0.0151501,0.02,+0.0048499
Thermovibrio ammonificans,13,14,+1,0.000793921,0,-0.000793921,0.00656506,0.01,+0.00343494
Thermovirga lienii,21,20,-1,0.00128249,0,-0.00128249,0.0106051,0.01,-0.0006051
Thiocystis violascens,271,275,+4,0.0165502,0.02,+0.0034498,0.136856,0.14,+0.003144
Thioflavicoccus mobilis,13,10,-3,0.000793921,0,-0.000793921,0.00656506,0.01,+0.00343494
Thiolapillus brandeum,212,213,+1,0.012947,0.01,-0.002947,0.107061,0.11,+0.002939
Tistrella mobilis,509,508,-1,0.0310851,0.03,-0.0010851,0.257047,0.26,+0.002953
Trichodesmium erythraeum,273,273,+0,0.0166723,0.02,+0.0033277,0.137866,0.14,+0.002134
Tsuneonella dongtanensis,3,3,+0,0.000183212,0,-0.000183212,0.00151501,0,-0.00151501
UNKNOWN,1.43942e+06,1.43942e+06,+0,87.9069,87.91,+0.0031,-,-,N/A
Vibrio alginolyticus,543,469,-74,0.0331615,0.03,-0.0031615,0.274217,0.24,-0.034217
Vibrio anguillarum,2466,2487,+21,0.150601,0.15,-0.000601,1.24534,1.26,+0.01466
Vibrio antiquarius,148,145,-3,0.00903848,0.01,+0.00096152,0.0747407,0.07,-0.0047407
Vibrio breoganii,39,33,-6,0.00238176,0,-0.00238176,0.0196952,0.02,+0.0003048
Vibrio campbellii,175,165,-10,0.0106874,0.01,-0.0006874,0.0883758,0.08,-0.0083758
Vibrio cholerae,358,339,-19,0.0218634,0.02,-0.0018634,0.180792,0.17,-0.010792
Vibrio coralliilyticus,1975,1958,-17,0.120615,0.12,-0.000615,0.997384,0.99,-0.007384
Vibrio furnissii,79,76,-3,0.0048246,0,-0.0048246,0.0398954,0.04,+0.0001046
Vibrio harveyi,78,108,+30,0.00476352,0.01,+0.00523648,0.0393904,0.05,+0.0106096
Vibrio natriegens,1675,1817,+142,0.102294,0.11,+0.007706,0.845883,0.92,+0.074117
Vibrio nigripulchritudo,329,316,-13,0.0200923,0.02,-9.23e-05,0.166147,0.16,-0.006147
Vibrio parahaemolyticus,562,602,+40,0.0343218,0.04,+0.0056782,0.283813,0.3,+0.016187
Vibrio scophthalmi,1289,1259,-30,0.0787203,0.08,+0.0012797,0.650951,0.64,-0.010951
Vibrio sp. EJY3,323,263,-60,0.0197259,0.02,+0.0002741,0.163116,0.13,-0.033116
Vibrio tubiashii,585,600,+15,0.0357264,0.04,+0.0042736,0.295428,0.3,+0.004572
Vibrio vulnificus,154,140,-14,0.00940491,0.01,+0.00059509,0.0777707,0.07,-0.0077707
Weissella ceti,19,17,-2,0.00116035,0,-0.00116035,0.00959509,0.01,+0.00040491
Wenyingzhuangia fucanilytica,350,352,+2,0.0213748,0.02,-0.0013748,0.176752,0.18,+0.003248
Wenzhouxiangella marina,11,9,-2,0.000671779,0,-0.000671779,0.00555505,0,-0.00555505
Winogradskyella sp. PG-2,11,7,-4,0.000671779,0,-0.000671779,0.00555505,0,-0.00555505
Woeseia oceani,295,294,-1,0.0180159,0.02,+0.0019841,0.148976,0.15,+0.001024
Yersinia aldovae,13,7,-6,0.000793921,0,-0.000793921,0.00656506,0,-0.00656506
Yersinia ruckeri,163,159,-4,0.00995454,0.01,+4.546e-05,0.0823157,0.08,-0.0023157
Zunongwangia profunda,221,225,+4,0.0134967,0.01,-0.0034967,0.111606,0.11,-0.001606
alpha proteobacterium HIMB5,147,147,+0,0.00897741,0.01,+0.00102259,0.0742357,0.07,-0.0042357
alpha proteobacterium HIMB59,36,36,+0,0.00219855,0,-0.00219855,0.0181802,0.02,+0.0018198
endosymbiont of unidentified scaly snail isolate Monju,40,45,+5,0.00244283,0,-0.00244283,0.0202002,0.02,-0.0002002
