Name,Count (cami2_sample0_abundance),Count (cami2_marine_sample0_abundance_jn05),Count (diff),Proportion_All(%) (cami2_sample0_abundance),Proportion_All(%) (cami2_marine_sample0_abundance_jn05),Proportion_All(%) (diff),Proportion_Classified(%) (cami2_sample0_abundance),Proportion_Classified(%) (cami2_marine_sample0_abundance_jn05),Proportion_Classified(%) (diff)
Nitrosopumilus piranensis,3,2,-1,0.000182392,0,-0.000182392,0.00164941,0,-0.00164941
Nocardia seriolae,17,20,+3,0.00103355,0,-0.00103355,0.00934667,0.01,+0.00065333
Nocardiopsis dassonvillei,181,181,+0,0.0110043,0.01,-0.0010043,0.0995145,0.1,+0.0004855
Nodularia spumigena,103,98,-5,0.00626212,0.01,+0.00373788,0.0566298,0.05,-0.0066298
Nonlabens dokdonensis,230,230,+0,0.0139834,0.01,-0.0039834,0.126455,0.13,+0.003545
Nonlabens marinus,4,2,-2,0.000243189,0,-0.000243189,0.00219922,0,-0.00219922
Nonlabens sp. Hel1_33_55,4,4,+0,0.000243189,0,-0.000243189,0.00219922,0,-0.00219922
Nonlabens sp. MIC269,2,2,+0,0.000121595,0,-0.000121595,0.00109961,0,-0.00109961
Novosphingobium pentaromativorans,9,10,+1,0.000547175,0,-0.000547175,0.00494824,0.01,+0.00505176
Novosphingobium sp. PP1Y,10,8,-2,0.000607973,0,-0.000607973,0.00549804,0,-0.00549804
Oceanithermus profundus,5,6,+1,0.000303986,0,-0.000303986,0.00274902,0,-0.00274902
Oceanobacillus iheyensis,170,171,+1,0.0103355,0.01,-0.0003355,0.0934667,0.09,-0.0034667
Octadecabacter antarcticus,248,248,+0,0.0150777,0.02,+0.0049223,0.136351,0.14,+0.003649
Octadecabacter arcticus,15,14,-1,0.000911959,0,-0.000911959,0.00824706,0.01,+0.00175294
Octadecabacter temperatus,39,39,+0,0.00237109,0,-0.00237109,0.0214424,0.02,-0.0014424
Oleispira antarctica,161,161,+0,0.00978836,0.01,+0.00021164,0.0885184,0.09,+0.0014816
Oscillibacter valericigenes,205,207,+2,0.0124634,0.01,-0.0024634,0.11271,0.11,-0.00271
Owenweeksia hongkongensis,1,2,+1,6.07973e-05,0,-6.07973e-05,0.000549804,0,-0.000549804
Paenibacillus crassostreae,62,60,-2,0.00376943,0,-0.00376943,0.0340878,0.03,-0.0040878
Paenibacillus durus,273,272,-1,0.0165977,0.02,+0.0034023,0.150096,0.15,-9.6e-05
Palaeococcus pacificus,2808,2810,+2,0.170719,0.17,-0.000719,1.54385,1.54,-0.00385
Paraglaciecola psychrophila,160,157,-3,0.00972756,0.01,+0.00027244,0.0879686,0.09,+0.0020314
Paraglaciecola sp. T6c,209,211,+2,0.0127066,0.01,-0.0027066,0.114909,0.12,+0.005091
Paraoerskovia marina,85,82,-3,0.00516777,0,-0.00516777,0.0467333,0.05,+0.0032667
Parasynechococcus marenigrum,7,11,+4,0.000425581,0,-0.000425581,0.00384863,0.01,+0.00615137
Paraurantiacibacter namhicola,6,5,-1,0.000364784,0,-0.000364784,0.00329882,0,-0.00329882
Parvularcula bermudensis,104,105,+1,0.00632291,0.01,+0.00367709,0.0571796,0.06,+0.0028204
Pelagerythrobacter marensis,12,10,-2,0.000729567,0,-0.000729567,0.00659765,0.01,+0.00340235
Pelagibacterium halotolerans,5,4,-1,0.000303986,0,-0.000303986,0.00274902,0,-0.00274902
Persephonella marina,26,25,-1,0.00158073,0,-0.00158073,0.0142949,0.01,-0.0042949
Phaeobacter gallaeciensis,460,466,+6,0.0279667,0.03,+0.0020333,0.25291,0.26,+0.00709
Phaeobacter inhibens,57,52,-5,0.00346544,0,-0.00346544,0.0313388,0.03,-0.0013388
Photobacterium gaetbulicola,427,414,-13,0.0259604,0.03,+0.0040396,0.234766,0.23,-0.004766
Photobacterium profundum,297,284,-13,0.0180568,0.02,+0.0019432,0.163292,0.16,-0.003292
Phycisphaera mikurensis,101,101,+0,0.00614052,0.01,+0.00385948,0.0555302,0.06,+0.0044698
Piscirickettsia salmonis,4047,4070,+23,0.246047,0.25,+0.003953,2.22506,2.24,+0.01494
Planktomarina temperata,103,107,+4,0.00626212,0.01,+0.00373788,0.0566298,0.06,+0.0033702
Planococcus antarcticus,2,3,+1,0.000121595,0,-0.000121595,0.00109961,0,-0.00109961
Planococcus donghaensis,9,16,+7,0.000547175,0,-0.000547175,0.00494824,0.01,+0.00505176
Planococcus kocurii,7,10,+3,0.000425581,0,-0.000425581,0.00384863,0.01,+0.00615137
Planococcus maritimus,69,65,-4,0.00419501,0,-0.00419501,0.0379365,0.04,+0.0020635
Planococcus plakortidis,105,105,+0,0.00638371,0.01,+0.00361629,0.0577294,0.06,+0.0022706
Polaribacter sp. Hel1_33_78,106,106,+0,0.00644451,0.01,+0.00355549,0.0582792,0.06,+0.0017208
Polaribacter sp. MED152,5,5,+0,0.000303986,0,-0.000303986,0.00274902,0,-0.00274902
Polaribacter vadi,66,70,+4,0.00401262,0,-0.00401262,0.0362871,0.04,+0.0037129
Prochlorococcus marinus,957,947,-10,0.058183,0.06,+0.001817,0.526162,0.52,-0.006162
Prochlorococcus sp. MIT 0604,11,10,-1,0.00066877,0,-0.00066877,0.00604784,0.01,+0.00395216
Prochlorococcus sp. MIT 0801,97,104,+7,0.00589733,0.01,+0.00410267,0.053331,0.06,+0.006669
Prosthecochloris sp. CIB 2401,1,1,+0,6.07973e-05,0,-6.07973e-05,0.000549804,0,-0.000549804
Pseudalgibacter alginicilyticus,295,299,+4,0.0179352,0.02,+0.0020648,0.162192,0.16,-0.002192
Pseudoalteromonas issachenkonii,35,29,-6,0.0021279,0,-0.0021279,0.0192431,0.02,+0.0007569
Pseudoalteromonas luteoviolacea,180,183,+3,0.0109435,0.01,-0.0009435,0.0989647,0.1,+0.0010353
Pseudoalteromonas phenolica,22,13,-9,0.00133754,0,-0.00133754,0.0120957,0.01,-0.0020957
Pseudoalteromonas piratica,16,9,-7,0.000972756,0,-0.000972756,0.00879686,0,-0.00879686
Pseudoalteromonas rubra,14,21,+7,0.000851162,0,-0.000851162,0.00769726,0.01,+0.00230274
Pseudoalteromonas sp. SM9913,26,27,+1,0.00158073,0,-0.00158073,0.0142949,0.01,-0.0042949
Pseudoalteromonas translucida,573,590,+17,0.0348368,0.04,+0.0051632,0.315038,0.32,+0.004962
Pseudodesulfovibrio mercurii,315,316,+1,0.0191511,0.02,+0.0008489,0.173188,0.17,-0.003188
Pseudodesulfovibrio piezophilus,4,4,+0,0.000243189,0,-0.000243189,0.00219922,0,-0.00219922
Pseudomonas pohangensis,14,9,-5,0.000851162,0,-0.000851162,0.00769726,0,-0.00769726
Pseudomonas sp. MT-1,40,36,-4,0.00243189,0,-0.00243189,0.0219922,0.02,-0.0019922
Pseudovibrio sp. FO-BEG1,9,10,+1,0.000547175,0,-0.000547175,0.00494824,0.01,+0.00505176
Psychrobacter sp. AntiMn-1,130,137,+7,0.00790364,0.01,+0.00209636,0.0714745,0.08,+0.0085255
Psychrobacter sp. G,67,71,+4,0.00407342,0,-0.00407342,0.0368369,0.04,+0.0031631
Psychrobacter sp. P11F6,55,62,+7,0.00334385,0,-0.00334385,0.0302392,0.03,-0.0002392
Psychrobacter sp. P11G3,647,631,-16,0.0393358,0.04,+0.0006642,0.355723,0.35,-0.005723
Psychrobacter sp. PRwf-1,19,11,-8,0.00115515,0,-0.00115515,0.0104463,0.01,-0.0004463
Psychroflexus torquis,2,1,-1,0.000121595,0,-0.000121595,0.00109961,0,-0.00109961
Psychromonas ingrahamii,16,13,-3,0.000972756,0,-0.000972756,0.00879686,0.01,+0.00120314
Psychromonas sp. CNPT3,12,14,+2,0.000729567,0,-0.000729567,0.00659765,0.01,+0.00340235
Pusillimonas sp. T7-7,158,159,+1,0.00960597,0.01,+0.00039403,0.086869,0.09,+0.003131
Pyrobaculum aerophilum,55,55,+0,0.00334385,0,-0.00334385,0.0302392,0.03,-0.0002392
Pyrococcus abyssi,100,98,-2,0.00607973,0.01,+0.00392027,0.0549804,0.05,-0.0049804
Pyrococcus furiosus,38,38,+0,0.0023103,0,-0.0023103,0.0208926,0.02,-0.0008926
Pyrococcus horikoshii,5,8,+3,0.000303986,0,-0.000303986,0.00274902,0,-0.00274902
Pyrococcus sp. NA2,134,134,+0,0.00814683,0.01,+0.00185317,0.0736737,0.07,-0.0036737
Pyrococcus sp. ST04,2,2,+0,0.000121595,0,-0.000121595,0.00109961,0,-0.00109961
Pyrococcus yayanosii,29,33,+4,0.00176312,0,-0.00176312,0.0159443,0.02,+0.0040557
Pyrodictium delaneyi,18,20,+2,0.00109435,0,-0.00109435,0.00989647,0.01,+0.00010353
Pyrolobus fumarii,13,9,-4,0.000790364,0,-0.000790364,0.00714745,0,-0.00714745
Renibacterium salmoninarum,1,2,+1,6.07973e-05,0,-6.07973e-05,0.000549804,0,-0.000549804
Rhodobacter xanthinilyticus,24,27,+3,0.00145913,0,-0.00145913,0.0131953,0.01,-0.0031953
Rhodococcus erythropolis,117,110,-7,0.00711328,0.01,+0.00288672,0.0643271,0.06,-0.0043271
Rhodococcus sp. 008,69,79,+10,0.00419501,0,-0.00419501,0.0379365,0.04,+0.0020635
Rhodococcus sp. B7740,644,644,+0,0.0391534,0.04,+0.0008466,0.354074,0.35,-0.004074
Rhodococcus sp. WMMA185,5,3,-2,0.000303986,0,-0.000303986,0.00274902,0,-0.00274902
Rhodoferax ferrireducens,240,241,+1,0.0145913,0.01,-0.0045913,0.131953,0.13,-0.001953
Rhodothermus marinus,299,300,+1,0.0181784,0.02,+0.0018216,0.164391,0.16,-0.004391
Rhodovulum sulfidophilum,83,82,-1,0.00504617,0,-0.00504617,0.0456337,0.05,+0.0043663
Rivularia sp. PCC 7116,120,121,+1,0.00729567,0.01,+0.00270433,0.0659765,0.07,+0.0040235
Robiginitalea biformata,1,N/A,N/A,6.07973e-05,N/A,N/A,0.000549804,N/A,N/A
Roseicyclus elongatus,122,122,+0,0.00741727,0.01,+0.00258273,0.0670761,0.07,+0.0029239
Roseobacter denitrificans,224,222,-2,0.0136186,0.01,-0.0036186,0.123156,0.12,-0.003156
Roseobacter litoralis,38,39,+1,0.0023103,0,-0.0023103,0.0208926,0.02,-0.0008926
Ruegeria pomeroyi,14,16,+2,0.000851162,0,-0.000851162,0.00769726,0.01,+0.00230274
Ruegeria sp. TM1040,16,14,-2,0.000972756,0,-0.000972756,0.00879686,0.01,+0.00120314
Saccharophagus degradans,6,7,+1,0.000364784,0,-0.000364784,0.00329882,0,-0.00329882
Salegentibacter sp. T436,9,8,-1,0.000547175,0,-0.000547175,0.00494824,0,-0.00494824
Salinibacter ruber,161,161,+0,0.00978836,0.01,+0.00021164,0.0885184,0.09,+0.0014816
Salinispora arenicola,254,250,-4,0.0154425,0.02,+0.0045575,0.13965,0.14,+0.00035
Salinispora tropica,1767,1778,+11,0.107429,0.11,+0.002571,0.971504,0.98,+0.008496
Salipiger sp. CCB-MM3,696,688,-8,0.0423149,0.04,-0.0023149,0.382664,0.38,-0.002664
Salmonella enterica,31,20,-11,0.00188472,0,-0.00188472,0.0170439,0.01,-0.0070439
Saprospira grandis,167,167,+0,0.0101531,0.01,-0.0001531,0.0918173,0.09,-0.0018173
Sedimenticola thiotaurini,5,4,-1,0.000303986,0,-0.000303986,0.00274902,0,-0.00274902
Sediminicola sp. YIK13,N/A,1,N/A,N/A,0,N/A,N/A,0,N/A
Serinicoccus hydrothermalis,45,44,-1,0.00273588,0,-0.00273588,0.0247412,0.02,-0.0047412
Shewanella amazonensis,13,13,+0,0.000790364,0,-0.000790364,0.00714745,0.01,+0.00285255
Shewanella baltica,1720,1792,+72,0.104571,0.11,+0.005429,0.945663,0.99,+0.044337
Shewanella denitrificans,58,61,+3,0.00352624,0,-0.00352624,0.0318886,0.03,-0.0018886
Shewanella frigidimarina,78,73,-5,0.00474219,0,-0.00474219,0.0428847,0.04,-0.0028847
Shewanella halifaxensis,604,606,+2,0.0367215,0.04,+0.0032785,0.332082,0.33,-0.002082
Shewanella loihica,125,115,-10,0.00759966,0.01,+0.00240034,0.0687255,0.06,-0.0087255
Shewanella pealeana,76,62,-14,0.00462059,0,-0.00462059,0.0417851,0.03,-0.0117851
Shewanella piezotolerans,458,460,+2,0.0278451,0.03,+0.0021549,0.25181,0.25,-0.00181
Shewanella sediminis,72,56,-16,0.0043774,0,-0.0043774,0.0395859,0.03,-0.0095859
Shewanella sp. ANA-3,45,33,-12,0.00273588,0,-0.00273588,0.0247412,0.02,-0.0047412
Shewanella sp. MR-4,51,48,-3,0.00310066,0,-0.00310066,0.02804,0.03,+0.00196
Shewanella sp. MR-7,88,91,+3,0.00535016,0.01,+0.00464984,0.0483828,0.05,+0.0016172
Shewanella sp. W3-18-1,39,28,-11,0.00237109,0,-0.00237109,0.0214424,0.02,-0.0014424
Shewanella violacea,44,35,-9,0.00267508,0,-0.00267508,0.0241914,0.02,-0.0041914
Shewanella woodyi,152,163,+11,0.00924118,0.01,+0.00075882,0.0835702,0.09,+0.0064298
Siansivirga zeaxanthinifaciens,3,2,-1,0.000182392,0,-0.000182392,0.00164941,0,-0.00164941
Simiduia agarivorans,10,7,-3,0.000607973,0,-0.000607973,0.00549804,0,-0.00549804
Sphingopyxis alaskensis,4,4,+0,0.000243189,0,-0.000243189,0.00219922,0,-0.00219922
Sphingorhabdus lutea,2,1,-1,0.000121595,0,-0.000121595,0.00109961,0,-0.00109961
Spiribacter curvatus,7342,7335,-7,0.446373,0.45,+0.003627,4.03666,4.03,-0.00666
Spiribacter salinus,2218,2223,+5,0.134848,0.14,+0.005152,1.21947,1.22,+0.00053
Spongiibacter sp. IMCC21906,245,246,+1,0.0148953,0.01,-0.0048953,0.134702,0.14,+0.005298
Staphylothermus hellenicus,10,12,+2,0.000607973,0,-0.000607973,0.00549804,0.01,+0.00450196
Staphylothermus marinus,62,63,+1,0.00376943,0,-0.00376943,0.0340878,0.03,-0.0040878
Stappia sp. ES.058,56,58,+2,0.00340465,0,-0.00340465,0.030789,0.03,-0.000789
Streptococcus agalactiae,11,11,+0,0.00066877,0,-0.00066877,0.00604784,0.01,+0.00395216
Streptococcus iniae,241,242,+1,0.0146521,0.01,-0.0046521,0.132503,0.13,-0.002503
Streptococcus parauberis,32,30,-2,0.00194551,0,-0.00194551,0.0175937,0.02,+0.0024063
Streptomyces olivaceus,1515,1532,+17,0.0921078,0.09,-0.0021078,0.832953,0.84,+0.007047
Streptomyces sp. CNQ-509,32,31,-1,0.00194551,0,-0.00194551,0.0175937,0.02,+0.0024063
Streptomyces sp. GBA 94-10 4N24,581,525,-56,0.0353232,0.03,-0.0053232,0.319436,0.29,-0.029436
Streptomyces sp. PVA_94-07,470,522,+52,0.0285747,0.03,+0.0014253,0.258408,0.29,+0.031592
Stutzerimonas balearica,194,190,-4,0.0117947,0.01,-0.0017947,0.106662,0.1,-0.006662
Stutzerimonas stutzeri,106,116,+10,0.00644451,0.01,+0.00355549,0.0582792,0.06,+0.0017208
Stutzerimonas xanthomarina,9,7,-2,0.000547175,0,-0.000547175,0.00494824,0,-0.00494824
Sulfitobacter alexandrii,70,70,+0,0.00425581,0,-0.00425581,0.0384863,0.04,+0.0015137
Sulfobacillus acidophilus,386,386,+0,0.0234677,0.02,-0.0034677,0.212224,0.21,-0.002224
Sulfurimonas autotrophica,6,6,+0,0.000364784,0,-0.000364784,0.00329882,0,-0.00329882
Sulfurimonas denitrificans,83,89,+6,0.00504617,0.01,+0.00495383,0.0456337,0.05,+0.0043663
Sulfurovum sp. NBC37-1,3668,3662,-6,0.223004,0.22,-0.003004,2.01668,2.01,-0.00668
Synechococcus sp. CC9311,355,361,+6,0.021583,0.02,-0.001583,0.19518,0.2,+0.00482
Synechococcus sp. CC9605,6,12,+6,0.000364784,0,-0.000364784,0.00329882,0.01,+0.00670118
Synechococcus sp. CC9902,119,123,+4,0.00723487,0.01,+0.00276513,0.0654267,0.07,+0.0045733
Synechococcus sp. KORDI-100,42,44,+2,0.00255348,0,-0.00255348,0.0230918,0.02,-0.0030918
Synechococcus sp. KORDI-49,11,6,-5,0.00066877,0,-0.00066877,0.00604784,0,-0.00604784
Synechococcus sp. KORDI-52,10,10,+0,0.000607973,0,-0.000607973,0.00549804,0.01,+0.00450196
Synechococcus sp. RCC307,3,2,-1,0.000182392,0,-0.000182392,0.00164941,0,-0.00164941
Synechococcus sp. WH 7803,675,672,-3,0.0410381,0.04,-0.0010381,0.371118,0.37,-0.001118
Synechococcus sp. WH 8020,86,79,-7,0.00522856,0,-0.00522856,0.0472831,0.04,-0.0072831
Synechococcus sp. WH 8103,8,6,-2,0.000486378,0,-0.000486378,0.00439843,0,-0.00439843
Synechococcus sp. WH 8109,10,7,-3,0.000607973,0,-0.000607973,0.00549804,0,-0.00549804
Syntrophotalea acetylenica,86,85,-1,0.00522856,0.01,+0.00477144,0.0472831,0.05,+0.0027169
Syntrophotalea carbinolica,12,10,-2,0.000729567,0,-0.000729567,0.00659765,0.01,+0.00340235
Tenacibaculum dicentrarchi,291,288,-3,0.017692,0.02,+0.002308,0.159993,0.16,+7e-06
Tenacibaculum todarodis,117,119,+2,0.00711328,0.01,+0.00288672,0.0643271,0.07,+0.0056729
Teredinibacter turnerae,485,485,+0,0.0294867,0.03,+0.0005133,0.266655,0.27,+0.003345
Thalassolituus oleivorans,3406,3425,+19,0.207075,0.21,+0.002925,1.87263,1.88,+0.00737
Thalassoporum mexicanum,1,1,+0,6.07973e-05,0,-6.07973e-05,0.000549804,0,-0.000549804
Thalassotalea crassostreae,171,168,-3,0.0103963,0.01,-0.0003963,0.0940165,0.09,-0.0040165
Thermaerobacter marianensis,67,67,+0,0.00407342,0,-0.00407342,0.0368369,0.04,+0.0031631
Thermoanaerobacter siderophilus,43,42,-1,0.00261428,0,-0.00261428,0.0236416,0.02,-0.0036416
Thermoclostridium stercorarium,103,98,-5,0.00626212,0.01,+0.00373788,0.0566298,0.05,-0.0066298
Thermococcus barophilus,20,18,-2,0.00121595,0,-0.00121595,0.0109961,0.01,-0.0009961
Thermococcus cleftensis,10,11,+1,0.000607973,0,-0.000607973,0.00549804,0.01,+0.00450196
Thermococcus eurythermalis,99,96,-3,0.00601893,0.01,+0.00398107,0.0544306,0.05,-0.0044306
Thermococcus gammatolerans,72,70,-2,0.0043774,0,-0.0043774,0.0395859,0.04,+0.0004141
Thermococcus litoralis,16,14,-2,0.000972756,0,-0.000972756,0.00879686,0.01,+0.00120314
Thermococcus nautili,72,76,+4,0.0043774,0,-0.0043774,0.0395859,0.04,+0.0004141
Thermococcus onnurineus,22,19,-3,0.00133754,0,-0.00133754,0.0120957,0.01,-0.0020957
Thermococcus paralvinellae,34,33,-1,0.00206711,0,-0.00206711,0.0186933,0.02,+0.0013067
Thermococcus piezophilus,8,12,+4,0.000486378,0,-0.000486378,0.00439843,0.01,+0.00560157
Thermococcus sp. 4557,182,184,+2,0.0110651,0.01,-0.0010651,0.100064,0.1,-6.4e-05
Thermococcus sp. AM4,162,158,-4,0.00984916,0.01,+0.00015084,0.0890682,0.09,+0.0009318
Thermodesulfatator indicus,3,5,+2,0.000182392,0,-0.000182392,0.00164941,0,-0.00164941
Thermosediminibacter oceani,4,6,+2,0.000243189,0,-0.000243189,0.00219922,0,-0.00219922
Thermosipho melanesiensis,27,27,+0,0.00164153,0,-0.00164153,0.0148447,0.01,-0.0048447
Thermosipho sp. 1063,3,3,+0,0.000182392,0,-0.000182392,0.00164941,0,-0.00164941
Thermotoga maritima,390,419,+29,0.0237109,0.03,+0.0062891,0.214424,0.23,+0.015576
Thermotoga neapolitana,48,42,-6,0.00291827,0,-0.00291827,0.0263906,0.02,-0.0063906
Thermotoga sp. 2812B,60,44,-16,0.00364784,0,-0.00364784,0.0329882,0.02,-0.0129882
Thermotoga sp. Cell2,61,62,+1,0.00370863,0,-0.00370863,0.033538,0.03,-0.003538
Thermotoga sp. RQ2,84,69,-15,0.00510697,0,-0.00510697,0.0461835,0.04,-0.0061835
Thermotoga sp. RQ7,55,61,+6,0.00334385,0,-0.00334385,0.0302392,0.03,-0.0002392
Thermovibrio ammonificans,2,2,+0,0.000121595,0,-0.000121595,0.00109961,0,-0.00109961
Thermovirga lienii,2,2,+0,0.000121595,0,-0.000121595,0.00109961,0,-0.00109961
Thiocystis violascens,550,553,+3,0.0334385,0.03,-0.0034385,0.302392,0.3,-0.002392
Thioflavicoccus mobilis,17,14,-3,0.00103355,0,-0.00103355,0.00934667,0.01,+0.00065333
Thiolapillus brandeum,278,278,+0,0.0169016,0.02,+0.0030984,0.152846,0.15,-0.002846
Tistrella mobilis,1922,1925,+3,0.116852,0.12,+0.003148,1.05672,1.06,+0.00328
Trichodesmium erythraeum,2,2,+0,0.000121595,0,-0.000121595,0.00109961,0,-0.00109961
Tsuneonella dongtanensis,8,9,+1,0.000486378,0,-0.000486378,0.00439843,0,-0.00439843
UNKNOWN,1.46293e+06,1.46293e+06,+0,88.942,88.94,-0.002,-,-,N/A
Vibrio alginolyticus,359,287,-72,0.0218262,0.02,-0.0018262,0.19738,0.16,-0.03738
Vibrio anguillarum,6666,6683,+17,0.405275,0.41,+0.004725,3.66499,3.67,+0.00501
Vibrio antiquarius,166,139,-27,0.0100923,0.01,-9.23e-05,0.0912675,0.08,-0.0112675
Vibrio breoganii,58,48,-10,0.00352624,0,-0.00352624,0.0318886,0.03,-0.0018886
Vibrio campbellii,145,123,-22,0.0088156,0.01,+0.0011844,0.0797216,0.07,-0.0097216
Vibrio cholerae,823,794,-29,0.0500361,0.05,-3.61e-05,0.452489,0.44,-0.012489
Vibrio coralliilyticus,2997,2975,-22,0.182209,0.18,-0.002209,1.64776,1.64,-0.00776
Vibrio furnissii,60,54,-6,0.00364784,0,-0.00364784,0.0329882,0.03,-0.0029882
Vibrio harveyi,347,408,+61,0.0210966,0.02,-0.0010966,0.190782,0.22,+0.029218
Vibrio natriegens,4266,4579,+313,0.259361,0.28,+0.020639,2.34546,2.52,+0.17454
Vibrio nigripulchritudo,930,918,-12,0.0565415,0.06,+0.0034585,0.511318,0.5,-0.011318
Vibrio parahaemolyticus,821,875,+54,0.0499145,0.05,+8.55e-05,0.451389,0.48,+0.028611
Vibrio scophthalmi,773,717,-56,0.0469963,0.04,-0.0069963,0.424998,0.39,-0.034998
Vibrio sp. EJY3,816,650,-166,0.0496106,0.04,-0.0096106,0.44864,0.36,-0.08864
Vibrio tubiashii,383,393,+10,0.0232854,0.02,-0.0032854,0.210575,0.22,+0.009425
Vibrio vulnificus,346,328,-18,0.0210359,0.02,-0.0010359,0.190232,0.18,-0.010232
Weissella ceti,9,10,+1,0.000547175,0,-0.000547175,0.00494824,0.01,+0.00505176
Wenyingzhuangia fucanilytica,75,74,-1,0.00455979,0,-0.00455979,0.0412353,0.04,-0.0012353
Wenzhouxiangella marina,11,9,-2,0.00066877,0,-0.00066877,0.00604784,0,-0.00604784
Winmispira thermophila,2,3,+1,0.000121595,0,-0.000121595,0.00109961,0,-0.00109961
Woeseia oceani,288,285,-3,0.0175096,0.02,+0.0024904,0.158344,0.16,+0.001656
Yersinia aldovae,9,6,-3,0.000547175,0,-0.000547175,0.00494824,0,-0.00494824
Yersinia ruckeri,26,19,-7,0.00158073,0,-0.00158073,0.0142949,0.01,-0.0042949
Zunongwangia profunda,74,77,+3,0.004499,0,-0.004499,0.0406855,0.04,-0.0006855
alpha proteobacterium HIMB5,22,22,+0,0.00133754,0,-0.00133754,0.0120957,0.01,-0.0020957
alpha proteobacterium HIMB59,1,1,+0,6.07973e-05,0,-6.07973e-05,0.000549804,0,-0.000549804
bacterium AB1,27,27,+0,0.00164153,0,-0.00164153,0.0148447,0.01,-0.0048447
endosymbiont of unidentified scaly snail isolate Monju,162,168,+6,0.00984916,0.01,+0.00015084,0.0890682,0.09,+0.0009318
