Name,Count (cami2_sample5_abundance),Count (cami2_marine_sample5_abundance_jn05),Count (diff),Proportion_All(%) (cami2_sample5_abundance),Proportion_All(%) (cami2_marine_sample5_abundance_jn05),Proportion_All(%) (diff),Proportion_Classified(%) (cami2_sample5_abundance),Proportion_Classified(%) (cami2_marine_sample5_abundance_jn05),Proportion_Classified(%) (diff)
Nitrosococcus oceani,232,229,-3,0.0142088,0.01,-0.0042088,0.111685,0.11,-0.001685
Nitrosopumilus adriaticus,3,4,+1,0.000183735,0,-0.000183735,0.0014442,0,-0.0014442
Nitrosopumilus maritimus,38,39,+1,0.00232731,0,-0.00232731,0.0182932,0.02,+0.0017068
Nitrosopumilus piranensis,34,32,-2,0.00208233,0,-0.00208233,0.0163676,0.02,+0.0036324
Nocardia seriolae,128,129,+1,0.00783936,0.01,+0.00216064,0.0616193,0.06,-0.0016193
Nocardiopsis dassonvillei,16,15,-1,0.00097992,0,-0.00097992,0.00770242,0.01,+0.00229758
Nodularia spumigena,9,7,-2,0.000551205,0,-0.000551205,0.00433261,0,-0.00433261
Nonlabens dokdonensis,569,571,+2,0.0348484,0.03,-0.0048484,0.273917,0.27,-0.003917
Nonlabens marinus,38,36,-2,0.00232731,0,-0.00232731,0.0182932,0.02,+0.0017068
Nonlabens sp. Hel1_33_55,155,155,+0,0.00949298,0.01,+0.00050702,0.0746172,0.07,-0.0046172
Nonlabens sp. MIC269,409,408,-1,0.0250492,0.02,-0.0050492,0.196893,0.2,+0.003107
Novosphingobium pentaromativorans,167,188,+21,0.0102279,0.01,-0.0002279,0.080394,0.09,+0.009606
Novosphingobium sp. PP1Y,538,521,-17,0.0329498,0.03,-0.0029498,0.258994,0.25,-0.008994
Oceanithermus profundus,2,2,+0,0.00012249,0,-0.00012249,0.000962802,0,-0.000962802
Oceanobacillus iheyensis,5,6,+1,0.000306225,0,-0.000306225,0.00240701,0,-0.00240701
Octadecabacter antarcticus,672,678,+6,0.0411566,0.04,-0.0011566,0.323502,0.33,+0.006498
Octadecabacter arcticus,462,455,-7,0.0282952,0.03,+0.0017048,0.222407,0.22,-0.002407
Octadecabacter temperatus,33,29,-4,0.00202109,0,-0.00202109,0.0158862,0.01,-0.0058862
Oleispira antarctica,163,157,-6,0.00998294,0.01,+1.706e-05,0.0784684,0.08,+0.0015316
Oscillibacter valericigenes,97,97,+0,0.00594077,0.01,+0.00405923,0.0466959,0.05,+0.0033041
Owenweeksia hongkongensis,300,298,-2,0.0183735,0.02,+0.0016265,0.14442,0.14,-0.00442
Paenibacillus crassostreae,52,50,-2,0.00318474,0,-0.00318474,0.0250329,0.02,-0.0050329
Paenibacillus durus,1,1,+0,6.1245e-05,0,-6.1245e-05,0.000481401,0,-0.000481401
Palaeococcus pacificus,538,541,+3,0.0329498,0.03,-0.0029498,0.258994,0.26,+0.001006
Paraglaciecola psychrophila,368,367,-1,0.0225382,0.02,-0.0025382,0.177156,0.18,+0.002844
Paraglaciecola sp. T6c,24,27,+3,0.00146988,0,-0.00146988,0.0115536,0.01,-0.0015536
Paraoerskovia marina,85,84,-1,0.00520583,0.01,+0.00479417,0.0409191,0.04,-0.0009191
Parasynechococcus marenigrum,621,668,+47,0.0380332,0.04,+0.0019668,0.29895,0.32,+0.02105
Paraurantiacibacter namhicola,121,122,+1,0.00741065,0.01,+0.00258935,0.0582495,0.06,+0.0017505
Parvularcula bermudensis,38,39,+1,0.00232731,0,-0.00232731,0.0182932,0.02,+0.0017068
Pelagerythrobacter marensis,14,14,+0,0.00085743,0,-0.00085743,0.00673961,0.01,+0.00326039
Pelagibacterium halotolerans,6,4,-2,0.00036747,0,-0.00036747,0.00288841,0,-0.00288841
Persephonella marina,36,36,+0,0.00220482,0,-0.00220482,0.0173304,0.02,+0.0026696
Phaeobacter gallaeciensis,246,251,+5,0.0150663,0.02,+0.0049337,0.118425,0.12,+0.001575
Phaeobacter inhibens,20,19,-1,0.0012249,0,-0.0012249,0.00962802,0.01,+0.00037198
Photobacterium gaetbulicola,73,70,-3,0.00447089,0,-0.00447089,0.0351423,0.03,-0.0051423
Photobacterium profundum,510,501,-9,0.031235,0.03,-0.001235,0.245515,0.24,-0.005515
Picosynechococcus sp. PCC 7002,3,2,-1,0.000183735,0,-0.000183735,0.0014442,0,-0.0014442
Piscirickettsia salmonis,4805,4843,+38,0.294282,0.3,+0.005718,2.31313,2.33,+0.01687
Planktomarina temperata,11,14,+3,0.000673695,0,-0.000673695,0.00529541,0.01,+0.00470459
Planococcus antarcticus,94,90,-4,0.00575703,0.01,+0.00424297,0.0452517,0.04,-0.0052517
Planococcus donghaensis,434,458,+24,0.0265803,0.03,+0.0034197,0.208928,0.22,+0.011072
Planococcus kocurii,153,152,-1,0.00937049,0.01,+0.00062951,0.0736544,0.07,-0.0036544
Planococcus maritimus,334,323,-11,0.0204558,0.02,-0.0004558,0.160788,0.16,-0.000788
Planococcus plakortidis,600,605,+5,0.036747,0.04,+0.003253,0.288841,0.29,+0.001159
Polaribacter sp. Hel1_33_78,53,45,-8,0.00324599,0,-0.00324599,0.0255143,0.02,-0.0055143
Polaribacter sp. MED152,13,12,-1,0.000796185,0,-0.000796185,0.00625821,0.01,+0.00374179
Polaribacter vadi,47,48,+1,0.00287852,0,-0.00287852,0.0226259,0.02,-0.0026259
Prochlorococcus marinus,445,450,+5,0.027254,0.03,+0.002746,0.214223,0.22,+0.005777
Prochlorococcus sp. MIT 0604,70,67,-3,0.00428715,0,-0.00428715,0.0336981,0.03,-0.0036981
Prochlorococcus sp. MIT 0801,51,52,+1,0.0031235,0,-0.0031235,0.0245515,0.03,+0.0054485
Prosthecochloris sp. CIB 2401,2,2,+0,0.00012249,0,-0.00012249,0.000962802,0,-0.000962802
Pseudalgibacter alginicilyticus,1041,1047,+6,0.0637561,0.06,-0.0037561,0.501139,0.5,-0.001139
Pseudoalteromonas issachenkonii,48,36,-12,0.00293976,0,-0.00293976,0.0231073,0.02,-0.0031073
Pseudoalteromonas luteoviolacea,218,215,-3,0.0133514,0.01,-0.0033514,0.104945,0.1,-0.004945
Pseudoalteromonas phenolica,98,96,-2,0.00600201,0.01,+0.00399799,0.0471773,0.05,+0.0028227
Pseudoalteromonas piratica,13,9,-4,0.000796185,0,-0.000796185,0.00625821,0,-0.00625821
Pseudoalteromonas rubra,174,175,+1,0.0106566,0.01,-0.0006566,0.0837638,0.08,-0.0037638
Pseudoalteromonas sp. SM9913,26,27,+1,0.00159237,0,-0.00159237,0.0125164,0.01,-0.0025164
Pseudoalteromonas translucida,331,342,+11,0.0202721,0.02,-0.0002721,0.159344,0.16,+0.000656
Pseudodesulfovibrio mercurii,142,144,+2,0.00869679,0.01,+0.00130321,0.068359,0.07,+0.001641
Pseudodesulfovibrio piezophilus,212,210,-2,0.0129839,0.01,-0.0029839,0.102057,0.1,-0.002057
Pseudomonas pohangensis,108,103,-5,0.00661446,0.01,+0.00338554,0.0519913,0.05,-0.0019913
Pseudomonas sp. MT-1,22,18,-4,0.00134739,0,-0.00134739,0.0105908,0.01,-0.0005908
Pseudovibrio sp. FO-BEG1,195,196,+1,0.0119428,0.01,-0.0019428,0.0938732,0.09,-0.0038732
Psychrobacter sp. AntiMn-1,165,169,+4,0.0101054,0.01,-0.0001054,0.0794312,0.08,+0.0005688
Psychrobacter sp. G,163,165,+2,0.00998294,0.01,+1.706e-05,0.0784684,0.08,+0.0015316
Psychrobacter sp. P11F6,208,223,+15,0.012739,0.01,-0.002739,0.100131,0.11,+0.009869
Psychrobacter sp. P11G3,859,841,-18,0.0526095,0.05,-0.0026095,0.413524,0.4,-0.013524
Psychrobacter sp. PRwf-1,25,21,-4,0.00153113,0,-0.00153113,0.012035,0.01,-0.002035
Psychroflexus torquis,95,96,+1,0.00581828,0.01,+0.00418172,0.0457331,0.05,+0.0042669
Psychromonas ingrahamii,337,332,-5,0.0206396,0.02,-0.0006396,0.162232,0.16,-0.002232
Psychromonas sp. CNPT3,259,256,-3,0.0158625,0.02,+0.0041375,0.124683,0.12,-0.004683
Pusillimonas sp. T7-7,33,33,+0,0.00202109,0,-0.00202109,0.0158862,0.02,+0.0041138
Pyrobaculum aerophilum,N/A,1,N/A,N/A,0,N/A,N/A,0,N/A
Pyrococcus abyssi,23,23,+0,0.00140864,0,-0.00140864,0.0110722,0.01,-0.0010722
Pyrococcus furiosus,95,95,+0,0.00581828,0.01,+0.00418172,0.0457331,0.05,+0.0042669
Pyrococcus horikoshii,83,86,+3,0.00508334,0.01,+0.00491666,0.0399563,0.04,+4.37e-05
Pyrococcus sp. NA2,368,368,+0,0.0225382,0.02,-0.0025382,0.177156,0.18,+0.002844
Pyrococcus sp. ST04,41,40,-1,0.00251105,0,-0.00251105,0.0197374,0.02,+0.0002626
Pyrococcus yayanosii,23,22,-1,0.00140864,0,-0.00140864,0.0110722,0.01,-0.0010722
Pyrodictium delaneyi,14,14,+0,0.00085743,0,-0.00085743,0.00673961,0.01,+0.00326039
Pyrolobus fumarii,33,33,+0,0.00202109,0,-0.00202109,0.0158862,0.02,+0.0041138
Renibacterium salmoninarum,69,70,+1,0.00422591,0,-0.00422591,0.0332167,0.03,-0.0032167
Rhodobacter xanthinilyticus,25,24,-1,0.00153113,0,-0.00153113,0.012035,0.01,-0.002035
Rhodococcus erythropolis,123,118,-5,0.00753314,0.01,+0.00246686,0.0592123,0.06,+0.0007877
Rhodococcus sp. 008,94,100,+6,0.00575703,0.01,+0.00424297,0.0452517,0.05,+0.0047483
Rhodococcus sp. B7740,48,47,-1,0.00293976,0,-0.00293976,0.0231073,0.02,-0.0031073
Rhodococcus sp. WMMA185,4,2,-2,0.00024498,0,-0.00024498,0.0019256,0,-0.0019256
Rhodoferax ferrireducens,77,77,+0,0.00471587,0,-0.00471587,0.0370679,0.04,+0.0029321
Rhodothermus marinus,191,191,+0,0.0116978,0.01,-0.0016978,0.0919476,0.09,-0.0019476
Rhodovulum sulfidophilum,2,5,+3,0.00012249,0,-0.00012249,0.000962802,0,-0.000962802
Rivularia sp. PCC 7116,5,9,+4,0.000306225,0,-0.000306225,0.00240701,0,-0.00240701
Robiginitalea biformata,55,53,-2,0.00336848,0,-0.00336848,0.0264771,0.03,+0.0035229
Roseicyclus elongatus,395,398,+3,0.0241918,0.02,-0.0041918,0.190153,0.19,-0.000153
Roseobacter denitrificans,190,184,-6,0.0116366,0.01,-0.0016366,0.0914662,0.09,-0.0014662
Roseobacter litoralis,278,283,+5,0.0170261,0.02,+0.0029739,0.133829,0.14,+0.006171
Ruegeria pomeroyi,9,10,+1,0.000551205,0,-0.000551205,0.00433261,0,-0.00433261
Ruegeria sp. TM1040,27,32,+5,0.00165362,0,-0.00165362,0.0129978,0.02,+0.0070022
Saccharophagus degradans,158,157,-1,0.00967671,0.01,+0.00032329,0.0760614,0.08,+0.0039386
Salegentibacter sp. T436,180,181,+1,0.0110241,0.01,-0.0010241,0.0866522,0.09,+0.0033478
Salinibacter ruber,250,250,+0,0.0153113,0.02,+0.0046887,0.12035,0.12,-0.00035
Salinispira pacifica,75,72,-3,0.00459338,0,-0.00459338,0.0361051,0.03,-0.0061051
Salinispora arenicola,105,104,-1,0.00643073,0.01,+0.00356927,0.0505471,0.05,-0.0005471
Salinispora tropica,77,80,+3,0.00471587,0,-0.00471587,0.0370679,0.04,+0.0029321
Salipiger sp. CCB-MM3,47,43,-4,0.00287852,0,-0.00287852,0.0226259,0.02,-0.0026259
Salmonella enterica,175,171,-4,0.0107179,0.01,-0.0007179,0.0842452,0.08,-0.0042452
Saprospira grandis,155,154,-1,0.00949298,0.01,+0.00050702,0.0746172,0.07,-0.0046172
Sedimenticola thiotaurini,2,2,+0,0.00012249,0,-0.00012249,0.000962802,0,-0.000962802
Sediminicola sp. YIK13,148,143,-5,0.00906426,0.01,+0.00093574,0.0712474,0.07,-0.0012474
Serinicoccus hydrothermalis,48,48,+0,0.00293976,0,-0.00293976,0.0231073,0.02,-0.0031073
Shewanella amazonensis,109,112,+3,0.00667571,0.01,+0.00332429,0.0524727,0.05,-0.0024727
Shewanella baltica,13489,13629,+140,0.826134,0.83,+0.003866,6.49362,6.56,+0.06638
Shewanella denitrificans,17,17,+0,0.00104117,0,-0.00104117,0.00818382,0.01,+0.00181618
Shewanella frigidimarina,26,14,-12,0.00159237,0,-0.00159237,0.0125164,0.01,-0.0025164
Shewanella halifaxensis,439,431,-8,0.0268866,0.03,+0.0031134,0.211335,0.21,-0.001335
Shewanella loihica,59,50,-9,0.00361346,0,-0.00361346,0.0284027,0.02,-0.0084027
Shewanella pealeana,65,60,-5,0.00398093,0,-0.00398093,0.0312911,0.03,-0.0012911
Shewanella piezotolerans,172,171,-1,0.0105341,0.01,-0.0005341,0.082801,0.08,-0.002801
Shewanella sediminis,38,30,-8,0.00232731,0,-0.00232731,0.0182932,0.01,-0.0082932
Shewanella sp. ANA-3,56,35,-21,0.00342972,0,-0.00342972,0.0269585,0.02,-0.0069585
Shewanella sp. MR-4,66,50,-16,0.00404217,0,-0.00404217,0.0317725,0.02,-0.0117725
Shewanella sp. MR-7,57,47,-10,0.00349097,0,-0.00349097,0.0274399,0.02,-0.0074399
Shewanella sp. W3-18-1,145,113,-32,0.00888053,0.01,+0.00111947,0.0698032,0.05,-0.0198032
Shewanella violacea,29,22,-7,0.00177611,0,-0.00177611,0.0139606,0.01,-0.0039606
Shewanella woodyi,209,214,+5,0.0128002,0.01,-0.0028002,0.100613,0.1,-0.000613
Siansivirga zeaxanthinifaciens,58,59,+1,0.00355221,0,-0.00355221,0.0279213,0.03,+0.0020787
Simiduia agarivorans,42,42,+0,0.00257229,0,-0.00257229,0.0202188,0.02,-0.0002188
Sphingopyxis alaskensis,6,4,-2,0.00036747,0,-0.00036747,0.00288841,0,-0.00288841
Sphingorhabdus lutea,5,3,-2,0.000306225,0,-0.000306225,0.00240701,0,-0.00240701
Spiribacter curvatus,4030,4023,-7,0.246817,0.25,+0.003183,1.94005,1.94,-5e-05
Spiribacter salinus,1792,1798,+6,0.109751,0.11,+0.000249,0.862671,0.87,+0.007329
Spongiibacter sp. IMCC21906,10,13,+3,0.00061245,0,-0.00061245,0.00481401,0.01,+0.00518599
Staphylothermus hellenicus,N/A,1,N/A,N/A,0,N/A,N/A,0,N/A
Staphylothermus marinus,22,22,+0,0.00134739,0,-0.00134739,0.0105908,0.01,-0.0005908
Stappia sp. ES.058,88,87,-1,0.00538956,0.01,+0.00461044,0.0423633,0.04,-0.0023633
Streptococcus agalactiae,520,514,-6,0.0318474,0.03,-0.0018474,0.250329,0.25,-0.000329
Streptococcus iniae,708,714,+6,0.0433615,0.04,-0.0033615,0.340832,0.34,-0.000832
Streptococcus parauberis,9,6,-3,0.000551205,0,-0.000551205,0.00433261,0,-0.00433261
Streptomyces olivaceus,143,169,+26,0.00875804,0.01,+0.00124196,0.0688404,0.08,+0.0111596
Streptomyces sp. CNQ-509,45,42,-3,0.00275603,0,-0.00275603,0.021663,0.02,-0.001663
Streptomyces sp. GBA 94-10 4N24,3234,2900,-334,0.198066,0.18,-0.018066,1.55685,1.4,-0.15685
Streptomyces sp. PVA_94-07,2971,3296,+325,0.181959,0.2,+0.018041,1.43024,1.59,+0.15976
Stutzerimonas balearica,179,171,-8,0.0109629,0.01,-0.0009629,0.0861708,0.08,-0.0061708
Stutzerimonas stutzeri,84,99,+15,0.00514458,0.01,+0.00485542,0.0404377,0.05,+0.0095623
Stutzerimonas xanthomarina,13,7,-6,0.000796185,0,-0.000796185,0.00625821,0,-0.00625821
Sulfitobacter alexandrii,10,12,+2,0.00061245,0,-0.00061245,0.00481401,0.01,+0.00518599
Sulfobacillus acidophilus,2,N/A,N/A,0.00012249,N/A,N/A,0.000962802,N/A,N/A
Sulfurimonas autotrophica,50,50,+0,0.00306225,0,-0.00306225,0.0240701,0.02,-0.0040701
Sulfurimonas denitrificans,47,48,+1,0.00287852,0,-0.00287852,0.0226259,0.02,-0.0026259
Sulfurovum sp. NBC37-1,2246,2245,-1,0.137556,0.14,+0.002444,1.08123,1.08,-0.00123
Synechococcus sp. CC9311,18,24,+6,0.00110241,0,-0.00110241,0.00866522,0.01,+0.00133478
Synechococcus sp. CC9605,12,19,+7,0.00073494,0,-0.00073494,0.00577681,0.01,+0.00422319
Synechococcus sp. CC9902,106,108,+2,0.00649197,0.01,+0.00350803,0.0510285,0.05,-0.0010285
Synechococcus sp. KORDI-100,9,11,+2,0.000551205,0,-0.000551205,0.00433261,0.01,+0.00566739
Synechococcus sp. KORDI-49,43,41,-2,0.00263354,0,-0.00263354,0.0207002,0.02,-0.0007002
Synechococcus sp. KORDI-52,35,35,+0,0.00214358,0,-0.00214358,0.016849,0.02,+0.003151
Synechococcus sp. RCC307,103,102,-1,0.00630824,0.01,+0.00369176,0.0495843,0.05,+0.0004157
Synechococcus sp. WH 7803,19,16,-3,0.00116366,0,-0.00116366,0.00914662,0.01,+0.00085338
Synechococcus sp. WH 8020,38,35,-3,0.00232731,0,-0.00232731,0.0182932,0.02,+0.0017068
Synechococcus sp. WH 8103,853,796,-57,0.052242,0.05,-0.002242,0.410635,0.38,-0.030635
Synechococcus sp. WH 8109,31,27,-4,0.0018986,0,-0.0018986,0.0149234,0.01,-0.0049234
Syntrophotalea acetylenica,17064,17047,-17,1.04508,1.04,-0.00508,8.21463,8.21,-0.00463
Syntrophotalea carbinolica,1209,1217,+8,0.0740452,0.07,-0.0040452,0.582014,0.59,+0.007986
Tenacibaculum dicentrarchi,1654,1638,-16,0.101299,0.1,-0.001299,0.796237,0.79,-0.006237
Tenacibaculum todarodis,143,149,+6,0.00875804,0.01,+0.00124196,0.0688404,0.07,+0.0011596
Teredinibacter turnerae,6,6,+0,0.00036747,0,-0.00036747,0.00288841,0,-0.00288841
Thalassolituus oleivorans,2713,2741,+28,0.166158,0.17,+0.003842,1.30604,1.32,+0.01396
Thalassoporum mexicanum,99,99,+0,0.00606326,0.01,+0.00393674,0.0476587,0.05,+0.0023413
Thalassotalea crassostreae,37,35,-2,0.00226607,0,-0.00226607,0.0178118,0.02,+0.0021882
Thermaerobacter marianensis,2,1,-1,0.00012249,0,-0.00012249,0.000962802,0,-0.000962802
Thermoanaerobacter siderophilus,3,3,+0,0.000183735,0,-0.000183735,0.0014442,0,-0.0014442
Thermoclostridium stercorarium,6,5,-1,0.00036747,0,-0.00036747,0.00288841,0,-0.00288841
Thermococcus barophilus,96,96,+0,0.00587952,0.01,+0.00412048,0.0462145,0.05,+0.0037855
Thermococcus cleftensis,47,48,+1,0.00287852,0,-0.00287852,0.0226259,0.02,-0.0026259
Thermococcus eurythermalis,5,4,-1,0.000306225,0,-0.000306225,0.00240701,0,-0.00240701
Thermococcus gammatolerans,13,12,-1,0.000796185,0,-0.000796185,0.00625821,0.01,+0.00374179
Thermococcus litoralis,22,20,-2,0.00134739,0,-0.00134739,0.0105908,0.01,-0.0005908
Thermococcus nautili,4,2,-2,0.00024498,0,-0.00024498,0.0019256,0,-0.0019256
Thermococcus onnurineus,3,2,-1,0.000183735,0,-0.000183735,0.0014442,0,-0.0014442
Thermococcus paralvinellae,2,2,+0,0.00012249,0,-0.00012249,0.000962802,0,-0.000962802
Thermococcus piezophilus,2,4,+2,0.00012249,0,-0.00012249,0.000962802,0,-0.000962802
Thermococcus sp. 4557,46,49,+3,0.00281727,0,-0.00281727,0.0221444,0.02,-0.0021444
Thermococcus sp. AM4,2,1,-1,0.00012249,0,-0.00012249,0.000962802,0,-0.000962802
Thermodesulfatator indicus,1,2,+1,6.1245e-05,0,-6.1245e-05,0.000481401,0,-0.000481401
Thermoplasma volcanium,54,54,+0,0.00330723,0,-0.00330723,0.0259957,0.03,+0.0040043
Thermosediminibacter oceani,1,1,+0,6.1245e-05,0,-6.1245e-05,0.000481401,0,-0.000481401
Thermosipho sp. 1063,30,30,+0,0.00183735,0,-0.00183735,0.014442,0.01,-0.004442
Thermotoga maritima,676,742,+66,0.0414016,0.05,+0.0085984,0.325427,0.36,+0.034573
Thermotoga neapolitana,34,29,-5,0.00208233,0,-0.00208233,0.0163676,0.01,-0.0063676
Thermotoga sp. 2812B,136,96,-40,0.00832932,0.01,+0.00167068,0.0654705,0.05,-0.0154705
Thermotoga sp. Cell2,158,164,+6,0.00967671,0.01,+0.00032329,0.0760614,0.08,+0.0039386
Thermotoga sp. RQ2,212,181,-31,0.0129839,0.01,-0.0029839,0.102057,0.09,-0.012057
Thermotoga sp. RQ7,21,25,+4,0.00128615,0,-0.00128615,0.0101094,0.01,-0.0001094
Thermovibrio ammonificans,3,5,+2,0.000183735,0,-0.000183735,0.0014442,0,-0.0014442
Thermovirga lienii,147,146,-1,0.00900302,0.01,+0.00099698,0.070766,0.07,-0.000766
Thiocystis violascens,438,439,+1,0.0268253,0.03,+0.0031747,0.210854,0.21,-0.000854
Thioflavicoccus mobilis,8,7,-1,0.00048996,0,-0.00048996,0.00385121,0,-0.00385121
Thiolapillus brandeum,375,374,-1,0.0229669,0.02,-0.0029669,0.180525,0.18,-0.000525
Tistrella mobilis,201,203,+2,0.0123102,0.01,-0.0023102,0.0967616,0.1,+0.0032384
Trichodesmium erythraeum,6,6,+0,0.00036747,0,-0.00036747,0.00288841,0,-0.00288841
Tsuneonella dongtanensis,30,29,-1,0.00183735,0,-0.00183735,0.014442,0.01,-0.004442
UNKNOWN,1.42506e+06,1.42506e+06,+0,87.2778,87.28,+0.0022,-,-,N/A
Vibrio alginolyticus,331,300,-31,0.0202721,0.02,-0.0002721,0.159344,0.14,-0.019344
Vibrio anguillarum,2007,2008,+1,0.122919,0.12,-0.002919,0.966172,0.97,+0.003828
Vibrio antiquarius,80,72,-8,0.0048996,0,-0.0048996,0.0385121,0.03,-0.0085121
Vibrio breoganii,27,21,-6,0.00165362,0,-0.00165362,0.0129978,0.01,-0.0029978
Vibrio campbellii,59,51,-8,0.00361346,0,-0.00361346,0.0284027,0.02,-0.0084027
Vibrio cholerae,382,366,-16,0.0233956,0.02,-0.0033956,0.183895,0.18,-0.003895
Vibrio coralliilyticus,2645,2635,-10,0.161993,0.16,-0.001993,1.27331,1.27,-0.00331
Vibrio furnissii,32,32,+0,0.00195984,0,-0.00195984,0.0154048,0.02,+0.0045952
Vibrio harveyi,64,85,+21,0.00391968,0.01,+0.00608032,0.0308097,0.04,+0.0091903
Vibrio natriegens,712,795,+83,0.0436064,0.05,+0.0063936,0.342758,0.38,+0.037242
Vibrio nigripulchritudo,31,28,-3,0.0018986,0,-0.0018986,0.0149234,0.01,-0.0049234
Vibrio parahaemolyticus,438,466,+28,0.0268253,0.03,+0.0031747,0.210854,0.22,+0.009146
Vibrio scophthalmi,1040,1011,-29,0.0636948,0.06,-0.0036948,0.500657,0.49,-0.010657
Vibrio sp. EJY3,182,150,-32,0.0111466,0.01,-0.0011466,0.087615,0.07,-0.017615
Vibrio tubiashii,366,374,+8,0.0224157,0.02,-0.0024157,0.176193,0.18,+0.003807
Vibrio vulnificus,40,35,-5,0.0024498,0,-0.0024498,0.019256,0.02,+0.000744
Weissella ceti,42,46,+4,0.00257229,0,-0.00257229,0.0202188,0.02,-0.0002188
Wenyingzhuangia fucanilytica,503,507,+4,0.0308062,0.03,-0.0008062,0.242145,0.24,-0.002145
Wenzhouxiangella marina,36,34,-2,0.00220482,0,-0.00220482,0.0173304,0.02,+0.0026696
Winmispira thermophila,139,138,-1,0.00851306,0.01,+0.00148694,0.0669147,0.07,+0.0030853
Winogradskyella sp. PG-2,109,108,-1,0.00667571,0.01,+0.00332429,0.0524727,0.05,-0.0024727
Woeseia oceani,708,706,-2,0.0433615,0.04,-0.0033615,0.340832,0.34,-0.000832
Yersinia aldovae,52,49,-3,0.00318474,0,-0.00318474,0.0250329,0.02,-0.0050329
Yersinia ruckeri,20,17,-3,0.0012249,0,-0.0012249,0.00962802,0.01,+0.00037198
Zunongwangia profunda,221,225,+4,0.0135351,0.01,-0.0035351,0.10639,0.11,+0.00361
alpha proteobacterium HIMB5,34,34,+0,0.00208233,0,-0.00208233,0.0163676,0.02,+0.0036324
alpha proteobacterium HIMB59,10,11,+1,0.00061245,0,-0.00061245,0.00481401,0.01,+0.00518599
endosymbiont of unidentified scaly snail isolate Monju,40,42,+2,0.0024498,0,-0.0024498,0.019256,0.02,+0.000744
