Name,Count (cami2_sample3_abundance),Count (cami2_marine_sample3_abundance_jn05),Count (diff),Proportion_All(%) (cami2_sample3_abundance),Proportion_All(%) (cami2_marine_sample3_abundance_jn05),Proportion_All(%) (diff),Proportion_Classified(%) (cami2_sample3_abundance),Proportion_Classified(%) (cami2_marine_sample3_abundance_jn05),Proportion_Classified(%) (diff)
Nautilia profundicola,44,44,+0,0.00266942,0,-0.00266942,0.0237065,0.02,-0.0037065
Nitratifractor salsuginis,44,43,-1,0.00266942,0,-0.00266942,0.0237065,0.02,-0.0037065
Nitratiruptor sp. SB155-2,32,31,-1,0.0019414,0,-0.0019414,0.0172411,0.02,+0.0027589
Nitrosococcus halophilus,11040,11050,+10,0.669781,0.67,+0.000219,5.94818,5.95,+0.00182
Nitrosococcus oceani,2083,2074,-9,0.126373,0.13,+0.003627,1.12229,1.12,-0.00229
Nitrosopumilus adriaticus,8,6,-2,0.000485349,0,-0.000485349,0.00431028,0,-0.00431028
Nitrosopumilus maritimus,20,20,+0,0.00121337,0,-0.00121337,0.0107757,0.01,-0.0007757
Nitrosopumilus piranensis,46,46,+0,0.00279076,0,-0.00279076,0.0247841,0.02,-0.0047841
Nocardia seriolae,12,14,+2,0.000728023,0,-0.000728023,0.00646541,0.01,+0.00353459
Nocardiopsis dassonvillei,15,12,-3,0.000910029,0,-0.000910029,0.00808177,0.01,+0.00191823
Nodularia spumigena,171,169,-2,0.0103743,0.01,-0.0003743,0.0921321,0.09,-0.0021321
Nonlabens dokdonensis,179,178,-1,0.0108597,0.01,-0.0008597,0.0964424,0.1,+0.0035576
Nonlabens marinus,21,20,-1,0.00127404,0,-0.00127404,0.0113145,0.01,-0.0013145
Nonlabens sp. Hel1_33_55,195,196,+1,0.0118304,0.01,-0.0018304,0.105063,0.11,+0.004937
Nonlabens sp. MIC269,262,262,+0,0.0158952,0.02,+0.0041048,0.141162,0.14,-0.001162
Novosphingobium pentaromativorans,459,481,+22,0.0278469,0.03,+0.0021531,0.247302,0.26,+0.012698
Novosphingobium sp. PP1Y,667,641,-26,0.040466,0.04,-0.000466,0.359369,0.35,-0.009369
Oceanithermus profundus,54,55,+1,0.0032761,0,-0.0032761,0.0290944,0.03,+0.0009056
Oceanobacillus iheyensis,32,35,+3,0.0019414,0,-0.0019414,0.0172411,0.02,+0.0027589
Octadecabacter antarcticus,540,545,+5,0.032761,0.03,-0.002761,0.290944,0.29,-0.000944
Octadecabacter arcticus,308,302,-6,0.0186859,0.02,+0.0013141,0.165946,0.16,-0.005946
Octadecabacter temperatus,105,104,-1,0.0063702,0.01,+0.0036298,0.0565724,0.06,+0.0034276
Oleispira antarctica,42,35,-7,0.00254808,0,-0.00254808,0.0226289,0.02,-0.0026289
Oscillibacter valericigenes,939,939,+0,0.0569678,0.06,+0.0030322,0.505919,0.51,+0.004081
Owenweeksia hongkongensis,28,27,-1,0.00169872,0,-0.00169872,0.015086,0.01,-0.005086
Paenibacillus crassostreae,199,203,+4,0.0120731,0.01,-0.0020731,0.107218,0.11,+0.002782
Paenibacillus durus,8,6,-2,0.000485349,0,-0.000485349,0.00431028,0,-0.00431028
Palaeococcus pacificus,1286,1284,-2,0.0780198,0.08,+0.0019802,0.692877,0.69,-0.002877
Paraglaciecola psychrophila,140,140,+0,0.0084936,0.01,+0.0015064,0.0754298,0.08,+0.0045702
Paraglaciecola sp. T6c,142,144,+2,0.00861494,0.01,+0.00138506,0.0765074,0.08,+0.0034926
Paraoerskovia marina,241,241,+0,0.0146211,0.01,-0.0046211,0.129847,0.13,+0.000153
Parasynechococcus marenigrum,71,78,+7,0.00430747,0,-0.00430747,0.0382537,0.04,+0.0017463
Paraurantiacibacter namhicola,90,95,+5,0.00546017,0.01,+0.00453983,0.0484906,0.05,+0.0015094
Parvularcula bermudensis,171,171,+0,0.0103743,0.01,-0.0003743,0.0921321,0.09,-0.0021321
Pelagerythrobacter marensis,135,134,-1,0.00819026,0.01,+0.00180974,0.0727359,0.07,-0.0027359
Pelagibacterium halotolerans,133,132,-1,0.00806892,0.01,+0.00193108,0.0716583,0.07,-0.0016583
Persephonella marina,76,74,-2,0.00461081,0,-0.00461081,0.0409476,0.04,-0.0009476
Phaeobacter gallaeciensis,653,674,+21,0.0396166,0.04,+0.0003834,0.351826,0.36,+0.008174
Phaeobacter inhibens,206,201,-5,0.0124977,0.01,-0.0024977,0.11099,0.11,-0.00099
Photobacterium gaetbulicola,337,327,-10,0.0204453,0.02,-0.0004453,0.18157,0.18,-0.00157
Photobacterium profundum,119,106,-13,0.00721956,0.01,+0.00278044,0.0641153,0.06,-0.0041153
Phycisphaera mikurensis,177,177,+0,0.0107383,0.01,-0.0007383,0.0953648,0.1,+0.0046352
Piscirickettsia salmonis,5534,5568,+34,0.33574,0.34,+0.00426,2.98163,3,+0.01837
Planktomarina temperata,32,32,+0,0.0019414,0,-0.0019414,0.0172411,0.02,+0.0027589
Planococcus antarcticus,66,65,-1,0.00400413,0,-0.00400413,0.0355598,0.04,+0.0044402
Planococcus donghaensis,47,56,+9,0.00285142,0,-0.00285142,0.0253229,0.03,+0.0046771
Planococcus kocurii,60,63,+3,0.00364012,0,-0.00364012,0.0323271,0.03,-0.0023271
Planococcus maritimus,68,58,-10,0.00412547,0,-0.00412547,0.0366373,0.03,-0.0066373
Planococcus plakortidis,103,105,+2,0.00624887,0.01,+0.00375113,0.0554948,0.06,+0.0045052
Polaribacter sp. Hel1_33_78,196,190,-6,0.011891,0.01,-0.001891,0.105602,0.1,-0.005602
Polaribacter sp. MED152,11,8,-3,0.000667355,0,-0.000667355,0.00592663,0,-0.00592663
Polaribacter vadi,214,217,+3,0.0129831,0.01,-0.0029831,0.1153,0.12,+0.0047
Prochlorococcus marinus,758,762,+4,0.0459868,0.05,+0.0040132,0.408399,0.41,+0.001601
Prochlorococcus sp. MIT 0604,55,49,-6,0.00333677,0,-0.00333677,0.0296331,0.03,+0.0003669
Prochlorococcus sp. MIT 0801,45,50,+5,0.00273009,0,-0.00273009,0.0242453,0.03,+0.0057547
Prosthecochloris sp. CIB 2401,76,74,-2,0.00461081,0,-0.00461081,0.0409476,0.04,-0.0009476
Pseudalgibacter alginicilyticus,1068,1074,+6,0.0647941,0.07,+0.0052059,0.575422,0.58,+0.004578
Pseudoalteromonas issachenkonii,83,70,-13,0.00503549,0,-0.00503549,0.0447191,0.04,-0.0047191
Pseudoalteromonas luteoviolacea,149,152,+3,0.00903962,0.01,+0.00096038,0.0802789,0.08,-0.0002789
Pseudoalteromonas phenolica,223,213,-10,0.0135291,0.01,-0.0035291,0.120149,0.11,-0.010149
Pseudoalteromonas piratica,50,42,-8,0.00303343,0,-0.00303343,0.0269392,0.02,-0.0069392
Pseudoalteromonas rubra,153,159,+6,0.0092823,0.01,+0.0007177,0.082434,0.09,+0.007566
Pseudoalteromonas sp. SM9913,90,87,-3,0.00546017,0.01,+0.00453983,0.0484906,0.05,+0.0015094
Pseudoalteromonas translucida,101,118,+17,0.00612753,0.01,+0.00387247,0.0544172,0.06,+0.0055828
Pseudodesulfovibrio mercurii,233,235,+2,0.0141358,0.01,-0.0041358,0.125537,0.13,+0.004463
Pseudodesulfovibrio piezophilus,324,319,-5,0.0196566,0.02,+0.0003434,0.174566,0.17,-0.004566
Pseudomonas pohangensis,35,31,-4,0.0021234,0,-0.0021234,0.0188575,0.02,+0.0011425
Pseudomonas sp. MT-1,92,87,-5,0.00558151,0.01,+0.00441849,0.0495682,0.05,+0.0004318
Pseudovibrio sp. FO-BEG1,103,102,-1,0.00624887,0.01,+0.00375113,0.0554948,0.05,-0.0054948
Psychrobacter sp. AntiMn-1,111,113,+2,0.00673422,0.01,+0.00326578,0.0598051,0.06,+0.0001949
Psychrobacter sp. G,62,68,+6,0.00376145,0,-0.00376145,0.0334046,0.04,+0.0065954
Psychrobacter sp. P11F6,222,233,+11,0.0134684,0.01,-0.0034684,0.11961,0.13,+0.01039
Psychrobacter sp. P11G3,600,586,-14,0.0364012,0.04,+0.0035988,0.323271,0.32,-0.003271
Psychrobacter sp. PRwf-1,82,74,-8,0.00497483,0,-0.00497483,0.0441803,0.04,-0.0041803
Psychroflexus torquis,5,4,-1,0.000303343,0,-0.000303343,0.00269392,0,-0.00269392
Psychromonas ingrahamii,72,69,-3,0.00436814,0,-0.00436814,0.0387925,0.04,+0.0012075
Psychromonas sp. CNPT3,41,36,-5,0.00248741,0,-0.00248741,0.0220902,0.02,-0.0020902
Pusillimonas sp. T7-7,34,36,+2,0.00206273,0,-0.00206273,0.0183187,0.02,+0.0016813
Pyrobaculum aerophilum,118,118,+0,0.0071589,0.01,+0.0028411,0.0635766,0.06,-0.0035766
Pyrococcus abyssi,13,12,-1,0.000788692,0,-0.000788692,0.0070042,0.01,+0.0029958
Pyrococcus furiosus,84,85,+1,0.00509616,0.01,+0.00490384,0.0452579,0.05,+0.0047421
Pyrococcus horikoshii,54,59,+5,0.0032761,0,-0.0032761,0.0290944,0.03,+0.0009056
Pyrococcus sp. NA2,341,338,-3,0.020688,0.02,-0.000688,0.183725,0.18,-0.003725
Pyrococcus sp. ST04,1,1,+0,6.06686e-05,0,-6.06686e-05,0.000538784,0,-0.000538784
Pyrococcus yayanosii,23,24,+1,0.00139538,0,-0.00139538,0.012392,0.01,-0.002392
Pyrodictium delaneyi,22,24,+2,0.00133471,0,-0.00133471,0.0118533,0.01,-0.0018533
Pyrolobus fumarii,13,9,-4,0.000788692,0,-0.000788692,0.0070042,0,-0.0070042
Renibacterium salmoninarum,3,5,+2,0.000182006,0,-0.000182006,0.00161635,0,-0.00161635
Rhodobacter xanthinilyticus,46,46,+0,0.00279076,0,-0.00279076,0.0247841,0.02,-0.0047841
Rhodococcus erythropolis,126,118,-8,0.00764424,0.01,+0.00235576,0.0678868,0.06,-0.0078868
Rhodococcus sp. 008,62,71,+9,0.00376145,0,-0.00376145,0.0334046,0.04,+0.0065954
Rhodococcus sp. B7740,230,225,-5,0.0139538,0.01,-0.0039538,0.12392,0.12,-0.00392
Rhodococcus sp. WMMA185,41,39,-2,0.00248741,0,-0.00248741,0.0220902,0.02,-0.0020902
Rhodoferax ferrireducens,154,152,-2,0.00934297,0.01,+0.00065703,0.0829728,0.08,-0.0029728
Rhodothermus marinus,344,345,+1,0.02087,0.02,-0.00087,0.185342,0.19,+0.004658
Rhodovulum sulfidophilum,118,120,+2,0.0071589,0.01,+0.0028411,0.0635766,0.06,-0.0035766
Rivularia sp. PCC 7116,119,119,+0,0.00721956,0.01,+0.00278044,0.0641153,0.06,-0.0041153
Robiginitalea biformata,82,82,+0,0.00497483,0,-0.00497483,0.0441803,0.04,-0.0041803
Roseicyclus elongatus,198,195,-3,0.0120124,0.01,-0.0020124,0.106679,0.11,+0.003321
Roseobacter denitrificans,455,450,-5,0.0276042,0.03,+0.0023958,0.245147,0.24,-0.005147
Roseobacter litoralis,106,112,+6,0.00643087,0.01,+0.00356913,0.0571111,0.06,+0.0028889
Ruegeria pomeroyi,14,15,+1,0.00084936,0,-0.00084936,0.00754298,0.01,+0.00245702
Ruegeria sp. TM1040,83,79,-4,0.00503549,0,-0.00503549,0.0447191,0.04,-0.0047191
Saccharophagus degradans,202,201,-1,0.0122551,0.01,-0.0022551,0.108834,0.11,+0.001166
Salegentibacter sp. T436,90,90,+0,0.00546017,0.01,+0.00453983,0.0484906,0.05,+0.0015094
Salinibacter ruber,150,150,+0,0.00910029,0.01,+0.00089971,0.0808177,0.08,-0.0008177
Salinispira pacifica,52,52,+0,0.00315477,0,-0.00315477,0.0280168,0.03,+0.0019832
Salinispora arenicola,181,178,-3,0.010981,0.01,-0.000981,0.09752,0.1,+0.00248
Salinispora tropica,402,404,+2,0.0243888,0.02,-0.0043888,0.216591,0.22,+0.003409
Salipiger sp. CCB-MM3,249,244,-5,0.0151065,0.01,-0.0051065,0.134157,0.13,-0.004157
Salmonella enterica,83,76,-7,0.00503549,0,-0.00503549,0.0447191,0.04,-0.0047191
Saprospira grandis,348,348,+0,0.0211127,0.02,-0.0011127,0.187497,0.19,+0.002503
Sedimenticola thiotaurini,34,32,-2,0.00206273,0,-0.00206273,0.0183187,0.02,+0.0016813
Sediminicola sp. YIK13,21,20,-1,0.00127404,0,-0.00127404,0.0113145,0.01,-0.0013145
Serinicoccus hydrothermalis,136,135,-1,0.00825093,0.01,+0.00174907,0.0732747,0.07,-0.0032747
Shewanella amazonensis,70,71,+1,0.0042468,0,-0.0042468,0.0377149,0.04,+0.0022851
Shewanella baltica,3989,4087,+98,0.242007,0.25,+0.007993,2.14921,2.2,+0.05079
Shewanella denitrificans,68,69,+1,0.00412547,0,-0.00412547,0.0366373,0.04,+0.0033627
Shewanella frigidimarina,21,12,-9,0.00127404,0,-0.00127404,0.0113145,0.01,-0.0013145
Shewanella halifaxensis,997,1001,+4,0.0604866,0.06,-0.0004866,0.537168,0.54,+0.002832
Shewanella loihica,21,11,-10,0.00127404,0,-0.00127404,0.0113145,0.01,-0.0013145
Shewanella pealeana,122,102,-20,0.00740157,0.01,+0.00259843,0.0657317,0.05,-0.0157317
Shewanella piezotolerans,431,440,+9,0.0261482,0.03,+0.0038518,0.232216,0.24,+0.007784
Shewanella sediminis,89,76,-13,0.00539951,0,-0.00539951,0.0479518,0.04,-0.0079518
Shewanella sp. ANA-3,80,61,-19,0.00485349,0,-0.00485349,0.0431028,0.03,-0.0131028
Shewanella sp. MR-4,87,76,-11,0.00527817,0,-0.00527817,0.0468742,0.04,-0.0068742
Shewanella sp. MR-7,158,172,+14,0.00958564,0.01,+0.00041436,0.0851279,0.09,+0.0048721
Shewanella sp. W3-18-1,121,104,-17,0.0073409,0.01,+0.0026591,0.0651929,0.06,-0.0051929
Shewanella violacea,38,32,-6,0.00230541,0,-0.00230541,0.0204738,0.02,-0.0004738
Shewanella woodyi,109,119,+10,0.00661288,0.01,+0.00338712,0.0587275,0.06,+0.0012725
Siansivirga zeaxanthinifaciens,17,24,+7,0.00103137,0,-0.00103137,0.00915933,0.01,+0.00084067
Simiduia agarivorans,56,53,-3,0.00339744,0,-0.00339744,0.0301719,0.03,-0.0001719
Sphingopyxis alaskensis,10,9,-1,0.000606686,0,-0.000606686,0.00538784,0,-0.00538784
Sphingorhabdus lutea,7,7,+0,0.00042468,0,-0.00042468,0.00377149,0,-0.00377149
Spiribacter curvatus,5811,5805,-6,0.352545,0.35,-0.002545,3.13088,3.13,-0.00088
Spiribacter salinus,1675,1676,+1,0.10162,0.1,-0.00162,0.902464,0.9,-0.002464
Spongiibacter sp. IMCC21906,128,129,+1,0.00776558,0.01,+0.00223442,0.0689644,0.07,+0.0010356
Staphylothermus hellenicus,6,6,+0,0.000364012,0,-0.000364012,0.00323271,0,-0.00323271
Staphylothermus marinus,24,25,+1,0.00145605,0,-0.00145605,0.0129308,0.01,-0.0029308
Stappia sp. ES.058,46,50,+4,0.00279076,0,-0.00279076,0.0247841,0.03,+0.0052159
Streptococcus agalactiae,71,66,-5,0.00430747,0,-0.00430747,0.0382537,0.04,+0.0017463
Streptococcus iniae,215,215,+0,0.0130437,0.01,-0.0030437,0.115839,0.12,+0.004161
Streptococcus parauberis,4,2,-2,0.000242674,0,-0.000242674,0.00215514,0,-0.00215514
Streptomyces olivaceus,844,868,+24,0.0512043,0.05,-0.0012043,0.454734,0.47,+0.015266
Streptomyces sp. CNQ-509,42,45,+3,0.00254808,0,-0.00254808,0.0226289,0.02,-0.0026289
Streptomyces sp. GBA 94-10 4N24,2713,2445,-268,0.164594,0.15,-0.014594,1.46172,1.32,-0.14172
Streptomyces sp. PVA_94-07,2542,2803,+261,0.15422,0.17,+0.01578,1.36959,1.51,+0.14041
Stutzerimonas balearica,252,247,-5,0.0152885,0.01,-0.0052885,0.135774,0.13,-0.005774
Stutzerimonas stutzeri,181,205,+24,0.010981,0.01,-0.000981,0.09752,0.11,+0.01248
Stutzerimonas xanthomarina,16,13,-3,0.000970698,0,-0.000970698,0.00862055,0.01,+0.00137945
Sulfitobacter alexandrii,39,36,-3,0.00236608,0,-0.00236608,0.0210126,0.02,-0.0010126
Sulfobacillus acidophilus,1,1,+0,6.06686e-05,0,-6.06686e-05,0.000538784,0,-0.000538784
Sulfurimonas autotrophica,15,11,-4,0.000910029,0,-0.000910029,0.00808177,0.01,+0.00191823
Sulfurimonas denitrificans,81,85,+4,0.00491416,0.01,+0.00508584,0.0436415,0.05,+0.0063585
Sulfurovum sp. NBC37-1,4049,4040,-9,0.245647,0.25,+0.004353,2.18154,2.18,-0.00154
Synechococcus sp. CC9311,65,66,+1,0.00394346,0,-0.00394346,0.035021,0.04,+0.004979
Synechococcus sp. CC9605,24,32,+8,0.00145605,0,-0.00145605,0.0129308,0.02,+0.0070692
Synechococcus sp. CC9902,186,186,+0,0.0112844,0.01,-0.0012844,0.100214,0.1,-0.000214
Synechococcus sp. KORDI-100,36,36,+0,0.00218407,0,-0.00218407,0.0193962,0.02,+0.0006038
Synechococcus sp. KORDI-49,6,3,-3,0.000364012,0,-0.000364012,0.00323271,0,-0.00323271
Synechococcus sp. KORDI-52,102,101,-1,0.0061882,0.01,+0.0038118,0.054956,0.05,-0.004956
Synechococcus sp. RCC307,244,242,-2,0.0148031,0.01,-0.0048031,0.131463,0.13,-0.001463
Synechococcus sp. WH 7803,75,73,-2,0.00455015,0,-0.00455015,0.0404088,0.04,-0.0004088
Synechococcus sp. WH 8020,11,10,-1,0.000667355,0,-0.000667355,0.00592663,0.01,+0.00407337
Synechococcus sp. WH 8103,68,62,-6,0.00412547,0,-0.00412547,0.0366373,0.03,-0.0066373
Synechococcus sp. WH 8109,21,17,-4,0.00127404,0,-0.00127404,0.0113145,0.01,-0.0013145
Syntrophotalea acetylenica,4723,4723,+0,0.286538,0.29,+0.003462,2.54468,2.54,-0.00468
Syntrophotalea carbinolica,336,342,+6,0.0203847,0.02,-0.0003847,0.181032,0.18,-0.001032
Tenacibaculum dicentrarchi,594,581,-13,0.0360372,0.04,+0.0039628,0.320038,0.31,-0.010038
Tenacibaculum todarodis,252,260,+8,0.0152885,0.02,+0.0047115,0.135774,0.14,+0.004226
Teredinibacter turnerae,6,3,-3,0.000364012,0,-0.000364012,0.00323271,0,-0.00323271
Thalassolituus oleivorans,2224,2242,+18,0.134927,0.14,+0.005073,1.19826,1.21,+0.01174
Thalassoporum mexicanum,183,185,+2,0.0111024,0.01,-0.0011024,0.0985975,0.1,+0.0014025
Thalassotalea crassostreae,119,113,-6,0.00721956,0.01,+0.00278044,0.0641153,0.06,-0.0041153
Thermaerobacter marianensis,60,59,-1,0.00364012,0,-0.00364012,0.0323271,0.03,-0.0023271
Thermoanaerobacter siderophilus,68,68,+0,0.00412547,0,-0.00412547,0.0366373,0.04,+0.0033627
Thermoclostridium stercorarium,90,88,-2,0.00546017,0.01,+0.00453983,0.0484906,0.05,+0.0015094
Thermococcus barophilus,12,10,-2,0.000728023,0,-0.000728023,0.00646541,0.01,+0.00353459
Thermococcus cleftensis,6,12,+6,0.000364012,0,-0.000364012,0.00323271,0.01,+0.00676729
Thermococcus eurythermalis,21,17,-4,0.00127404,0,-0.00127404,0.0113145,0.01,-0.0013145
Thermococcus gammatolerans,15,17,+2,0.000910029,0,-0.000910029,0.00808177,0.01,+0.00191823
Thermococcus litoralis,32,30,-2,0.0019414,0,-0.0019414,0.0172411,0.02,+0.0027589
Thermococcus nautili,11,4,-7,0.000667355,0,-0.000667355,0.00592663,0,-0.00592663
Thermococcus onnurineus,7,6,-1,0.00042468,0,-0.00042468,0.00377149,0,-0.00377149
Thermococcus paralvinellae,38,39,+1,0.00230541,0,-0.00230541,0.0204738,0.02,-0.0004738
Thermococcus piezophilus,12,15,+3,0.000728023,0,-0.000728023,0.00646541,0.01,+0.00353459
Thermococcus sp. 4557,119,121,+2,0.00721956,0.01,+0.00278044,0.0641153,0.07,+0.0058847
Thermococcus sp. AM4,21,20,-1,0.00127404,0,-0.00127404,0.0113145,0.01,-0.0013145
Thermodesulfatator indicus,36,37,+1,0.00218407,0,-0.00218407,0.0193962,0.02,+0.0006038
Thermoplasma volcanium,12,12,+0,0.000728023,0,-0.000728023,0.00646541,0.01,+0.00353459
Thermosediminibacter oceani,24,25,+1,0.00145605,0,-0.00145605,0.0129308,0.01,-0.0029308
Thermosipho melanesiensis,54,55,+1,0.0032761,0,-0.0032761,0.0290944,0.03,+0.0009056
Thermosipho sp. 1063,85,85,+0,0.00515683,0.01,+0.00484317,0.0457967,0.05,+0.0042033
Thermotoga maritima,697,780,+83,0.042286,0.05,+0.007714,0.375533,0.42,+0.044467
Thermotoga neapolitana,47,42,-5,0.00285142,0,-0.00285142,0.0253229,0.02,-0.0053229
Thermotoga sp. 2812B,124,89,-35,0.00752291,0.01,+0.00247709,0.0668093,0.05,-0.0168093
Thermotoga sp. Cell2,211,198,-13,0.0128011,0.01,-0.0028011,0.113684,0.11,-0.003684
Thermotoga sp. RQ2,286,254,-32,0.0173512,0.02,+0.0026488,0.154092,0.14,-0.014092
Thermotoga sp. RQ7,51,52,+1,0.0030941,0,-0.0030941,0.027478,0.03,+0.002522
Thermovibrio ammonificans,3,4,+1,0.000182006,0,-0.000182006,0.00161635,0,-0.00161635
Thermovirga lienii,148,148,+0,0.00897895,0.01,+0.00102105,0.0797401,0.08,+0.0002599
Thiocystis violascens,717,720,+3,0.0434994,0.04,-0.0034994,0.386308,0.39,+0.003692
Thioflavicoccus mobilis,15,9,-6,0.000910029,0,-0.000910029,0.00808177,0,-0.00808177
Thiolapillus brandeum,566,563,-3,0.0343384,0.03,-0.0043384,0.304952,0.3,-0.004952
Tistrella mobilis,484,486,+2,0.0293636,0.03,+0.0006364,0.260772,0.26,-0.000772
Trichodesmium erythraeum,6,6,+0,0.000364012,0,-0.000364012,0.00323271,0,-0.00323271
Tsuneonella dongtanensis,30,30,+0,0.00182006,0,-0.00182006,0.0161635,0.02,+0.0038365
UNKNOWN,1.4627e+06,1.4627e+06,+0,88.7397,88.74,+0.0003,-,-,N/A
Vibrio alginolyticus,407,343,-64,0.0246921,0.02,-0.0046921,0.219285,0.18,-0.039285
Vibrio anguillarum,2841,2853,+12,0.17236,0.17,-0.00236,1.53069,1.54,+0.00931
Vibrio antiquarius,98,96,-2,0.00594552,0.01,+0.00405448,0.0528009,0.05,-0.0028009
Vibrio breoganii,121,111,-10,0.0073409,0.01,+0.0026591,0.0651929,0.06,-0.0051929
Vibrio campbellii,197,172,-25,0.0119517,0.01,-0.0019517,0.106141,0.09,-0.016141
Vibrio cholerae,853,833,-20,0.0517503,0.05,-0.0017503,0.459583,0.45,-0.009583
Vibrio coralliilyticus,3292,3269,-23,0.199721,0.2,+0.000279,1.77368,1.76,-0.01368
Vibrio furnissii,243,241,-2,0.0147425,0.01,-0.0047425,0.130925,0.13,-0.000925
Vibrio harveyi,419,465,+46,0.0254201,0.03,+0.0045799,0.225751,0.25,+0.024249
Vibrio natriegens,1913,2057,+144,0.116059,0.12,+0.003941,1.03069,1.11,+0.07931
Vibrio nigripulchritudo,231,223,-8,0.0140144,0.01,-0.0040144,0.124459,0.12,-0.004459
Vibrio parahaemolyticus,500,550,+50,0.0303343,0.03,-0.0003343,0.269392,0.3,+0.030608
Vibrio scophthalmi,1733,1692,-41,0.105139,0.1,-0.005139,0.933713,0.91,-0.023713
Vibrio sp. EJY3,378,302,-76,0.0229327,0.02,-0.0029327,0.203661,0.16,-0.043661
Vibrio tubiashii,647,661,+14,0.0392526,0.04,+0.0007474,0.348594,0.36,+0.011406
Vibrio vulnificus,258,251,-7,0.0156525,0.02,+0.0043475,0.139006,0.14,+0.000994
Weissella ceti,14,14,+0,0.00084936,0,-0.00084936,0.00754298,0.01,+0.00245702
Wenyingzhuangia fucanilytica,247,248,+1,0.0149851,0.02,+0.0050149,0.13308,0.13,-0.00308
Wenzhouxiangella marina,9,7,-2,0.000546017,0,-0.000546017,0.00484906,0,-0.00484906
Winmispira thermophila,111,112,+1,0.00673422,0.01,+0.00326578,0.0598051,0.06,+0.0001949
Winogradskyella sp. PG-2,17,12,-5,0.00103137,0,-0.00103137,0.00915933,0.01,+0.00084067
Woeseia oceani,324,321,-3,0.0196566,0.02,+0.0003434,0.174566,0.17,-0.004566
Yersinia aldovae,122,118,-4,0.00740157,0.01,+0.00259843,0.0657317,0.06,-0.0057317
Yersinia ruckeri,151,149,-2,0.00916096,0.01,+0.00083904,0.0813564,0.08,-0.0013564
Zunongwangia profunda,529,533,+4,0.0320937,0.03,-0.0020937,0.285017,0.29,+0.004983
alpha proteobacterium HIMB5,56,56,+0,0.00339744,0,-0.00339744,0.0301719,0.03,-0.0001719
alpha proteobacterium HIMB59,75,77,+2,0.00455015,0,-0.00455015,0.0404088,0.04,-0.0004088
bacterium AB1,1,1,+0,6.06686e-05,0,-6.06686e-05,0.000538784,0,-0.000538784
endosymbiont of unidentified scaly snail isolate Monju,66,72,+6,0.00400413,0,-0.00400413,0.0355598,0.04,+0.0044402
